Tadh_TriadT587	DSL.HG1.4:DLL1/DLL4/JAG1/JAG2
Tadh_TriadT59012	Pkinase.HG40.10:GRK2/GRK3;RGS.HG2.2:GRK2/GRK3
Tadh_TriadT28308	Pkinase.HG40.4:like:GRK1/GRK2/GRK3/GRK4/GRK5/GRK6/GRK7;RGS.HG2.0:GRK1/GRK4/GRK5/GRK6/GRK7
Tadh_TriadT20128	Pkinase.HG41.3:PAK4/PAK5/PAK6
Tadh_TriadT52215	Pkinase.HG41.5:PAK1/PAK2/PAK3
Tadh_TriadT54111	Pkinase.HG42.1:like:ARAF/BRAF/KSR1/KSR2/RAF1
Tadh_TriadT59721	Pkinase.HG42.3:KSR1/KSR2
Tadh_TriadT24886	Pkinase.HG42.5:ARAF/BRAF/RAF1
Tadh_TriadT28807	Pkinase.HG44.5:AL451136.1/TESK1/TESK2
Tadh_TriadT57937	Pkinase.HG45.0:NRBP1/NRBP2
Tadh_TriadT4059	Pkinase.HG45.1:WNK1/WNK2/WNK3/WNK4
Tadh_TriadT53354	Pkinase.HG47.0:CDC7
Tadh_TriadT50201	Pkinase.HG47.1:CSNK2A1/CSNK2A2/CSNK2A3
Tadh_TriadT52245	Pkinase.HG48.0:PEAK1/PRAG1
Tadh_TriadT53330	Pkinase.HG48.1:PINK1
Tadh_TriadT1653	Pkinase.HG5.11:MAP3K12/MAP3K13
Tadh_TriadT26486	Pkinase.HG5.13:MAP3K9/MAP3K10/MAP3K11/MAP3K21
Tadh_TriadT28028	Pkinase.HG5.21:MOS
Tadh_TriadT30386	Pkinase.HG5.6:ILK
Tadh_TriadT25066	Pkinase.HG5.7:MAP3K7
Tadh_TriadT1172	Pkinase.HG51.1:SCYL1
Tadh_TriadT18343	Pkinase.HG51.3:SCYL2
Tadh_TriadT51686	Pkinase.HG52.0:PKMYT1
Tadh_TriadT55450	Pkinase.HG53.1:SRPK1/SRPK2/SRPK3
Tadh_TriadT23353	Pkinase.HG54.0:TLK1/TLK2
Tadh_TriadT25361	Pkinase.HG55.0:TTK
Tadh_TriadT24075	Pkinase.HG56.0:TP53RK
Tadh_TriadT5779	Pkinase.HG57.0:BUB1
Tadh_TriadT11272	Pkinase.HG58.0:TBCK
Tadh_TriadT3790	Pkinase.HG6.0:like:CHEK2/PRKD1/PRKD2/PRKD3/STK33
Tadh_TriadT5186	Pkinase.HG6.0:like:CHEK2/PRKD1/PRKD2/PRKD3/STK33
Tadh_TriadT53934	Pkinase.HG6.0:like:CHEK2/PRKD1/PRKD2/PRKD3/STK33
Tadh_TriadT30089	Pkinase.HG6.10:PRKD1/PRKD2/PRKD3
Tadh_TriadT55243	Pkinase.HG6.15:CASK
Tadh_TriadT16057	Pkinase.HG6.16:CAMKV
Tadh_TriadT49758	Pkinase.HG6.18:CAMK1/CAMK1D/CAMK1G/PNCK
Tadh_TriadT31065	Pkinase.HG6.19:like:CAMK2A/CAMK2B/CAMK2D/CAMK2G
Tadh_TriadT49991	Pkinase.HG6.2:STK33
Tadh_TriadT50756	Pkinase.HG6.22:CAMK2A/CAMK2B/CAMK2D/CAMK2G
Tadh_TriadT21151	Pkinase.HG6.4:DCLK1/DCLK2/DCLK3
Tadh_TriadT29114	Pkinase.HG6.5:CHEK2
Tadh_TriadT60371	Pkinase.HG6.7:CAMK4
Tadh_TriadT57612	Pkinase.HG60.0:PIK3R4
Tadh_TriadT32494	Pkinase.HG67.0:POMK
Tadh_TriadT63724	Pkinase.HG68.0:NA
Tadh_TriadT30735	Pkinase.HG7.10:NEK11
Tadh_TriadT27942	Pkinase.HG7.11:like:NEK6/NEK7
Tadh_TriadT27553	Pkinase.HG7.12:like:NEK6/NEK7
Tadh_TriadT63635	Pkinase.HG7.14:STKLD1
Tadh_TriadT25143	Pkinase.HG7.16:NEK4
Tadh_TriadT51708	Pkinase.HG7.17:like:NEK1/NEK3/NEK5/NEK8/NEK9
Tadh_TriadT49830	Pkinase.HG7.19:NEK9
Tadh_TriadT25231	Pkinase.HG7.20:NEK1
Tadh_TriadT19228	Pkinase.HG7.21:like:NEK8
Tadh_TriadT28793	Pkinase.HG7.22:NEK8
Tadh_TriadT52425	Pkinase.HG7.5:PDIK1L/STK35
Tadh_TriadT21160	Pkinase.HG7.8:NEK6/NEK7
Tadh_wf_g11986.t1	Pkinase.HG8.13:PTK7
Tadh_wf_g6078.t1	Pkinase.HG8.13:PTK7
Tadh_TriadT12208	Pkinase.HG8.16:AATK/IGF1R/INSR/INSRR/LMTK2/LMTK3
Tadh_TriadT22855	Pkinase.HG8.16:AATK/IGF1R/INSR/INSRR/LMTK2/LMTK3
Tadh_TriadT4397	Pkinase.HG8.16:AATK/IGF1R/INSR/INSRR/LMTK2/LMTK3
Tadh_TriadT15161	Pkinase.HG8.4:like:AATK/AL132671.2/ALK/DDR1/DDR2/IGF1R/INSR/INSRR/LMTK2/LMTK3/LTK/NTRK1/NTRK2/NTRK3/PTK7/ROS1
Tadh_TriadT21564	Pkinase.HG8.5:DDR1/DDR2
Tadh_TriadT3665	Pkinase.HG8.5:DDR1/DDR2
Tadh_TriadT64391	RGS.HG1.10:like:RGSL1
Tadh_TriadT52866	RGS.HG1.11:RGS6/RGS7/RGS9/RGS11
Tadh_TriadT58106	RGS.HG1.13:RGS22
Tadh_TriadT58629	RGS.HG1.16:RGS10/RGS12/RGS14
Tadh_TriadT53191	RGS.HG1.18:like:RGS1/RGS2/RGS3/RGS4/RGS5/RGS8/RGS13/RGS16/RGS17/RGS18/RGS19/RGS20/RGS21
Tadh_TriadT62108	RGS.HG1.2:ARHGEF11
Tadh_TriadT27441	RGS.HG1.21:RGS17/RGS19/RGS20
Tadh_TriadT52977	RGS.HG1.3:SNX14
Tadh_TriadT53998	RGS.HG1.4:SNX13
Tadh_TriadT28528	RGS.HG1.5:AKAP10
Tadh_TriadT56593	RGS.HG1.8:SNX25
Tadh_TriadT53011	RGS.HG3.0:NA
Tadh_TriadT57057	TGF_beta.HG1.13:BMP2/BMP4
Tadh_TriadT9129	TGF_beta.HG1.15:BMP5/BMP6/BMP7/BMP8A/BMP8B
Tadh_TriadT58663	TGF_beta.HG1.2:like:AMH/BMP15/GDF9/GDF11/GDF15/INHA/INHBA/INHBB/INHBC/INHBE/LEFTY1/LEFTY2/MSTN/TGFB1/TGFB2/TGFB3
Tadh_wf_g7550.t1	TGF_beta.HG1.2:like:AMH/BMP15/GDF9/GDF11/GDF15/INHA/INHBA/INHBB/INHBC/INHBE/LEFTY1/LEFTY2/MSTN/TGFB1/TGFB2/TGFB3
Tadh_TriadT57877	TGF_beta.HG1.32:like:INHBA/INHBB/INHBC/INHBE
Tadh_TriadT9164	TGF_beta.HG1.4:BMP3/GDF10
Tadh_TriadT57729	TIR.HG1.19:like:MYD88
Tadh_TriadT57945	TIR.HG2.10:like:SARM1
Tadh_TriadT62327	TIR.HG2.15:like:SARM1
Tadh_TriadT62786	TIR.HG2.16:like:SARM1
Tadh_TriadT59582	TIR.HG2.19:like:SARM1
Tadh_TriadT58085	TIR.HG2.25:like:SARM1
Tadh_TriadT60667	TIR.HG2.26:like:SARM1
Tadh_TriadT62605	TIR.HG2.26:like:SARM1
Tadh_TriadT59118	TIR.HG2.33:like:SARM1
Tadh_TriadT59119	TIR.HG2.33:like:SARM1
Tadh_TriadT60787	TIR.HG2.35:like:SARM1
Tadh_TriadT53133	TIR.HG2.43:like:SARM1
Tadh_TriadT61590	TIR.HG2.5:like:SARM1
Tadh_TriadT60019	wnt.HG1.21:WNT7A/WNT7B
Tadh_TriadT8072	wnt.HG1.21:WNT7A/WNT7B
Tadh_TriadT30370	wnt.HG1.9:like:WNT16
Tadh_TriadT52489	wnt.HG1.9:like:WNT16
