peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
TrH2_orphan_1223	0	0	0	0	0	1	0	1	0	5	2	0	0	0	0
TrH2_TrispH2_009805	0	0	70	105	45	158	0	2	1	187	6	7	2	1	0
TrH2_TrispH2_009808	4	9	3	8	2	4	11	1	7	28	13	5	26	6	9
TrH2_orphan_1224	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_009810	0	0	0	0	22	1	6	0	0	33	5	3	1	3	4
TrH2_TrispH2_009811	0	0	0	0	0	0	1	0	0	3	1	1	5	1	1
TrH2_TrispH2_009813	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
TrH2_TrispH2_009801	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
TrH2_TrispH2_009802	0	1	0	0	0	1	3	2	2	8	6	3	6	3	1
TrH2_TrispH2_009804	0	0	0	0	14	18	0	0	0	14	0	5	0	0	0
TrH2_orphan_1225	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
TrH2_TrispH2_009806	0	1	2	7	0	4	0	0	2	12	0	1	0	1	1
TrH2_TrispH2_009807	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0
TrH2_TrispH2_009809	0	0	0	0	1	0	13	21	0	66	10	0	58	2	0
TrH2_TrispH2_009812	0	2	0	0	1	0	0	2	0	1	3	0	1	1	0
TrH2_orphan_1226	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_011061	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011062	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011064	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_011068	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_009782	0	0	0	0	0	0	13	0	0	2	0	0	25	1	0
TrH2_TrispH2_009783	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
TrH2_TrispH2_009785	3	9	4	9	4	2	12	8	10	14	28	9	21	6	0
TrH2_TrispH2_009786	72	133	76	170	63	88	84	130	128	283	261	120	346	117	42
TrH2_TrispH2_009787	1	1	0	0	1	0	3	4	5	3	2	0	5	1	0
TrH2_TrispH2_009789	0	1	0	2	0	0	0	4	0	1	1	0	0	0	0
TrH2_TrispH2_009790	0	0	9	16	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_009792	0	1	4	0	20	4	1	28	42	30	25	0	1	1	11
TrH2_TrispH2_009794	0	3	1	0	0	1	0	5	0	1	1	1	1	1	1
TrH2_TrispH2_009797	20	28	11	6	3	13	9	16	11	43	21	6	16	19	4
TrH2_TrispH2_009798	8	31	0	0	1	2	0	2	3	19	3	0	16	1	0
TrH2_TrispH2_009799	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_009800	0	1	5	1	0	1	4	4	0	7	20	0	6	1	0
TrH2_TrispH2_009784	0	0	0	0	0	1	1	2	2	1	3	1	1	0	1
TrH2_TrispH2_009788	37	48	5	11	22	24	14	18	14	54	36	14	22	17	2
TrH2_orphan_1229	4	4	1	1	2	5	4	5	6	10	3	2	1	2	0
TrH2_TrispH2_009791	1	4	5	6	1	3	3	6	6	6	11	4	8	2	3
TrH2_TrispH2_009793	0	0	1	0	0	0	0	1	3	1	0	1	0	0	0
TrH2_TrispH2_009796	1	1	5	1	3	2	3	1	2	8	2	0	1	2	0
TrH2_TrispH2_009273	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_009277	1	0	0	0	1	0	0	0	3	1	1	1	0	0	0
TrH2_TrispH2_009279	8	11	3	6	4	8	4	7	8	15	8	4	15	7	3
TrH2_TrispH2_009283	1	1	1	0	0	1	0	1	0	1	0	0	2	0	0
TrH2_TrispH2_009285	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1
TrH2_TrispH2_009288	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_009275	0	7	5	3	3	0	3	4	2	4	0	2	7	0	0
TrH2_TrispH2_009276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_009278	1	0	1	0	2	2	1	4	4	5	5	0	2	3	1
TrH2_TrispH2_009280	0	0	0	0	0	0	0	1	0	4	0	0	2	3	0
TrH2_orphan_1232	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_009282	0	8	1	1	1	1	6	3	3	13	2	3	6	1	0
TrH2_TrispH2_009854	0	0	0	0	4	46	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_009856	0	1	0	0	5	3	0	0	0	4	0	0	5	1	0
TrH2_orphan_1234	7	10	0	0	3	0	0	0	0	1	0	0	0	1	0
TrH2_TrispH2_009860	1	0	0	0	1	1	0	0	0	1	2	1	1	2	1
TrH2_TrispH2_009861	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
TrH2_TrispH2_009862	0	1	0	1	1	2	10	11	1	22	29	20	6	5	2
TrH2_TrispH2_009863	0	0	0	0	0	0	0	0	0	0	1	74	0	0	0
TrH2_TrispH2_009865	0	4	0	0	2	1	0	3	0	5	2	0	5	1	2
TrH2_TrispH2_009866	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1
TrH2_orphan_1235	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0
TrH2_TrispH2_009855	2	7	2	0	1	1	2	5	1	4	2	1	8	7	0
TrH2_orphan_1236	1	1	0	0	0	2	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_009857	0	2	0	0	0	0	0	2	1	13	0	0	0	6	0
TrH2_TrispH2_009858	0	5	0	4	2	0	4	2	0	22	0	6	1	86	2
TrH2_TrispH2_009859	0	1	0	0	0	0	0	0	1	0	0	2	3	1	0
TrH2_TrispH2_009864	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
TrH2_TrispH2_009235	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_009237	1	0	0	0	2	0	1	0	3	0	0	0	0	2	0
TrH2_TrispH2_009239	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TrH2_orphan_1237	0	1	0	0	12	1	0	1	0	3	2	0	1	2	0
TrH2_TrispH2_009247	15	23	8	16	9	16	10	11	6	34	23	9	19	13	5
TrH2_TrispH2_009249	0	0	0	1	2	3	1	4	1	4	3	0	6	0	2
TrH2_TrispH2_009252	1	4	2	7	2	1	4	5	9	4	5	2	7	4	1
TrH2_TrispH2_009254	0	0	0	3	1	2	0	0	1	2	99	3	2	2	0
TrH2_orphan_1238	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TrH2_TrispH2_009234	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_009236	0	0	0	0	1	1	4	0	11	0	1	0	0	2	8
TrH2_TrispH2_009238	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_009240	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
TrH2_TrispH2_009241	1	0	1	4	3	1	1	0	4	8	5	2	4	2	0
TrH2_TrispH2_009242	2	0	0	0	41	2	0	14	17	11	20	5	3	2	0
TrH2_TrispH2_009243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_009244	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_009245	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TrH2_TrispH2_009248	2	5	2	1	0	2	2	1	1	7	6	2	6	1	2
TrH2_TrispH2_009250	6	14	11	20	4	1	9	8	9	21	24	8	18	3	6
TrH2_TrispH2_009251	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0
TrH2_TrispH2_009253	1	2	0	1	3	2	0	3	1	5	2	1	1	0	0
TrH2_TrispH2_009408	0	1	0	0	0	1	0	0	0	157	6	0	0	0	0
TrH2_TrispH2_009409	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
TrH2_TrispH2_009411	4	5	1	5	4	2	4	7	3	11	1	3	14	5	2
TrH2_orphan_1239	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
TrH2_TrispH2_009414	0	1	0	1	0	0	0	1	1	1	1	0	3	0	3
TrH2_TrispH2_009417	16	57	33	76	27	24	41	50	54	83	86	32	97	56	3
TrH2_TrispH2_009419	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
TrH2_TrispH2_009423	0	1	0	0	3	1	2	1	2	2	4	3	0	2	0
TrH2_TrispH2_009410	0	2	0	1	1	2	0	3	2	1	3	0	0	1	1
TrH2_TrispH2_009412	9	35	0	0	20	10	1	11	15	34	2	11	1	0	0
TrH2_TrispH2_009413	7	10	1	6	2	10	6	4	9	12	12	3	8	3	4
TrH2_TrispH2_009415	0	0	0	1	7	20	8	2	1	8	7	0	0	5	0
TrH2_TrispH2_009416	6	10	9	22	2	1	12	73	92	25	19	3	24	28	0
TrH2_TrispH2_009418	0	4	0	1	1	2	6	8	5	9	7	1	9	2	0
TrH2_TrispH2_009420	6	15	5	8	12	8	10	25	27	24	23	8	21	9	13
TrH2_TrispH2_009421	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_008628	0	0	1	1	0	0	0	1	0	1	2	0	0	0	0
TrH2_TrispH2_008630	0	0	0	4	0	0	1	0	5	6	4	1	5	0	0
TrH2_TrispH2_008631	0	1	0	3	0	0	0	0	13	32	9	0	80	18	0
TrH2_TrispH2_008632	25	27	101	123	76	93	43	147	87	216	100	3	78	24	13
TrH2_TrispH2_008635	0	1	0	1	0	0	3	1	0	3	3	0	1	0	0
TrH2_TrispH2_008637	7	10	4	10	3	7	7	14	14	14	20	9	23	8	1
TrH2_TrispH2_008639	1	0	0	0	2	0	1	1	0	2	0	0	3	2	0
TrH2_TrispH2_008642	2	6	11	30	2	3	8	6	12	8	17	2	22	4	1
TrH2_TrispH2_008644	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
TrH2_TrispH2_008646	1	1	1	5	1	3	2	2	3	10	10	1	9	6	3
TrH2_TrispH2_008650	0	1	0	0	0	0	2	0	1	2	2	4	1	0	2
TrH2_TrispH2_008627	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TrH2_TrispH2_008629	1	3	1	5	1	2	1	0	2	3	2	0	4	1	1
TrH2_TrispH2_008633	2	2	0	0	0	0	1	0	1	6	10	2	0	3	0
TrH2_TrispH2_008634	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_008636	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
TrH2_TrispH2_008638	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1241	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_008640	0	0	0	1	1	0	0	1	0	0	2	0	2	0	0
TrH2_TrispH2_008641	0	2	2	1	1	0	0	1	3	5	4	2	3	1	0
TrH2_TrispH2_008643	0	0	0	2	0	0	1	1	1	2	0	2	2	1	0
TrH2_TrispH2_008645	1	9	6	4	6	3	5	8	6	16	13	8	14	9	3
TrH2_TrispH2_008647	0	0	0	0	0	0	0	0	0	26	1	0	0	0	0
TrH2_TrispH2_008648	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
TrH2_TrispH2_008649	0	4	0	1	0	4	3	2	3	8	10	3	5	5	1
TrH2_TrispH2_008651	12	34	32	37	16	14	13	26	28	48	26	9	51	26	8
TrH2_TrispH2_009559	2	4	1	4	3	2	3	0	5	3	5	2	9	0	0
TrH2_TrispH2_009560	1	1	0	0	0	0	1	12	0	3	2	3	0	0	0
TrH2_TrispH2_009561	0	0	5	0	3	0	1	1	1	3	4	1	5	4	0
TrH2_TrispH2_009563	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0
TrH2_TrispH2_009564	2	7	0	8	2	2	9	5	5	6	5	3	9	1	1
TrH2_TrispH2_009565	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_orphan_1242	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
TrH2_TrispH2_009570	1	0	1	2	1	0	1	0	0	2	0	1	0	0	0
TrH2_TrispH2_009577	4	4	7	5	4	2	4	3	5	6	11	2	2	2	1
TrH2_TrispH2_009562	0	0	1	1	0	0	0	4	3	2	0	2	1	0	0
TrH2_TrispH2_009566	0	0	2	0	0	0	0	0	0	0	54	0	3	0	0
TrH2_TrispH2_009567	33	63	18	36	15	15	26	28	40	108	114	39	31	25	10
TrH2_TrispH2_009568	0	0	3	8	1	2	4	3	2	4	20	2	9	1	2
TrH2_TrispH2_009569	0	0	2	1	0	2	2	1	4	4	2	2	1	0	0
TrH2_TrispH2_009571	4	3	0	0	0	0	13	1	0	0	0	0	1	3	3
TrH2_TrispH2_009572	0	6	6	4	3	4	6	6	5	9	4	1	7	5	0
TrH2_TrispH2_009573	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0
TrH2_TrispH2_009576	10	14	3	13	0	0	2	4	4	14	5	3	8	1	0
TrH2_TrispH2_010156	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0
TrH2_orphan_1246	0	5	1	0	1	0	0	0	0	1	2	1	0	2	0
TrH2_TrispH2_010154	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_010155	0	0	0	0	0	8	6	1	0	11	9	0	0	0	0
TrH2_TrispH2_010157	1	2	0	0	0	0	0	1	1	2	2	1	0	0	0
TrH2_TrispH2_010158	1	6	0	0	4	1	0	0	1	2	1	1	1	0	0
TrH2_TrispH2_010159	0	1	0	0	2	0	0	1	0	1	1	4	1	1	0
TrH2_TrispH2_010160	4	12	1	1	2	0	1	0	1	7	4	0	0	1	0
TrH2_TrispH2_010161	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
TrH2_TrispH2_010162	0	1	0	2	1	1	1	1	1	2	2	2	1	0	1
TrH2_TrispH2_010163	1	1	0	0	0	2	1	3	0	0	0	4	1	0	0
TrH2_TrispH2_010164	1	7	1	0	2	0	0	2	4	4	1	1	3	1	1
TrH2_TrispH2_010165	2	11	0	0	0	2	1	0	1	8	3	11	4	4	1
TrH2_TrispH2_010166	5	5	0	3	2	1	0	1	0	1	1	4	3	3	1
TrH2_TrispH2_010612	0	5	1	3	0	2	3	2	1	9	11	0	1	8	0
TrH2_TrispH2_010618	7	11	2	3	4	3	8	1	2	17	9	3	4	13	0
TrH2_TrispH2_010619	0	1	0	0	2	31	0	0	0	23	2	27	1	17	0
TrH2_TrispH2_010620	0	0	0	4	1	5	2	3	0	1	1	21	15	0	0
TrH2_TrispH2_010621	0	8	1	3	2	1	3	9	7	1	7	7	9	1	0
TrH2_TrispH2_010622	22	26	4	0	52	34	63	4	3	41	22	9	25	2	2
TrH2_TrispH2_010623	0	3	0	0	3	22	2	3	4	23	7	36	0	2	0
TrH2_TrispH2_010625	0	2	0	3	0	1	1	0	1	1	1	1	1	0	0
TrH2_TrispH2_010613	8	6	0	0	0	1	1	1	0	0	3	0	5	0	2
TrH2_TrispH2_010614	2	7	1	0	0	0	6	1	0	6	5	1	0	0	1
TrH2_TrispH2_010615	0	0	0	0	0	1	2	1	0	1	0	0	1	0	0
TrH2_TrispH2_010616	0	1	1	0	1	1	0	2	0	1	4	1	4	3	0
TrH2_orphan_1249	0	0	1	0	0	2	1	0	0	1	0	12	1	0	0
TrH2_TrispH2_010624	104	209	121	183	81	123	100	161	179	451	314	247	466	159	49
TrH2_TrispH2_010626	0	6	0	0	2	4	1	0	0	1	2	1	1	0	0
TrH2_TrispH2_010627	0	4	0	5	0	2	2	4	7	4	6	5	6	3	0
TrH2_TrispH2_010256	1	3	1	1	1	0	0	2	3	3	4	4	4	0	0
TrH2_TrispH2_010257	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_010259	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0
TrH2_TrispH2_010261	5	6	0	8	4	1	1	3	2	7	6	1	4	2	0
TrH2_TrispH2_010263	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
TrH2_TrispH2_010267	0	5	2	3	3	5	2	3	5	12	5	2	10	3	1
TrH2_orphan_1252	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0
TrH2_TrispH2_010268	0	0	0	0	23	0	0	11	0	1	75	2	1	3	0
TrH2_orphan_1253	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TrH2_orphan_1254	12	11	0	0	1	0	0	2	2	6	0	0	0	3	0
TrH2_orphan_1255	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0
TrH2_TrispH2_010271	3	4	0	0	0	0	0	0	0	7	1	4	0	6	3
TrH2_TrispH2_010258	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_010262	11	23	8	13	9	5	12	18	11	30	24	10	22	10	2
TrH2_TrispH2_010264	4	8	0	0	5	8	12	16	23	16	8	4	1	2	0
TrH2_TrispH2_010265	0	1	0	0	1	1	2	1	0	0	2	0	0	0	0
TrH2_TrispH2_010266	1	2	2	0	1	2	1	1	1	1	6	0	6	0	0
TrH2_TrispH2_010269	21	43	0	0	1	0	1	6	4	28	4	0	0	2	0
TrH2_TrispH2_010270	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TrH2_orphan_1256	0	0	0	0	0	1	1	0	1	0	2	1	0	0	0
TrH2_TrispH2_010414	0	0	0	0	0	0	0	0	1	2	0	5	1	1	0
TrH2_TrispH2_010415	0	1	5	1	3	2	0	4	0	30	2	22	0	0	0
TrH2_TrispH2_010417	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_010419	1	2	0	1	1	1	2	2	2	0	0	3	6	1	0
TrH2_TrispH2_010420	0	2	0	0	0	1	4	1	1	1	5	0	2	2	0
TrH2_TrispH2_010422	1	3	0	5	3	0	0	3	3	7	5	1	5	2	0
TrH2_TrispH2_010424	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_010425	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0
TrH2_TrispH2_010426	0	0	0	0	5	18	1	0	0	6	1	0	0	0	0
TrH2_TrispH2_010408	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_010410	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TrH2_orphan_1258	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_010411	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
TrH2_TrispH2_010412	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_orphan_1259	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_010418	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_010421	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
TrH2_TrispH2_010423	0	0	0	0	2	0	0	0	0	1	2	0	1	0	0
TrH2_TrispH2_009149	2	1	0	2	0	1	3	1	4	4	2	2	6	0	3
TrH2_TrispH2_009152	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
TrH2_TrispH2_009154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_009159	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_009150	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_009151	1	7	1	6	4	5	2	7	12	8	7	1	16	3	1
TrH2_TrispH2_009153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_009155	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_009156	3	7	2	6	2	2	3	11	13	29	15	7	13	3	0
TrH2_TrispH2_009157	0	1	0	2	1	1	0	2	0	7	4	2	3	3	0
TrH2_orphan_1260	0	0	0	0	0	1	1	1	0	0	3	0	1	0	0
TrH2_TrispH2_009158	2	2	1	0	0	1	1	1	5	9	3	0	8	3	1
TrH2_TrispH2_009160	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
TrH2_TrispH2_009161	5	33	0	0	1	42	3	9	1	16	1	0	0	0	0
TrH2_TrispH2_010667	0	2	2	2	0	0	0	1	3	5	4	0	6	0	2
TrH2_TrispH2_010668	3	0	0	0	297	15	0	103	0	1	0	651	0	0	0
TrH2_TrispH2_010669	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_010670	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0
TrH2_TrispH2_010673	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_010675	41	79	33	67	33	53	56	75	70	168	131	56	167	74	31
TrH2_TrispH2_010661	53	104	0	0	1	2	1	19	32	164	2	2	4	0	0
TrH2_TrispH2_010664	215	253	0	0	0	0	0	0	2	4	1	0	2	9	0
TrH2_TrispH2_010665	5	11	0	0	1	0	0	3	0	1	2	1	1	3	0
TrH2_TrispH2_010666	2	4	1	4	5	1	8	3	2	8	7	5	4	4	0
TrH2_TrispH2_010674	0	1	2	0	0	0	1	3	1	3	1	1	2	0	0
TrH2_TrispH2_010676	2	2	5	6	1	1	3	1	2	3	3	3	9	3	0
TrH2_TrispH2_010205	0	3	2	3	0	3	6	9	5	10	9	3	7	4	0
TrH2_TrispH2_010207	1	6	11	11	4	5	3	11	5	19	16	5	22	8	1
TrH2_TrispH2_010209	2	2	0	0	0	0	0	0	3	8	1	2	0	1	3
TrH2_TrispH2_010210	50	88	2	0	5	5	17	2	3	7	4	0	25	2	4
TrH2_TrispH2_010213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_010214	0	2	8	36	2	1	0	1	1	4	2	0	0	1	4
TrH2_TrispH2_010215	0	0	0	0	2	9	0	0	0	0	3	0	15	0	0
TrH2_TrispH2_010216	0	0	0	0	0	1	0	0	0	2	2	0	0	2	0
TrH2_orphan_1263	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_010217	0	0	1	4	0	1	1	0	0	11	3	0	3	6	7
TrH2_TrispH2_010218	0	0	2	0	0	2	0	0	0	4	0	0	0	2	4
TrH2_TrispH2_010219	0	0	0	17	0	0	1	7	0	2	0	0	0	0	0
TrH2_TrispH2_010204	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
TrH2_TrispH2_010206	1	2	0	0	1	1	3	1	2	3	4	0	6	4	0
TrH2_TrispH2_010208	0	1	0	0	1	0	4	3	1	2	1	0	3	4	1
TrH2_orphan_1264	1	3	1	0	0	0	2	3	4	6	8	0	11	3	0
TrH2_orphan_1265	6	2	0	0	0	0	0	0	0	3	1	0	0	0	1
TrH2_TrispH2_010211	12	16	0	0	1	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_010212	0	0	0	0	0	0	1	1	2	1	5	3	0	1	0
TrH2_orphan_1266	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0
TrH2_orphan_1267	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_orphan_1268	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_orphan_1269	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0
TrH2_orphan_1270	0	0	1	71	0	0	0	8	0	0	0	0	1	0	0
TrH2_TrispH2_010438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_010441	19	28	2	2	23	7	2	18	18	23	0	1	3	8	0
TrH2_TrispH2_010443	0	0	0	0	0	0	0	1	2	1	0	0	0	0	2
TrH2_TrispH2_010444	12	14	14	35	12	10	16	16	14	43	37	9	66	20	5
TrH2_orphan_1271	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0
TrH2_orphan_1272	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0
TrH2_TrispH2_010451	0	0	0	0	0	0	0	0	3	1	342	0	14	0	0
TrH2_TrispH2_010452	1	1	2	3	0	3	3	2	3	4	5	2	4	3	1
TrH2_orphan_1273	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0
TrH2_TrispH2_010442	0	0	0	0	0	0	2	0	1	3	2	0	3	1	0
TrH2_TrispH2_010445	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_010446	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TrH2_TrispH2_010447	0	3	0	0	0	3	2	0	0	9	6	3	41	3	1
TrH2_TrispH2_010448	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0
TrH2_TrispH2_010449	2	2	0	2	0	0	0	0	0	2	2	0	4	1	1
TrH2_TrispH2_010450	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_010453	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0
TrH2_TrispH2_010454	0	0	1	0	0	1	0	1	0	0	2	0	0	0	2
TrH2_TrispH2_010455	0	0	0	0	0	0	0	1	2	0	1	1	0	0	2
TrH2_TrispH2_011310	0	2	0	1	0	2	1	1	1	2	1	2	1	0	0
TrH2_orphan_1275	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0
TrH2_TrispH2_011312	17	44	1	0	0	1	0	1	4	6	2	0	1	0	0
TrH2_orphan_1276	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_011318	0	1	0	1	0	4	0	0	0	2	1	2	0	2	0
TrH2_TrispH2_011324	0	3	0	0	1	0	2	1	0	4	13	0	1	4	0
TrH2_TrispH2_011311	0	0	0	0	0	0	0	16	10	20	0	0	0	0	0
TrH2_TrispH2_011314	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TrH2_TrispH2_011315	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0
TrH2_TrispH2_011317	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_011320	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TrH2_orphan_1277	0	0	0	0	0	0	0	0	3	1	0	0	1	3	0
TrH2_TrispH2_011323	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
TrH2_orphan_1278	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_009424	0	0	0	0	0	0	0	0	0	3	1	99	0	2	0
TrH2_TrispH2_009427	1	4	0	0	2	1	0	1	2	7	3	1	0	0	0
TrH2_TrispH2_009429	1	3	0	3	3	0	1	4	3	4	1	2	1	1	2
TrH2_TrispH2_009431	3	3	1	3	0	2	1	0	0	37	0	0	0	2	4
TrH2_TrispH2_009432	5	13	4	6	3	7	5	8	9	15	9	8	12	3	3
TrH2_TrispH2_009436	0	1	0	2	2	0	6	0	2	6	23	4	8	10	1
TrH2_TrispH2_009425	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
TrH2_TrispH2_009426	1	2	0	0	0	0	0	2	0	3	0	0	1	2	0
TrH2_TrispH2_009428	2	1	0	0	0	1	0	1	1	0	3	0	1	1	0
TrH2_TrispH2_009430	13	31	8	26	14	5	11	8	11	35	28	13	29	15	0
TrH2_TrispH2_009433	1	3	1	1	2	1	0	5	7	4	5	1	12	0	1
TrH2_TrispH2_009435	1	1	1	2	1	0	0	1	3	1	3	0	1	1	0
TrH2_TrispH2_010015	0	0	0	0	47	1	0	0	0	1	0	0	3	1	0
TrH2_TrispH2_010016	0	0	0	0	0	1	0	0	0	2	1	1	2	1	0
TrH2_TrispH2_010017	0	0	0	0	28	2	1	1	0	11	0	1	12	4	0
TrH2_TrispH2_010018	0	2	0	1	2	0	3	0	2	0	1	0	1	0	0
