peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
Tadh_wf_g7153	89	165	97	212	24	61	64	159	56	285	42	185	45	66	121
Tadh_TriadG58274	2	2	2	1	3	2	1	4	0	0	0	2	0	1	1
Tadh_TriadG27621	1	2	0	1	2	2	2	2	1	5	0	0	1	0	0
Tadh_TriadG58279	35	43	4	31	8	12	2	25	7	21	3	6	4	22	21
Tadh_orphan_2702	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
Tadh_TriadG27838	0	10	6	4	1	8	4	12	2	15	3	5	0	9	7
Tadh_TriadG58283	12	6	0	12	2	6	12	19	7	38	0	25	6	7	14
Tadh_TriadG14802	0	0	0	1	0	0	0	2	0	1	1	2	0	0	0
Tadh_TriadG58286	2	4	1	7	0	2	1	4	0	7	2	7	1	0	2
Tadh_TriadG37963	21	19	18	9	3	5	10	20	8	59	4	16	6	8	12
Tadh_orphan_2703	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
Tadh_TriadG58292	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Tadh_TriadG27767	4	0	1	2	0	0	3	13	5	66	0	7	4	0	0
Tadh_orphan_2704	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG63342	2	5	3	2	5	3	3	3	1	8	3	5	0	2	1
Tadh_orphan_2705	5	5	2	2	3	2	0	1	0	5	2	7	0	2	0
Tadh_orphan_2706	16	14	5	13	5	1	2	17	8	14	9	14	0	11	2
Tadh_TriadG27441	57	46	9	27	21	5	20	43	18	43	8	51	11	10	19
Tadh_TriadG58302	0	2	2	0	0	0	3	6	0	4	0	1	1	0	3
Tadh_TriadG58304	0	4	3	2	0	0	3	0	1	5	0	1	1	0	0
Tadh_TriadG58305	0	0	0	0	1	0	2	1	0	3	1	0	0	0	1
Tadh_TriadG58307	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_orphan_2707	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Tadh_TriadG50539	1	0	2	6	0	2	0	9	1	5	1	8	1	0	5
Tadh_TriadG16213	3	1	9	4	3	2	6	10	2	13	2	6	0	1	4
Tadh_TriadG58314	0	3	7	3	0	2	5	10	1	12	1	2	2	0	4
Tadh_TriadG58315	1	2	1	3	3	0	2	2	2	4	2	3	1	0	1
Tadh_orphan_2708	7	5	1	2	3	5	2	6	1	12	2	2	0	5	5
Tadh_TriadG58316	2	0	0	2	1	5	0	2	1	5	1	3	1	1	2
Tadh_wf_g7197	14	5	0	5	10	5	5	5	10	12	4	3	0	8	7
Tadh_TriadG17137	0	0	0	0	14	2	1	1	0	2	0	0	0	0	0
Tadh_TriadG58320	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0
Tadh_orphan_2709	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG27759	3	2	3	2	1	0	3	2	2	11	0	2	2	2	4
Tadh_TriadG27390	2	2	0	1	1	1	3	5	0	3	0	1	0	1	1
Tadh_TriadG28070	3	0	0	3	3	1	2	1	1	6	2	2	1	1	3
Tadh_wf_g7206	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG58326	3	1	1	1	0	1	0	1	0	4	1	6	1	0	2
Tadh_orphan_2711	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG27813	5	8	12	6	2	12	16	23	5	27	4	10	4	13	32
Tadh_TriadG1010	0	2	1	6	0	2	1	1	3	8	1	1	0	4	2
Tadh_TriadG37971	18	31	4	12	11	2	12	14	3	36	4	29	7	5	17
Tadh_TriadG58332	0	23	1	5	0	0	0	0	0	0	0	1	1	0	0
Tadh_TriadG5303	2	0	0	2	0	0	2	0	0	1	0	3	0	0	1
Tadh_wf_g7220	0	0	0	0	14	2	3	0	0	0	0	0	0	0	1
Tadh_TriadG1133	0	2	1	1	0	0	0	2	1	1	0	2	0	0	1
Tadh_orphan_2712	2	0	0	2	1	2	1	3	0	2	1	0	1	0	3
Tadh_TriadG27665	5	4	3	6	2	3	6	13	6	17	2	3	1	2	8
Tadh_orphan_2713	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1
Tadh_TriadG58349	2	7	2	5	0	2	3	5	2	11	3	11	0	1	3
Tadh_wf_g7233	0	0	2	0	0	0	1	1	0	0	1	1	0	0	1
Tadh_orphan_2714	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG58352	0	6	4	4	1	0	2	5	0	12	2	3	1	1	6
Tadh_orphan_2715	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG27976	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0
Tadh_TriadG37979	0	3	1	2	1	1	1	0	0	0	1	6	0	0	2
Tadh_TriadG64103	1	2	1	2	0	2	20	32	0	10	1	5	1	4	8
Tadh_TriadG58361	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3
Tadh_TriadG58362	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0
Tadh_TriadG58363	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0
Tadh_TriadG58365	0	0	0	0	6	0	2	3	0	3	6	0	0	0	0
Tadh_orphan_2716	0	0	1	1	1	0	1	0	0	3	0	7	0	1	0
Tadh_TriadG28064	2	2	1	1	3	0	1	5	0	7	0	2	0	1	0
Tadh_TriadG28057	5	7	5	4	0	5	0	3	2	11	4	3	0	3	4
Tadh_TriadG27980	15	5	0	10	6	1	11	24	11	44	9	14	12	4	13
Tadh_TriadG50556	0	2	0	0	0	2	0	5	0	7	1	0	2	2	1
Tadh_TriadG28003	10	7	4	2	1	6	3	10	2	16	4	6	0	2	2
Tadh_TriadG27498	0	1	0	1	0	1	0	0	0	3	2	1	0	0	2
Tadh_TriadG58384	0	1	0	4	0	2	1	9	0	4	0	9	3	1	3
Tadh_TriadG58386	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1
Tadh_wf_g7267	0	10	6	1	1	1	0	1	0	3	1	6	1	0	3
Tadh_TriadG58388	7	6	9	7	2	4	5	6	2	21	4	13	1	1	6
Tadh_TriadG27912	3	0	0	1	2	0	1	0	0	2	1	1	0	0	0
Tadh_TriadG9129	0	0	0	0	0	0	2	1	0	1	3	0	0	0	1
Tadh_TriadG58394	1	0	3	4	0	0	3	3	1	8	1	3	5	0	1
Tadh_TriadG63121	128	214	157	307	39	62	121	254	59	473	85	291	79	93	174
Tadh_TriadG50560	4	7	3	6	4	1	4	5	6	20	5	2	1	1	3
Tadh_TriadG27568	3	24	20	20	0	0	6	9	3	8	3	11	11	0	1
Tadh_TriadG58401	0	4	2	7	2	3	5	8	4	15	4	13	0	0	2
Tadh_orphan_2717	0	2	1	0	0	0	0	2	0	0	0	3	0	0	0
Tadh_TriadG27491	23	8	0	30	14	6	21	47	5	78	6	22	2	4	9
Tadh_TriadG27425	0	1	1	0	0	1	0	2	0	2	0	3	0	2	1
Tadh_TriadG10167	1	0	0	2	1	0	2	2	1	3	0	0	0	1	2
Tadh_TriadG58409	3	4	7	8	1	1	1	6	1	10	1	8	1	4	1
Tadh_TriadG58410	1	2	1	1	1	2	0	3	2	1	0	1	0	0	0
Tadh_wf_g7292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_orphan_2718	2	1	0	0	0	0	2	0	0	3	0	1	2	2	1
Tadh_TriadG58413	8	3	9	2	0	0	3	4	2	9	0	6	2	0	2
Tadh_TriadG58416	1	2	0	0	0	0	0	0	0	1	1	1	0	2	0
Tadh_TriadG27750	4	0	0	1	1	1	1	0	0	5	1	0	0	1	1
Tadh_TriadG27782	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2
Tadh_TriadG64110	95	170	86	120	38	46	66	132	32	216	27	159	50	42	97
Tadh_TriadG58426	14	3	3	17	7	4	8	28	12	27	4	14	5	3	7
Tadh_TriadG63350	7	10	8	6	4	4	4	15	1	15	5	10	2	3	8
Tadh_TriadG37998	3	1	5	4	0	2	0	2	0	6	1	2	4	0	3
Tadh_TriadG58432	0	1	3	1	0	0	0	3	0	8	1	3	0	1	1
Tadh_orphan_2721	0	0	0	4	0	0	0	1	0	2	2	3	0	1	1
Tadh_TriadG58435	0	1	1	0	0	1	0	1	1	3	1	2	1	1	0
Tadh_TriadG58437	0	1	0	3	1	1	0	1	0	3	0	4	0	2	0
Tadh_TriadG58440	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Tadh_TriadG27613	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Tadh_TriadG27529	0	1	0	1	0	0	2	0	0	0	0	0	0	2	1
Tadh_TriadG64114	2	2	2	3	1	2	3	4	2	9	0	2	0	0	4
Tadh_TriadG5809	2	1	3	5	0	1	5	7	3	11	0	7	2	2	4
Tadh_TriadG50581	3	1	1	3	0	0	1	0	0	5	1	0	0	1	0
Tadh_orphan_2723	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Tadh_TriadG57787	0	1	0	1	1	2	0	4	2	2	0	2	2	1	3
Tadh_TriadG27823	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0
Tadh_TriadG50444	7	4	0	2	2	3	3	5	2	3	1	6	1	1	0
Tadh_TriadG57796	1	4	4	1	0	2	1	2	0	7	0	3	3	0	1
Tadh_TriadG57797	1	1	0	0	0	0	0	0	0	1	2	1	0	0	0
Tadh_TriadG28004	0	3	0	0	0	0	1	0	0	2	0	1	1	0	0
Tadh_orphan_2724	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG27850	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0
Tadh_TriadG64053	3	5	1	2	2	0	1	2	0	7	1	1	0	2	1
Tadh_orphan_2726	1	2	3	2	0	2	1	3	0	2	0	1	1	1	4
Tadh_TriadG27501	0	0	0	3	0	0	3	2	0	1	1	3	2	2	5
Tadh_orphan_2728	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3
Tadh_TriadG57808	0	0	0	0	0	0	1	6	0	0	0	0	3	0	11
Tadh_TriadG64054	2	6	8	2	0	1	4	3	4	8	0	1	4	1	0
Tadh_TriadG57816	0	2	0	29	1	7	0	3	0	3	1	17	1	7	26
Tadh_wf_g6696	8	8	2	9	6	4	3	8	4	27	3	10	4	8	7
Tadh_TriadG57820	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Tadh_TriadG57821	0	8	1	4	0	1	0	3	0	0	0	14	0	0	2
Tadh_TriadG64056	6	4	3	0	0	1	1	1	0	6	2	4	1	1	1
Tadh_orphan_2731	1	0	0	0	0	0	0	2	0	2	0	0	0	0	1
Tadh_TriadG50448	22	10	4	19	9	10	14	38	9	57	7	32	8	6	22
Tadh_hyp_clust2733	5	7	6	6	2	2	7	7	3	10	0	5	3	1	2
Tadh_TriadG57829	9	9	9	9	6	6	6	17	1	35	3	16	6	6	13
Tadh_TriadG64058	1	4	3	6	0	2	5	10	2	7	1	2	2	2	3
Tadh_TriadG57833	0	0	0	0	0	0	1	1	2	4	0	1	1	0	2
Tadh_TriadG50449	5	1	0	4	0	0	2	5	2	6	0	4	3	2	3
Tadh_TriadG27353	3	5	4	3	2	0	4	6	4	11	3	12	2	4	3
Tadh_TriadG57837	5	1	2	1	6	2	4	14	3	20	2	4	2	3	7
Tadh_TriadG57838	1	1	2	1	0	2	2	1	1	3	1	3	0	1	5
Tadh_TriadG57840	3	4	1	0	0	3	1	6	1	6	0	2	3	1	6
Tadh_TriadG57842	0	4	4	2	10	5	4	23	2	21	0	9	0	3	2
Tadh_TriadG57843	1	6	7	2	4	5	0	6	12	14	1	6	2	3	5
Tadh_TriadG27365	0	1	0	1	0	0	1	1	0	2	2	3	1	0	0
Tadh_TriadG57846	0	1	0	1	0	0	0	3	0	5	1	1	1	1	1
Tadh_TriadG57848	0	1	1	0	0	1	3	4	0	32	0	3	1	0	0
Tadh_TriadG57849	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Tadh_TriadG27693	1	0	0	0	0	0	2	16	0	1	1	1	1	0	3
Tadh_TriadG27651	35	14	2	24	11	2	12	50	14	59	9	17	3	8	8
Tadh_wf_g6732	3	0	0	1	3	1	1	0	1	5	0	7	0	2	1
Tadh_TriadG57857	0	0	0	1	0	0	3	0	1	6	0	0	0	2	1
Tadh_TriadG57859	5	6	3	7	6	9	5	13	5	31	16	4	2	2	8
Tadh_orphan_2735	0	0	2	0	0	0	0	0	0	3	4	0	0	0	1
Tadh_TriadG57860	0	2	2	1	0	1	2	3	1	2	0	3	0	6	2
Tadh_TriadG50459	135	188	132	260	57	88	106	247	66	420	60	247	76	77	173
Tadh_TriadG57865	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
Tadh_wf_g6748	0	0	0	2	0	0	2	0	0	10	8	19	0	5	3
Tadh_TriadG57871	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Tadh_TriadG64063	17	16	15	23	5	7	6	25	7	52	7	22	10	7	20
Tadh_TriadG57874	0	0	2	1	1	0	0	0	0	4	0	0	0	0	2
Tadh_orphan_2737	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Tadh_TriadG27944	2	1	1	0	1	1	2	1	0	3	1	2	0	1	1
Tadh_TriadG57881	3	0	1	2	0	0	0	1	0	5	1	2	2	0	1
Tadh_TriadG57883	1	2	4	4	0	0	2	4	2	4	1	2	1	3	1
Tadh_TriadG57884	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0
Tadh_TriadG57885	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Tadh_orphan_2738	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Tadh_TriadG57886	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_orphan_2739	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Tadh_TriadG57887	0	0	2	0	0	0	2	1	2	5	0	1	1	1	0
Tadh_orphan_2740	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2
Tadh_TriadG57890	4	7	1	2	0	2	1	8	2	3	0	6	4	1	1
Tadh_TriadG3098	21	4	0	5	10	6	7	25	10	34	10	42	9	5	3
Tadh_TriadG57894	0	0	2	0	0	0	0	2	0	7	1	1	1	0	3
Tadh_wf_g6772	0	0	0	2	5	2	1	7	1	2	0	2	0	1	0
Tadh_wf_g6773	8	1	2	8	2	3	4	5	4	14	0	6	3	2	4
Tadh_TriadG57900	9	1	1	11	1	2	5	12	2	18	3	6	2	2	4
Tadh_TriadG57901	1	1	0	0	0	0	2	5	1	11	0	4	2	0	4
Tadh_TriadG57904	2	2	1	3	0	1	2	4	2	7	0	6	4	0	8
Tadh_TriadG64065	167	87	14	64	41	45	88	192	33	237	37	204	51	66	72
Tadh_TriadG57909	13	12	11	15	9	4	6	14	8	36	5	20	4	3	10
Tadh_TriadG27868	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG57913	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0
Tadh_orphan_2742	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG50465	14	31	17	11	3	7	13	26	8	33	7	27	13	0	14
Tadh_TriadG57917	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1
Tadh_TriadG57919	4	1	2	9	4	4	5	8	12	29	7	12	6	4	11
Tadh_orphan_2743	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG57922	9	6	4	10	3	4	10	12	6	33	9	16	0	3	5
Tadh_TriadG57924	1	2	1	2	1	1	3	1	0	4	0	6	1	0	1
Tadh_TriadG57925	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG57927	0	1	0	21	0	0	1	2	0	3	1	3	0	0	1
Tadh_TriadG57928	12	5	2	8	2	8	3	9	2	11	4	10	3	2	2
Tadh_orphan_2745	1	1	0	2	0	0	0	0	1	1	0	2	0	0	1
Tadh_TriadG50469	75	122	76	97	36	35	59	93	28	182	22	137	35	27	59
Tadh_TriadG50470	6	0	0	0	0	0	0	1	1	5	0	3	0	1	0
Tadh_TriadG50471	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG64067	7	8	4	4	1	4	0	13	2	10	0	8	3	2	4
Tadh_TriadG57937	4	2	1	3	3	5	0	5	0	7	2	2	1	2	1
Tadh_orphan_2746	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG27600	0	2	2	0	1	0	2	2	0	4	1	2	0	0	1
Tadh_wf_g6816	2	9	12	6	3	5	4	15	13	18	5	6	2	1	6
Tadh_wf_g6817	2	4	1	2	2	1	2	3	3	4	1	4	1	0	0
Tadh_orphan_2748	1	5	4	2	3	2	0	5	5	5	2	6	0	1	6
Tadh_TriadG57947	5	13	5	6	4	6	6	9	1	19	1	8	3	1	5
Tadh_TriadG57949	19	3	0	99	0	22	18	26	2	27	5	117	0	19	5
Tadh_orphan_2749	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG64068	64	79	49	52	26	26	34	78	13	153	11	118	39	15	60
Tadh_TriadG64069	127	219	112	128	37	37	114	198	20	321	47	190	32	39	77
Tadh_orphan_2750	0	0	1	1	0	0	0	0	0	1	0	2	1	0	2
Tadh_TriadG57956	10	4	5	3	1	0	3	7	2	2	0	11	1	1	6
Tadh_orphan_2751	0	0	2	0	2	0	1	0	1	2	0	2	0	1	0
Tadh_TriadG57959	2	1	0	10	4	4	1	5	1	12	1	5	0	0	2
Tadh_TriadG11949	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1
Tadh_TriadG57961	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0
Tadh_TriadG57963	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Tadh_wf_g6835	0	0	0	2	0	0	5	10	0	2	0	28	0	366	0
Tadh_hyp_clust5210	0	5	3	0	0	0	0	2	0	0	0	0	0	0	0
Tadh_TriadG57967	2	4	2	5	0	1	3	4	1	4	2	2	4	0	2
Tadh_TriadG27697	1	3	0	3	2	4	0	1	1	2	3	2	0	1	2
Tadh_TriadG57972	8	6	4	2	4	1	3	8	3	16	2	12	11	4	3
Tadh_orphan_2752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG57974	5	7	12	5	3	8	4	20	13	41	8	18	42	5	5
Tadh_orphan_2753	5	6	1	8	0	4	2	6	2	20	0	12	10	2	3
Tadh_orphan_2754	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG57976	0	1	0	6	0	0	1	1	0	2	3	6	0	1	1
Tadh_TriadG63333	2	5	8	16	0	1	2	3	0	13	0	4	1	6	7
Tadh_TriadG57978	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Tadh_orphan_2755	5	0	0	0	0	0	0	2	0	1	1	0	0	0	0
Tadh_wf_g6851	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_2756	2	0	0	1	0	1	0	1	0	5	0	2	0	0	0
Tadh_TriadG57982	2	3	1	1	0	1	6	4	0	8	3	7	1	4	1
Tadh_TriadG57983	0	1	0	1	0	0	0	0	0	1	1	0	0	0	2
Tadh_TriadG27741	25	6	0	21	4	5	10	22	6	31	4	7	0	2	8
Tadh_orphan_2758	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
Tadh_TriadG64072	6	7	5	9	4	3	8	18	5	31	3	21	19	1	5
Tadh_TriadG50482	4	2	2	4	3	1	4	5	1	13	0	3	6	4	3
Tadh_TriadG57995	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0
Tadh_TriadG28106	0	2	2	3	0	2	5	1	1	6	0	6	0	1	2
Tadh_wf_g6867	1	3	2	2	0	2	0	3	0	7	1	4	0	1	5
Tadh_TriadG57998	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
Tadh_wf_g6870	16	3	3	14	6	2	10	25	2	28	3	12	0	8	4
Tadh_orphan_2760	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG50484	1	0	1	1	1	0	0	1	0	1	2	1	0	1	0
Tadh_TriadG58004	2	0	0	3	0	0	0	0	0	5	0	1	0	0	1
Tadh_TriadG58006	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG58007	1	5	1	2	2	1	3	6	0	10	3	5	0	0	4
Tadh_TriadG58009	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG58010	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0
Tadh_TriadG28009	0	0	1	2	0	2	0	3	0	1	1	3	0	0	0
Tadh_TriadG27645	6	1	2	5	6	4	3	7	3	10	2	13	0	1	1
Tadh_TriadG58016	0	1	0	0	0	0	0	2	1	6	1	8	0	0	4
Tadh_TriadG58017	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0
Tadh_TriadG58020	0	3	1	0	1	0	1	1	0	1	1	1	0	0	0
Tadh_TriadG27379	24	22	14	14	2	4	11	20	26	56	6	16	6	9	11
Tadh_orphan_2761	1	1	2	1	0	0	0	1	4	3	0	1	0	1	3
Tadh_TriadG27920	2	2	3	1	0	0	2	11	0	17	0	1	0	4	2
Tadh_TriadG58024	2	1	1	2	1	2	8	13	0	10	0	2	2	0	1
Tadh_TriadG58025	82	26	7	22	28	10	24	62	13	103	6	36	6	9	26
Tadh_TriadG58026	9	40	11	23	0	2	6	9	2	40	0	4	3	12	6
Tadh_orphan_2762	3	10	4	8	0	0	3	0	0	6	0	0	2	8	3
Tadh_TriadG58027	2	0	2	4	4	0	2	9	1	10	3	4	2	0	3
Tadh_TriadG58030	0	0	1	0	0	2	1	0	0	0	0	0	0	1	1
Tadh_TriadG58032	1	2	2	0	0	3	1	0	0	5	1	3	4	3	0
Tadh_orphan_2763	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
Tadh_TriadG27729	39	18	28	12	15	25	17	51	12	115	15	74	25	17	41
Tadh_TriadG58035	23	40	16	32	17	14	8	41	11	213	37	58	0	12	16
Tadh_TriadG58036	3	3	1	1	3	2	3	4	1	37	5	9	0	2	5
Tadh_orphan_2764	4	24	4	20	10	18	5	18	9	177	32	56	0	10	3
Tadh_TriadG11807	53	39	13	38	4	2	12	30	3	38	6	37	0	18	21
Tadh_orphan_2765	5	5	2	4	0	0	3	6	1	7	2	6	0	3	2
Tadh_orphan_2766	0	0	0	2	0	2	0	2	0	1	0	1	0	1	2
Tadh_TriadG27970	0	0	1	2	0	0	2	0	0	2	0	1	0	0	0
Tadh_wf_g6913	11	6	2	2	3	9	5	15	9	20	4	18	3	4	5
Tadh_TriadG58043	12	9	2	11	1	3	5	2	1	18	6	8	7	5	9
Tadh_TriadG27679	2	0	0	3	3	3	2	1	2	11	0	3	0	0	3
Tadh_TriadG58047	14	4	2	4	3	4	10	20	2	36	7	10	0	7	6
Tadh_TriadG58049	0	0	0	0	0	0	0	2	0	2	0	1	0	0	2
Tadh_orphan_2767	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG58051	0	2	1	1	0	0	3	2	3	10	0	4	0	0	3
Tadh_orphan_2768	0	1	1	0	1	0	1	3	0	3	1	1	0	0	1
Tadh_TriadG58054	3	8	2	4	2	2	7	18	1	10	3	5	0	0	1
Tadh_TriadG58057	12	26	6	7	17	1	7	17	3	19	3	49	4	5	8
Tadh_TriadG58059	8	6	5	8	1	3	8	19	0	22	5	12	3	1	3
Tadh_TriadG64078	32	40	31	40	14	23	20	46	13	73	15	58	14	15	26
Tadh_orphan_2769	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
Tadh_TriadG1535	3	4	0	3	0	0	1	4	3	14	2	1	0	0	2
Tadh_orphan_2770	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_2771	0	0	3	1	1	0	0	2	1	5	0	2	0	0	0
Tadh_TriadG58067	0	1	6	1	0	1	3	4	1	6	2	1	0	1	2
Tadh_TriadG58070	1	4	0	1	0	1	1	1	0	2	3	5	0	1	1
Tadh_TriadG27805	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_2774	23	45	37	33	8	17	16	46	15	96	9	83	15	13	27
Tadh_TriadG58081	2	13	0	3	0	0	2	3	1	2	11	3	0	0	1
Tadh_wf_g6953	0	5	0	2	0	0	1	2	1	1	0	1	0	0	4
Tadh_TriadG27591	3	0	2	2	0	1	0	3	0	6	0	5	1	3	1
Tadh_TriadG58086	1	2	1	0	4	1	1	7	4	6	3	1	0	0	1
Tadh_TriadG27464	0	0	4	3	2	1	1	0	0	6	1	3	0	1	3
Tadh_TriadG28014	23	9	0	11	2	5	5	22	3	62	1	0	1	2	0
Tadh_TriadG58092	14	1	0	1	2	1	0	2	0	10	0	0	1	2	0
Tadh_TriadG50496	3	0	0	14	0	0	1	2	0	5	2	13	0	2	1
Tadh_orphan_2776	4	0	0	4	0	0	2	3	0	4	0	15	0	0	0
Tadh_TriadG58096	19	2	1	4	2	3	5	7	1	30	1	11	3	2	2
Tadh_TriadG58097	3	0	0	1	0	1	1	1	0	4	0	0	0	2	1
Tadh_orphan_2777	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0
Tadh_TriadG58099	2	1	0	16	0	1	1	2	0	2	0	0	0	6	0
Tadh_TriadG63335	110	142	84	195	31	61	85	190	36	278	46	193	59	64	127
Tadh_wf_g6972	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1
Tadh_TriadG14457	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0
Tadh_TriadG58102	0	0	0	1	6	11	0	7	0	10	8	0	0	7	0
Tadh_TriadG58103	0	0	0	0	3	4	1	4	0	6	4	0	0	5	0
Tadh_TriadG58104	26	26	6	25	5	8	6	39	5	59	8	47	17	8	13
Tadh_TriadG58107	7	1	0	4	2	2	0	4	4	6	1	5	1	0	4
Tadh_wf_g6979	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG58109	0	0	0	3	0	1	0	1	0	1	1	1	0	0	0
Tadh_TriadG58111	1	0	2	1	0	0	4	0	1	0	0	0	0	1	1
Tadh_TriadG58113	2	0	0	0	0	1	0	3	0	24	1	3	1	2	1
Tadh_orphan_2779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tadh_TriadG58115	0	0	0	0	0	0	1	0	0	6	6	1	0	1	0
Tadh_TriadG58116	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
Tadh_TriadG58117	6	9	1	7	3	1	10	16	5	12	0	7	14	3	3
Tadh_TriadG58120	1	0	1	2	0	1	0	1	0	1	1	0	0	0	0
Tadh_wf_g6994	1	2	0	0	0	0	0	2	1	3	1	1	0	0	2
Tadh_TriadG58125	2	2	4	3	1	0	0	1	0	11	2	3	3	3	3
Tadh_TriadG58126	0	0	2	0	0	0	0	1	1	6	1	1	2	1	3
Tadh_TriadG64084	413	561	114	272	60	209	127	569	81	1370	111	246	7	217	366
Tadh_TriadG58129	8	16	5	11	2	3	7	19	5	32	1	14	4	4	10
Tadh_TriadG58131	19	2	2	16	3	3	10	12	2	24	2	5	0	4	5
Tadh_TriadG58132	5	3	0	1	0	2	3	1	2	7	1	7	0	3	2
Tadh_TriadG58134	0	0	0	2	0	0	0	1	0	2	0	2	0	0	0
Tadh_TriadG58138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG49494	31	27	22	13	9	12	8	34	10	50	4	42	7	8	20
Tadh_TriadG58141	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1
Tadh_TriadG58143	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
