lipophil	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_1	unknown_2.1	unknown_2.2	unknown_2.3	unknown_2.4	fibre	trans_fibre_gland	trans_fibre_epithelia	gland_1	epithelia_gland_like	epithelia_unknown_1	epithelia_ventral	trans_epithelia_ventral_peptidergic	trans_epithelia_dorsal_ventral	epithelia_dorsal_like	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_011901	4	0	1	0	0	0	0	0	2	5	0	0	2	2	0	2	0	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
TrH2_orphan_1576	41	3	0	0	6	2	2	4	6	30	1	1	25	16	0	28	2	7	13	13	1	2	0	0	1	1	1	0	0	0	3	1	3	0	0	0	3	1
TrH2_TrispH2_011708	2	0	2	0	1	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011847	18	0	0	0	1	0	0	1	1	6	0	0	12	0	1	2	0	0	0	2	0	1	1	0	1	0	1	1	0	0	0	0	4	0	0	2	0	0
TrH2_orphan_1577	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_011678	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011679	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011680	101	7	3	2	20	5	9	5	12	92	0	2	62	25	2	80	4	9	39	31	2	10	5	1	2	2	4	3	2	0	7	2	7	6	1	1	1	1
TrH2_TrispH2_012020	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012021	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1578	6	0	0	0	0	0	0	0	0	3	0	0	1	4	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011508	23	1	1	0	3	1	5	3	6	21	0	1	22	6	0	24	0	3	13	8	1	0	1	1	1	2	0	1	2	1	3	0	0	1	0	2	1	2
TrH2_TrispH2_011509	3	0	0	2	1	0	0	1	2	5	0	0	2	3	0	2	0	0	2	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0
TrH2_TrispH2_011681	3	0	0	0	1	0	0	0	1	5	0	0	3	2	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011872	13	0	1	2	1	0	0	0	0	9	0	0	1	1	0	5	0	0	1	6	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
TrH2_orphan_1579	5	0	0	0	2	2	1	1	0	2	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TrH2_TrispH2_011871	5	0	0	0	0	0	0	1	0	8	0	1	6	1	0	6	0	2	0	4	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0
TrH2_TrispH2_011873	9	0	0	0	0	0	1	1	3	10	0	0	7	2	0	7	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
TrH2_TrispH2_011604	77	2	4	0	6	2	6	4	11	70	0	2	51	17	3	49	3	13	37	23	5	5	1	0	0	2	2	3	6	4	5	2	4	3	5	1	2	0
TrH2_TrispH2_011577	1	0	0	0	1	0	0	0	1	2	0	0	4	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011632	132	9	5	0	6	2	14	5	15	202	4	14	76	28	6	84	8	21	78	31	6	4	7	0	3	3	1	2	0	0	3	0	1	2	4	7	6	0
TrH2_TrispH2_011633	3434	247	188	14	357	118	408	104	463	5854	55	439	1913	795	73	2348	139	555	1972	1242	73	199	227	36	40	79	61	118	156	35	158	145	136	69	30	176	63	15
TrH2_TrispH2_011719	1896	32	57	58	224	51	262	163	272	1477	27	74	1265	510	11	1348	19	135	484	745	54	117	69	125	47	39	77	93	97	38	128	32	94	49	27	72	11	23
TrH2_TrispH2_011720	905	19	20	21	121	43	161	84	107	788	19	37	683	241	6	697	7	64	285	397	23	65	28	57	21	14	14	52	53	30	61	21	54	33	18	24	8	6
TrH2_TrispH2_011691	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011692	11	0	0	0	3	0	0	1	1	3	0	0	9	2	0	7	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
TrH2_TrispH2_011689	6	0	0	0	1	0	0	0	0	3	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_011690	26	2	1	0	4	0	0	1	6	8	0	0	16	1	2	12	0	1	3	7	1	1	2	1	0	1	0	0	0	0	0	0	3	1	0	0	0	0
TrH2_TrispH2_011954	646	15	52	18	71	23	86	48	113	681	12	21	513	166	9	487	19	88	269	305	17	51	35	32	13	15	16	16	42	17	56	19	44	21	8	20	12	7
TrH2_TrispH2_011955	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011890	33	2	0	0	3	3	3	6	2	38	0	1	31	8	8	27	0	5	5	20	1	0	2	1	1	8	0	0	0	1	2	0	2	2	0	3	3	0
TrH2_TrispH2_011891	3	0	1	0	0	0	0	0	0	2	0	1	2	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TrH2_orphan_1582	1	0	0	0	0	0	0	0	1	3	0	0	2	1	0	3	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
TrH2_TrispH2_011856	4	0	0	0	0	0	0	0	0	6	0	0	3	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
TrH2_TrispH2_011857	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1583	32	1	0	0	3	0	3	0	2	71	0	8	21	3	0	15	0	6	14	8	1	0	2	0	1	0	1	2	0	2	1	3	1	1	0	0	2	0
TrH2_TrispH2_012131	867	43	63	14	252	69	206	33	187	1192	14	10	694	254	5	729	38	169	348	419	7	88	54	6	45	36	16	9	87	5	88	36	61	19	99	25	31	18
TrH2_TrispH2_011930	7	0	1	0	1	0	0	0	0	10	0	0	7	4	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
TrH2_TrispH2_011931	33	0	3	0	2	0	5	0	2	33	0	5	19	4	0	14	0	5	20	6	0	2	0	2	0	0	0	2	2	0	0	1	3	0	0	0	1	2
TrH2_TrispH2_011932	35	1	5	0	4	3	2	2	5	45	0	1	24	8	0	27	1	8	31	15	1	3	1	0	0	2	1	1	3	1	4	3	0	1	0	2	1	2
TrH2_orphan_1584	7	0	0	1	1	0	0	1	0	11	0	0	7	6	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_012110	61	0	2	1	8	0	2	1	4	64	1	2	35	27	0	42	1	12	25	28	2	10	3	1	1	0	3	0	1	0	4	2	1	0	0	4	0	0
TrH2_orphan_1585	239	15	28	3	37	8	31	10	37	385	4	10	191	61	1	196	8	73	166	130	3	12	15	7	1	10	9	6	21	5	22	5	17	8	4	8	6	2
TrH2_TrispH2_011775	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_011776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1586	24	0	2	1	8	1	6	1	6	26	0	1	16	8	2	24	1	7	5	19	0	4	5	2	0	0	2	3	0	0	5	2	1	0	1	0	2	0
TrH2_TrispH2_011805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_012025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011648	65	0	2	0	5	1	14	0	10	57	1	2	31	12	0	35	1	5	14	16	4	5	2	1	2	0	1	0	2	1	8	3	0	1	2	2	3	4
TrH2_TrispH2_011649	1928	108	59	21	184	61	170	38	266	2952	31	161	1314	433	57	1195	70	306	975	624	48	119	154	5	28	46	38	72	103	25	110	69	101	88	19	73	46	9
TrH2_TrispH2_012142	15	1	0	0	1	3	2	0	3	25	0	1	17	3	1	9	1	9	10	2	1	1	1	0	0	0	0	0	1	0	3	1	1	0	0	2	0	1
TrH2_TrispH2_011722	124	5	5	2	15	7	20	10	17	82	3	6	83	29	1	96	3	13	32	43	2	12	9	1	0	2	2	8	3	6	8	6	7	4	1	4	6	1
TrH2_TrispH2_012170	1	0	1	0	1	0	0	0	0	3	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012030	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012031	28	0	1	0	5	0	2	4	6	23	0	2	18	2	0	9	0	4	8	13	2	0	2	0	0	0	1	1	0	0	1	2	1	0	0	0	1	0
TrH2_TrispH2_011724	23	1	0	0	3	0	5	1	5	26	0	0	21	6	0	18	0	5	4	4	0	3	3	2	0	1	1	0	4	0	2	1	0	0	0	0	0	0
TrH2_TrispH2_011920	806	15	27	4	137	35	109	37	163	512	9	4	681	295	10	640	18	69	150	313	34	97	30	17	0	36	18	33	73	19	75	35	42	21	20	21	27	18
TrH2_TrispH2_012053	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TrH2_TrispH2_011721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_011808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011809	2	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_orphan_1591	22	0	0	0	2	0	2	3	3	21	1	2	16	4	0	11	1	2	10	10	0	4	0	0	0	0	0	1	1	0	2	0	2	0	0	1	0	0
TrH2_orphan_1592	7	1	0	1	1	0	3	0	7	19	0	2	10	4	0	9	0	2	3	5	0	0	1	0	1	13	0	0	0	0	1	0	2	0	0	0	0	0
TrH2_orphan_1593	2	0	0	0	0	0	0	0	0	3	0	0	2	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011962	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011963	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011542	1	0	0	0	1	0	0	0	0	4	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011543	121	8	10	3	17	6	13	4	28	158	2	10	70	31	2	84	4	24	79	49	4	7	10	0	3	1	4	4	11	4	10	5	6	4	2	3	1	1
TrH2_orphan_1594	13	0	0	0	1	0	0	0	1	12	0	2	11	4	0	4	0	0	4	2	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
TrH2_TrispH2_011942	1	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011578	68	5	3	3	9	1	4	3	14	72	0	1	45	13	2	54	3	5	39	37	1	5	3	0	1	5	2	3	5	0	3	0	2	1	0	1	0	0
TrH2_TrispH2_011579	19	0	0	0	3	0	1	0	1	13	0	0	14	5	0	11	0	1	3	7	0	2	2	3	1	0	0	0	2	0	1	0	0	1	0	1	1	0
TrH2_TrispH2_011701	33	0	0	6	4	0	6	1	6	15	0	1	21	5	0	43	0	1	1	12	1	3	4	1	1	4	0	0	0	0	2	1	3	1	1	0	0	0
TrH2_TrispH2_011883	13	1	0	1	1	0	2	0	3	22	0	0	8	4	0	9	0	0	2	4	0	0	1	2	0	1	1	0	0	0	1	1	2	0	0	0	0	0
TrH2_TrispH2_011882	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
TrH2_TrispH2_011870	153	5	10	1	23	13	20	7	31	99	2	1	106	43	5	128	5	18	35	75	2	18	3	4	0	6	4	0	12	4	12	8	4	5	2	4	5	4
TrH2_TrispH2_011834	3	0	0	0	0	0	0	1	1	4	0	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011917	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011902	7	0	1	1	2	0	2	0	1	7	0	0	7	2	0	10	0	0	4	7	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
TrH2_TrispH2_011656	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011655	3729	265	509	20	366	163	316	60	383	8743	35	334	2177	632	27	2992	243	1276	5230	1617	34	302	241	50	46	60	134	76	168	24	193	44	124	58	23	78	41	30
TrH2_TrispH2_011880	17	0	0	0	2	5	4	2	3	21	0	1	19	4	0	9	0	3	7	8	0	1	1	0	0	0	1	1	3	0	1	1	1	0	0	0	0	1
TrH2_orphan_1599	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011786	9	0	4	3	0	0	1	0	2	8	2	2	7	3	0	6	0	2	5	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0
TrH2_orphan_1600	71	4	4	1	10	2	5	0	10	70	1	7	41	23	1	58	1	8	33	21	4	2	5	1	0	6	2	1	8	1	2	2	2	3	2	1	0	1
TrH2_TrispH2_011706	70	2	6	0	10	2	7	3	13	60	0	0	45	20	1	39	2	6	19	18	1	3	3	2	0	4	2	1	4	1	5	0	5	1	0	3	2	0
TrH2_TrispH2_011798	4	0	0	0	1	1	0	0	2	11	0	0	16	6	1	7	0	1	7	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_011845	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011758	54	1	3	4	7	5	8	2	11	59	1	5	35	12	0	44	1	13	22	39	0	4	6	1	0	2	1	2	6	1	3	2	4	3	1	2	0	1
TrH2_orphan_1601	2	0	0	0	0	0	0	0	1	5	0	0	2	1	0	4	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011618	773	45	28	0	86	14	74	14	104	1383	18	99	487	132	22	466	25	224	512	252	23	30	32	1	15	13	15	26	51	7	40	40	39	18	4	17	14	6
TrH2_orphan_1603	6	0	0	0	0	0	1	0	0	10	0	0	4	0	0	4	0	0	5	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
TrH2_TrispH2_012007	4447	112	360	116	867	239	621	181	813	3665	69	197	3367	1339	36	3941	214	649	1913	1984	175	365	300	158	103	256	102	120	302	138	363	204	302	204	256	167	17	14
TrH2_orphan_1604	46	1	5	0	4	1	1	0	3	67	1	4	15	7	0	22	5	6	46	8	2	2	0	1	0	0	0	1	1	3	2	3	1	2	0	0	0	0
TrH2_TrispH2_011494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012183	15	0	0	0	2	4	0	0	3	19	0	0	16	6	0	15	3	1	3	2	0	1	1	1	0	1	2	0	0	1	1	2	0	0	0	1	0	0
TrH2_orphan_1605	41	4	1	0	7	2	7	1	9	44	0	0	46	25	1	34	2	6	7	17	4	4	0	2	0	0	1	4	0	0	3	1	2	0	4	1	0	1
TrH2_TrispH2_011863	6	0	0	0	0	0	0	0	1	3	0	1	2	1	0	2	0	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_011915	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011616	63	5	7	0	7	2	6	3	11	73	2	4	49	16	1	66	5	17	43	32	2	8	3	3	3	1	6	4	1	4	9	2	4	1	4	2	2	2
TrH2_TrispH2_011617	9	1	0	0	0	0	2	0	1	3	0	0	4	4	0	8	0	0	1	3	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1
TrH2_orphan_1606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011810	37	1	3	1	7	0	5	2	4	41	0	2	42	17	0	48	1	7	13	21	1	4	0	0	0	2	3	2	5	0	1	1	2	0	0	6	0	0
TrH2_TrispH2_011987	3	0	0	0	0	0	0	0	1	5	0	0	2	0	0	5	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011762	16	0	0	0	1	0	0	0	1	10	0	0	9	3	1	7	1	2	5	6	0	0	1	0	0	2	1	0	1	0	2	1	1	0	0	0	0	1
TrH2_TrispH2_011763	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1607	7	1	1	0	1	1	0	0	1	16	1	0	7	2	0	2	0	1	6	2	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0
TrH2_TrispH2_012221	6	1	0	0	2	0	1	0	0	8	0	0	7	2	0	2	1	3	3	3	0	0	0	0	0	0	1	3	1	0	1	0	0	1	0	0	0	0
TrH2_orphan_1608	4	0	1	0	0	0	0	0	1	4	0	0	4	1	0	4	0	0	5	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
TrH2_orphan_1609	20	2	0	0	5	0	5	0	2	30	0	0	13	7	0	16	1	3	3	9	3	2	1	0	0	0	0	1	3	0	1	2	3	2	1	0	0	0
TrH2_TrispH2_011787	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_011788	25	3	3	0	3	1	5	3	5	16	0	0	14	6	1	15	2	3	9	12	0	0	2	1	1	0	0	1	1	0	0	0	0	1	0	2	1	1
TrH2_orphan_1610	4	0	0	0	4	0	1	0	2	3	0	0	8	3	0	4	0	0	0	5	0	1	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0
TrH2_TrispH2_011513	51	4	1	2	6	1	5	0	7	53	1	2	41	17	3	35	1	5	19	22	2	3	7	1	1	5	0	1	4	0	8	3	0	1	2	4	4	2
TrH2_TrispH2_011515	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011514	70	6	4	2	9	5	10	4	11	63	3	2	52	14	3	50	1	5	37	24	1	9	3	2	0	1	3	0	3	2	3	6	0	2	1	3	2	1
TrH2_TrispH2_011716	3	0	0	0	2	0	0	0	1	4	1	0	1	3	0	1	0	0	2	1	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0
TrH2_orphan_1611	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011831	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_012077	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011947	2	0	0	0	0	0	0	0	1	2	0	0	1	2	0	4	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011927	1350	23	64	29	253	54	165	74	304	1038	15	20	1196	499	28	1112	33	165	452	714	42	149	48	43	22	36	35	31	121	19	144	53	95	37	29	35	51	13
TrH2_orphan_1612	484	16	6	15	67	14	64	9	82	490	13	14	435	108	12	320	6	21	133	185	29	30	13	12	13	18	4	6	14	21	31	16	21	15	9	9	10	2
TrH2_TrispH2_011892	21	0	0	0	5	0	0	1	3	24	0	0	9	1	0	20	1	0	2	15	2	1	1	0	1	0	1	0	0	0	3	0	1	1	2	1	0	2
TrH2_TrispH2_011894	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011893	28	1	0	1	6	1	1	0	13	13	0	0	17	8	1	13	0	1	6	12	1	2	1	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0
TrH2_TrispH2_011964	8	0	0	0	0	0	2	2	2	5	0	0	7	1	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0
TrH2_TrispH2_011823	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_011841	10	0	0	0	0	0	2	0	0	1	0	0	5	2	0	13	0	0	3	3	1	2	1	1	0	1	4	0	0	0	0	0	4	0	0	0	0	0
TrH2_TrispH2_011605	19	1	2	0	2	1	3	2	2	18	0	0	24	12	0	21	0	2	9	12	0	2	2	1	0	0	2	1	2	2	12	2	3	1	1	0	1	1
TrH2_TrispH2_011606	3	0	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0	0	1	4	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0
TrH2_TrispH2_011881	146	4	6	0	12	1	17	2	22	127	0	3	95	35	2	91	4	8	41	41	9	8	4	2	1	4	6	4	16	4	8	1	4	3	0	5	1	1
TrH2_orphan_1613	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_1614	23	0	3	2	5	2	6	4	10	37	0	1	30	15	0	32	3	8	16	15	0	2	3	1	1	4	1	0	0	0	2	1	3	2	0	0	0	0
TrH2_orphan_1615	13	1	1	0	3	1	1	2	4	9	1	0	7	2	0	11	0	2	2	7	0	0	2	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0
TrH2_TrispH2_012115	6	0	0	0	0	0	0	0	1	2	0	0	4	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
TrH2_TrispH2_011840	17	1	0	1	1	0	9	0	2	11	0	0	12	3	0	6	0	4	11	6	4	0	1	0	1	6	0	1	0	0	0	0	1	0	0	1	0	0
TrH2_TrispH2_011608	816	29	44	12	110	34	111	33	130	879	16	52	545	207	8	641	23	101	316	343	25	72	37	26	11	31	29	23	55	23	79	37	34	23	34	34	18	9
TrH2_TrispH2_011874	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_011875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011895	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011846	1	0	0	0	0	0	0	0	1	2	0	0	5	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TrH2_TrispH2_011821	10	1	0	0	0	0	1	0	2	8	0	0	1	0	0	2	0	2	4	2	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0
TrH2_TrispH2_011731	196	7	4	9	18	5	24	8	37	181	7	3	153	41	2	144	4	8	61	93	8	16	6	7	7	4	5	0	6	5	18	8	7	4	3	3	3	1
TrH2_TrispH2_011732	12	0	0	0	3	0	3	0	2	4	0	0	4	5	1	9	0	2	1	3	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0
TrH2_orphan_1618	4	0	0	0	2	0	1	1	1	6	0	0	8	4	1	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0
TrH2_TrispH2_012211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_011756	404	9	13	10	51	19	55	26	74	375	8	8	295	103	6	281	15	27	138	146	17	36	25	12	9	12	10	11	16	6	25	18	36	9	11	12	9	3
