lipophil	trans	unknown_1	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
TrH2_TrispH2_010483	9	1	3	4	8	0	3	14	2
TrH2_orphan_1210	11	4	1	6	16	10	6	29	5
TrH2_TrispH2_010485	890	163	152	351	774	643	236	1278	708
TrH2_TrispH2_009880	94	22	12	41	65	68	26	160	73
TrH2_TrispH2_009881	19	4	1	7	27	15	2	26	10
TrH2_TrispH2_009884	12	1	3	9	10	14	3	22	8
TrH2_orphan_1211	1	0	0	1	3	0	0	1	1
TrH2_TrispH2_009887	29	4	5	10	21	19	7	41	20
TrH2_TrispH2_009888	56	18	7	32	63	55	8	114	39
TrH2_TrispH2_009890	84	28	16	33	86	61	23	129	46
TrH2_TrispH2_009891	6	1	1	3	10	12	2	23	8
TrH2_TrispH2_009894	1352	391	218	523	1273	962	378	2117	1064
TrH2_TrispH2_009895	3	0	0	0	0	1	0	0	0
TrH2_TrispH2_009896	3	1	0	0	5	0	0	4	0
TrH2_TrispH2_009903	150	37	20	38	169	98	35	232	86
TrH2_TrispH2_009904	92	25	6	18	99	48	13	122	46
TrH2_TrispH2_009905	7	0	0	0	0	1	0	5	1
TrH2_TrispH2_009882	5	1	1	4	6	1	1	3	1
TrH2_TrispH2_009883	170	45	39	58	143	128	48	279	110
TrH2_TrispH2_009885	12	5	1	0	11	8	3	12	7
TrH2_TrispH2_009886	23	7	3	8	17	23	4	34	19
TrH2_orphan_1212	1	0	3	0	1	5	2	4	1
TrH2_TrispH2_009889	23	6	3	11	10	14	4	44	18
TrH2_TrispH2_009892	60	19	3	22	33	47	16	59	36
TrH2_TrispH2_009893	55	19	8	15	58	23	13	77	27
TrH2_TrispH2_009897	71	28	10	40	97	68	27	124	64
TrH2_TrispH2_009898	27	4	5	10	24	25	9	32	13
TrH2_TrispH2_009899	1	0	0	1	0	2	0	1	0
TrH2_TrispH2_009900	108	40	8	39	139	74	25	195	81
TrH2_TrispH2_009901	37	4	5	14	36	24	14	47	15
TrH2_TrispH2_009902	101	25	11	44	82	80	34	162	80
TrH2_orphan_1213	6	0	1	0	4	4	0	7	4
TrH2_TrispH2_009633	1	0	1	0	2	1	0	2	1
TrH2_TrispH2_009634	0	0	1	0	0	0	0	0	1
TrH2_TrispH2_009636	62	20	6	15	52	30	10	87	35
TrH2_TrispH2_009637	1	0	0	0	2	2	0	3	3
TrH2_TrispH2_009639	75	14	18	27	83	75	24	125	83
TrH2_TrispH2_009642	110	32	8	39	99	68	20	168	75
TrH2_TrispH2_009643	51	13	7	16	53	23	10	61	38
TrH2_TrispH2_009644	17489	5417	3369	7400	14820	13602	5409	27971	13332
TrH2_TrispH2_009646	100	26	13	54	104	82	23	179	86
TrH2_TrispH2_009648	102	30	12	29	122	69	29	161	85
TrH2_TrispH2_009650	3	0	0	9	12	9	5	13	7
TrH2_TrispH2_009651	4	0	0	2	5	7	1	5	3
TrH2_TrispH2_009652	2	0	0	0	0	2	0	2	0
TrH2_TrispH2_009638	32	14	3	12	42	27	11	61	33
TrH2_TrispH2_009640	3	1	0	1	9	4	0	9	2
TrH2_TrispH2_009641	280	98	46	113	362	210	87	543	227
TrH2_TrispH2_009645	31	7	3	12	39	20	5	46	22
TrH2_TrispH2_009647	146	49	23	62	157	128	52	251	112
TrH2_TrispH2_009649	425	139	77	178	404	346	143	774	303
TrH2_TrispH2_009842	351	104	44	133	406	285	102	575	270
TrH2_TrispH2_009847	461	4	53	628	351	829	59	761	448
TrH2_TrispH2_009849	25	6	1	19	29	15	2	43	7
TrH2_TrispH2_009850	74	65	11	14	208	56	20	197	60
TrH2_TrispH2_009851	37	13	4	11	40	32	10	79	28
TrH2_TrispH2_009843	62	32	9	30	133	43	16	149	40
TrH2_TrispH2_009844	94	64	26	41	219	156	48	263	106
TrH2_TrispH2_009845	609	36	23	53	756	510	223	880	391
TrH2_TrispH2_009846	36	16	5	12	41	39	18	77	31
TrH2_TrispH2_009848	73	21	9	33	68	44	22	98	56
TrH2_TrispH2_009852	95	29	13	44	101	83	18	146	54
TrH2_TrispH2_009853	104	31	6	26	98	59	23	130	60
TrH2_TrispH2_009368	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_009369	7	4	0	3	8	9	2	17	3
TrH2_orphan_1215	155	81	8	16	414	69	29	313	58
TrH2_TrispH2_009371	45	12	6	20	48	47	6	87	29
TrH2_TrispH2_009374	104	27	15	27	102	65	29	146	67
TrH2_TrispH2_009377	100	25	11	38	90	78	17	160	85
TrH2_TrispH2_009380	308	69	45	131	324	196	81	468	239
TrH2_TrispH2_009382	30	5	3	7	24	24	3	39	11
TrH2_TrispH2_009370	77	27	9	25	119	65	22	110	53
TrH2_TrispH2_009372	103	37	12	39	118	74	28	137	81
TrH2_TrispH2_009373	38	8	4	5	32	20	7	55	15
TrH2_TrispH2_009375	48	26	7	24	32	33	7	62	25
TrH2_TrispH2_009376	74	15	15	23	68	56	23	115	43
TrH2_TrispH2_009378	144	32	25	51	98	89	26	199	101
TrH2_TrispH2_009379	58	15	12	41	77	49	22	133	75
TrH2_TrispH2_009381	153	54	8	52	177	83	29	226	96
TrH2_TrispH2_009383	96	11	19	24	98	36	21	110	46
TrH2_orphan_1216	2	0	0	2	2	1	1	2	0
TrH2_TrispH2_009827	53	8	5	20	64	17	10	72	29
TrH2_TrispH2_009828	2	0	0	0	0	0	0	0	0
TrH2_TrispH2_009829	12	6	4	9	8	11	5	29	11
TrH2_TrispH2_009830	0	0	0	0	0	0	0	1	0
TrH2_orphan_1217	29	3	2	11	12	24	11	46	12
TrH2_orphan_1218	4	1	1	0	3	2	1	5	0
TrH2_TrispH2_009834	18	16	4	7	43	11	3	49	12
TrH2_TrispH2_009835	8	0	0	1	7	1	0	4	5
TrH2_orphan_1219	2	4	0	1	1	3	4	9	3
TrH2_TrispH2_009837	9	4	1	6	7	6	2	10	8
TrH2_TrispH2_009839	0	4	0	1	3	1	0	3	0
TrH2_TrispH2_009840	3	3	0	1	10	2	1	8	2
TrH2_orphan_1220	29	12	4	14	31	22	9	49	16
TrH2_orphan_1221	5	0	0	0	4	1	0	9	3
TrH2_TrispH2_009823	6	0	0	5	1	5	0	2	5
TrH2_TrispH2_009824	2	1	1	1	0	1	0	1	2
TrH2_TrispH2_009825	2	1	1	0	1	1	5	4	3
TrH2_TrispH2_009826	0	0	0	0	0	0	0	2	0
TrH2_orphan_1222	18	1	1	10	17	18	7	20	14
TrH2_TrispH2_009831	3	0	0	0	2	3	1	3	0
TrH2_TrispH2_009832	10	1	1	3	5	8	2	14	7
TrH2_TrispH2_009833	6	2	2	3	10	8	4	10	11
TrH2_TrispH2_009836	61	8	4	17	43	37	15	80	35
TrH2_TrispH2_009838	73	22	6	16	68	33	10	80	36
TrH2_TrispH2_009841	39	5	6	20	24	31	5	37	25
TrH2_TrispH2_009803	530	171	83	182	435	389	161	785	358
TrH2_orphan_1223	36	4	9	16	26	19	13	49	23
TrH2_TrispH2_009805	135	39	14	43	111	97	50	183	91
TrH2_TrispH2_009808	257	88	48	111	276	265	75	451	215
TrH2_orphan_1224	31	8	4	6	14	11	5	30	16
TrH2_TrispH2_009810	40	13	7	23	34	27	3	46	27
TrH2_TrispH2_009811	40	9	11	16	31	25	11	49	33
TrH2_TrispH2_009813	17	4	2	3	15	11	1	30	8
TrH2_TrispH2_009801	15	9	1	4	7	8	5	23	7
TrH2_TrispH2_009802	193	60	24	68	229	130	59	288	147
TrH2_TrispH2_009804	14	3	1	6	10	18	3	23	9
TrH2_orphan_1225	3	1	0	2	3	3	1	4	1
TrH2_TrispH2_009806	114	21	15	35	115	75	24	159	85
TrH2_TrispH2_009807	77	28	8	31	91	57	14	121	62
TrH2_TrispH2_009809	59	2	4	26	42	43	20	92	30
TrH2_TrispH2_009812	37	15	6	9	26	34	12	67	29
TrH2_TrispH2_011058	0	0	0	0	1	0	1	0	0
TrH2_TrispH2_011059	0	0	0	1	0	0	1	1	2
TrH2_TrispH2_011060	0	0	0	0	0	0	0	1	0
TrH2_orphan_1226	0	0	0	0	1	1	0	2	0
TrH2_TrispH2_011061	12	18	3	6	44	13	1	37	9
TrH2_TrispH2_011062	4	3	0	0	10	3	0	13	3
TrH2_TrispH2_011063	2	2	0	0	2	1	0	2	2
TrH2_TrispH2_011064	7	12	1	3	33	10	3	35	5
TrH2_orphan_1227	11	6	1	1	9	7	4	9	8
TrH2_TrispH2_011065	0	0	0	0	3	0	1	2	1
TrH2_TrispH2_011066	1	0	0	0	1	0	2	1	0
TrH2_TrispH2_011067	0	1	0	0	4	1	0	1	0
TrH2_TrispH2_011068	28	35	0	8	65	20	9	70	13
TrH2_orphan_1228	4	5	0	3	9	2	2	8	1
TrH2_TrispH2_009782	11	4	1	3	5	14	3	12	9
TrH2_TrispH2_009783	111	17	18	25	88	67	15	109	48
TrH2_TrispH2_009785	371	108	49	133	314	264	92	579	242
TrH2_TrispH2_009786	9745	2642	1522	3611	8679	7147	2695	14546	6771
TrH2_TrispH2_009787	137	40	25	66	130	110	41	214	92
TrH2_TrispH2_009789	139	21	25	53	118	99	28	164	90
TrH2_TrispH2_009790	39	14	9	13	64	29	9	59	32
TrH2_TrispH2_009792	42	2	9	14	24	25	5	61	17
TrH2_TrispH2_009794	219	58	18	79	214	131	54	305	142
TrH2_TrispH2_009797	175	42	38	77	127	112	46	250	112
TrH2_TrispH2_009798	43	9	8	8	55	32	9	62	22
TrH2_TrispH2_009799	33	20	3	13	44	13	3	53	23
TrH2_TrispH2_009800	20	5	1	15	22	17	4	42	18
TrH2_TrispH2_009784	207	41	29	86	161	143	51	348	161
TrH2_TrispH2_009788	173	54	31	71	180	144	51	294	134
TrH2_orphan_1229	28	8	3	12	18	14	5	31	22
TrH2_TrispH2_009791	310	110	45	103	386	194	69	505	235
TrH2_TrispH2_009793	69	23	11	33	73	65	20	118	67
TrH2_TrispH2_009796	177	37	27	58	138	114	46	273	136
TrH2_TrispH2_009272	0	0	1	0	1	0	1	0	0
TrH2_TrispH2_009273	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_009277	57	20	7	19	80	34	9	91	33
TrH2_TrispH2_009279	342	113	53	116	406	232	91	534	243
TrH2_orphan_1231	4	1	1	2	6	3	0	5	5
TrH2_TrispH2_009283	49	13	4	20	55	31	10	74	25
TrH2_TrispH2_009284	0	0	0	0	1	1	1	3	1
TrH2_TrispH2_009285	130	18	28	73	86	95	51	190	107
TrH2_TrispH2_009288	4	1	2	5	9	7	4	26	8
TrH2_TrispH2_009289	1	0	0	0	1	2	1	1	1
TrH2_TrispH2_009275	98	27	9	34	99	51	15	139	61
TrH2_TrispH2_009276	6	0	0	1	3	2	2	4	1
TrH2_TrispH2_009278	165	40	21	77	163	119	39	225	109
TrH2_TrispH2_009280	145	38	21	57	147	98	30	237	90
TrH2_orphan_1232	12	5	3	5	16	11	5	24	17
TrH2_TrispH2_009281	28	14	8	17	28	32	7	55	24
TrH2_TrispH2_009282	180	63	19	75	164	119	47	323	145
TrH2_orphan_1233	13	0	0	0	3	2	0	4	7
TrH2_TrispH2_009854	9	7	1	4	7	8	5	9	5
TrH2_TrispH2_009856	5	2	2	1	4	3	0	14	2
TrH2_orphan_1234	0	0	3	3	3	6	4	5	5
TrH2_TrispH2_009860	92	17	9	29	75	64	25	133	56
TrH2_TrispH2_009861	100	17	19	24	49	84	30	128	63
TrH2_TrispH2_009862	73	28	12	38	68	63	23	121	40
TrH2_TrispH2_009863	17	0	3	4	12	15	3	21	10
TrH2_TrispH2_009865	181	138	22	59	366	142	53	447	135
TrH2_TrispH2_009866	64	24	15	29	95	43	22	113	41
TrH2_orphan_1235	3	1	2	1	4	4	1	4	1
TrH2_TrispH2_009855	84	20	14	21	71	61	24	151	67
TrH2_orphan_1236	1	0	1	2	1	0	0	5	1
TrH2_TrispH2_009857	11	3	0	4	4	6	3	14	6
TrH2_TrispH2_009858	685	192	157	250	725	530	325	1201	598
TrH2_TrispH2_009859	46	28	8	13	51	47	10	94	31
TrH2_TrispH2_009864	26	57	7	11	142	18	7	131	23
TrH2_TrispH2_009235	92	28	8	25	89	51	15	114	42
TrH2_TrispH2_009237	21	3	0	5	2	17	6	24	12
TrH2_TrispH2_009239	30	6	1	9	31	17	6	38	23
TrH2_orphan_1237	9	4	0	3	12	12	4	17	7
TrH2_TrispH2_009247	375	126	57	158	352	293	114	618	272
TrH2_TrispH2_009249	70	30	7	23	88	52	16	122	51
TrH2_TrispH2_009252	219	56	44	111	156	193	53	305	170
TrH2_TrispH2_009254	89	22	9	20	88	56	12	96	39
TrH2_orphan_1238	71	2	0	54	14	84	0	152	50
TrH2_TrispH2_009234	39	16	5	11	95	36	6	95	29
TrH2_TrispH2_009236	38	8	4	23	22	45	7	53	34
TrH2_TrispH2_009238	6	3	0	5	3	2	2	15	6
TrH2_TrispH2_009240	74	27	10	13	122	52	13	116	45
TrH2_TrispH2_009241	114	42	6	25	149	54	11	118	44
TrH2_TrispH2_009242	83	60	17	30	160	52	15	188	54
TrH2_TrispH2_009243	75	27	4	10	88	35	11	83	34
TrH2_TrispH2_009244	77	20	8	37	65	68	29	143	56
TrH2_TrispH2_009245	49	7	6	12	35	29	7	70	40
TrH2_TrispH2_009248	125	34	18	41	123	73	21	179	69
TrH2_TrispH2_009250	303	66	40	127	273	232	72	504	220
TrH2_TrispH2_009251	90	14	16	35	90	55	32	144	69
TrH2_TrispH2_009253	118	24	7	57	102	59	21	148	64
TrH2_TrispH2_009408	35	3	3	4	46	27	12	72	26
TrH2_TrispH2_009409	253	99	21	57	393	147	72	380	140
TrH2_TrispH2_009411	127	37	18	40	128	54	31	196	65
TrH2_orphan_1239	0	0	0	0	3	1	0	1	1
TrH2_TrispH2_009414	49	19	5	15	60	41	17	122	53
TrH2_TrispH2_009417	1009	242	160	428	738	796	300	1466	769
TrH2_orphan_1240	7	1	2	0	5	8	3	8	6
TrH2_TrispH2_009419	42	17	9	13	30	22	11	61	43
TrH2_TrispH2_009422	12	8	4	3	17	10	2	35	10
TrH2_TrispH2_009423	38	7	10	7	38	32	13	72	32
TrH2_TrispH2_009410	68	13	17	18	50	43	7	84	50
TrH2_TrispH2_009412	27	2	7	18	28	25	7	46	18
TrH2_TrispH2_009413	252	70	29	89	245	171	58	408	171
TrH2_TrispH2_009415	21	6	1	17	22	18	5	22	11
TrH2_TrispH2_009416	97	10	14	48	64	67	19	132	61
TrH2_TrispH2_009418	331	83	60	125	281	210	96	455	213
TrH2_TrispH2_009420	980	204	162	367	795	721	257	1421	794
TrH2_TrispH2_009421	27	4	3	1	21	12	7	27	20
TrH2_TrispH2_008628	28	9	3	5	26	18	7	39	23
TrH2_TrispH2_008630	59	20	9	27	61	36	24	122	42
TrH2_TrispH2_008631	471	89	84	181	304	396	175	670	371
TrH2_TrispH2_008632	345	65	49	146	236	241	89	434	216
TrH2_TrispH2_008635	186	39	27	64	189	146	54	295	141
TrH2_TrispH2_008637	593	179	94	239	594	462	174	958	362
TrH2_TrispH2_008639	28	6	5	6	19	16	9	22	12
TrH2_TrispH2_008642	598	164	107	275	516	452	146	910	448
TrH2_TrispH2_008644	2	0	0	0	3	1	1	2	2
TrH2_TrispH2_008646	638	172	92	203	626	453	145	906	451
TrH2_TrispH2_008650	243	58	48	90	214	160	69	368	208
TrH2_TrispH2_008627	22	8	4	10	31	12	12	46	18
TrH2_TrispH2_008629	54	7	5	12	47	35	11	78	34
TrH2_TrispH2_008633	15	9	5	6	16	20	5	33	15
TrH2_TrispH2_008634	36	10	3	13	35	25	7	51	17
TrH2_TrispH2_008636	33	2	2	8	23	10	2	29	14
TrH2_TrispH2_008638	0	0	1	1	1	1	0	5	2
TrH2_orphan_1241	6	0	1	2	2	7	2	4	3
TrH2_TrispH2_008640	87	20	17	31	120	71	36	134	74
TrH2_TrispH2_008641	57	15	3	15	65	36	7	103	30
TrH2_TrispH2_008643	57	15	10	23	57	42	14	77	48
TrH2_TrispH2_008645	355	98	57	147	310	297	119	555	265
TrH2_TrispH2_008647	2	6	1	7	2	6	0	4	11
TrH2_TrispH2_008648	1	0	0	0	0	1	0	4	2
TrH2_TrispH2_008649	135	43	20	52	134	101	48	238	120
TrH2_TrispH2_008651	1197	453	170	390	1425	752	320	1942	764
TrH2_TrispH2_009559	150	30	36	61	139	120	33	245	126
TrH2_TrispH2_009560	18	8	6	9	26	20	6	28	14
TrH2_TrispH2_009561	164	52	21	53	146	104	35	269	109
TrH2_TrispH2_009563	46	23	9	21	49	43	8	91	46
TrH2_TrispH2_009564	481	121	67	177	391	380	126	703	370
TrH2_TrispH2_009565	25	7	1	11	39	9	6	36	13
TrH2_orphan_1242	0	1	0	1	1	1	1	2	4
TrH2_TrispH2_009570	97	43	18	29	111	80	30	152	56
TrH2_TrispH2_009574	3	0	0	0	1	3	2	0	2
TrH2_orphan_1243	5	3	2	1	6	2	1	6	4
TrH2_TrispH2_009577	143	47	14	57	145	106	45	233	109
TrH2_TrispH2_009562	271	111	30	109	391	194	58	447	170
TrH2_TrispH2_009566	49	20	10	18	29	33	11	79	33
TrH2_TrispH2_009567	872	296	119	394	855	680	266	1457	618
TrH2_TrispH2_009568	132	41	18	50	132	100	42	228	94
TrH2_TrispH2_009569	125	32	19	38	110	56	11	183	74
TrH2_TrispH2_009571	47	7	12	15	13	23	14	30	28
TrH2_TrispH2_009572	311	129	48	100	351	243	74	560	229
TrH2_TrispH2_009573	190	93	18	63	320	156	57	318	120
TrH2_TrispH2_009575	13	3	1	6	8	12	3	23	3
TrH2_TrispH2_009576	57	18	10	29	70	58	20	130	68
TrH2_TrispH2_009578	170	14	34	48	102	83	30	220	146
TrH2_TrispH2_010156	37	14	5	18	42	18	14	64	27
TrH2_orphan_1244	5	0	0	0	3	2	0	5	0
TrH2_orphan_1245	0	1	0	1	2	3	0	5	1
TrH2_orphan_1246	5	5	1	1	13	8	3	16	5
TrH2_TrispH2_010154	2	0	0	1	0	1	0	1	0
TrH2_TrispH2_010155	6	0	1	1	4	5	1	8	14
TrH2_TrispH2_010157	32	14	9	15	31	22	11	51	22
TrH2_TrispH2_010158	57	22	15	19	91	55	24	106	53
TrH2_TrispH2_010159	36	17	5	21	66	27	8	73	23
TrH2_TrispH2_010160	54	28	9	28	66	58	13	124	25
TrH2_TrispH2_010161	4	3	2	5	8	10	2	22	4
TrH2_TrispH2_010162	39	14	8	8	44	21	4	65	15
TrH2_TrispH2_010163	46	21	8	8	46	35	16	79	18
TrH2_TrispH2_010164	98	33	17	42	116	78	24	160	53
TrH2_TrispH2_010165	57	21	9	35	61	52	12	75	46
TrH2_TrispH2_010166	58	19	5	36	74	53	23	119	59
TrH2_TrispH2_010612	140	36	28	40	141	100	39	239	110
TrH2_TrispH2_010618	283	83	43	124	270	204	83	497	194
TrH2_TrispH2_010619	39	9	7	16	35	34	21	71	49
TrH2_TrispH2_010620	31	13	3	10	32	23	5	35	21
TrH2_TrispH2_010621	273	93	43	112	283	194	63	419	173
TrH2_TrispH2_010622	107	30	19	37	99	82	21	153	94
TrH2_TrispH2_010623	67	30	10	34	84	47	24	120	53
TrH2_TrispH2_010625	65	15	14	17	55	43	20	97	33
TrH2_TrispH2_010613	72	20	7	27	65	33	10	106	23
TrH2_TrispH2_010614	13	1	1	3	4	8	4	6	6
TrH2_TrispH2_010615	65	15	12	26	63	41	14	93	53
TrH2_TrispH2_010616	331	94	46	108	321	222	84	505	222
TrH2_TrispH2_010617	0	0	0	0	0	0	0	1	0
TrH2_orphan_1248	3	1	1	2	0	2	1	10	1
TrH2_orphan_1249	2	0	2	2	3	4	0	3	4
TrH2_TrispH2_010624	13297	3573	2201	5167	12064	10005	3838	20282	9810
TrH2_orphan_1250	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_010626	66	39	5	32	49	50	25	114	45
TrH2_TrispH2_010627	137	46	22	55	130	99	29	248	90
TrH2_TrispH2_010256	324	94	42	104	323	224	63	451	241
TrH2_TrispH2_010257	24	10	2	11	30	27	3	62	16
TrH2_TrispH2_010259	40	13	10	26	62	42	16	85	42
TrH2_TrispH2_010260	7	0	1	3	4	4	1	7	4
TrH2_TrispH2_010261	112	41	11	39	139	84	33	179	94
TrH2_TrispH2_010263	14	3	1	4	8	6	0	9	7
TrH2_orphan_1251	12	2	2	8	14	15	8	24	19
TrH2_TrispH2_010267	230	78	37	72	236	164	60	318	165
TrH2_orphan_1252	1	0	0	0	1	2	0	0	2
TrH2_TrispH2_010268	28	8	1	11	20	19	2	30	12
TrH2_orphan_1253	1	0	0	0	2	0	0	0	1
TrH2_orphan_1254	12	1	0	6	7	3	3	11	6
TrH2_orphan_1255	5	2	1	3	4	7	4	7	3
TrH2_TrispH2_010271	35	9	4	17	7	20	10	22	20
TrH2_TrispH2_010258	26	4	5	17	28	20	9	44	22
TrH2_TrispH2_010262	639	193	103	262	620	469	179	983	450
TrH2_TrispH2_010264	143	20	20	63	79	83	23	151	83
TrH2_TrispH2_010265	25	10	3	15	37	23	5	46	15
TrH2_TrispH2_010266	81	18	12	23	73	71	19	122	49
TrH2_TrispH2_010269	33	7	9	15	31	17	6	45	23
TrH2_TrispH2_010270	74	27	13	31	59	47	27	81	53
TrH2_orphan_1256	3	0	0	1	5	5	0	2	4
TrH2_TrispH2_010414	28	9	4	11	14	18	4	37	26
TrH2_TrispH2_010415	191	85	31	65	195	123	40	339	111
TrH2_TrispH2_010417	41	11	6	14	39	31	20	73	27
TrH2_TrispH2_010419	309	75	55	121	241	243	86	475	219
TrH2_TrispH2_010420	404	118	82	179	262	358	143	590	331
TrH2_TrispH2_010422	88	40	13	27	108	65	19	146	69
TrH2_TrispH2_010424	263	32	48	147	173	265	78	512	190
TrH2_TrispH2_010425	12	2	3	11	17	26	10	57	3
TrH2_TrispH2_010426	1	1	3	0	4	8	1	13	4
TrH2_TrispH2_010407	1	0	0	0	0	0	0	4	1
TrH2_TrispH2_010408	7	3	0	3	15	2	4	17	10
TrH2_TrispH2_010409	4	6	0	1	17	4	1	18	1
TrH2_TrispH2_010410	12	5	2	2	16	8	4	34	3
TrH2_orphan_1258	5	1	0	0	4	2	1	8	2
TrH2_TrispH2_010411	23	14	3	7	35	14	2	47	9
TrH2_TrispH2_010412	6	1	1	4	9	3	3	6	3
TrH2_TrispH2_010413	1	0	0	3	2	1	0	1	1
TrH2_orphan_1259	18	2	2	12	11	8	1	13	19
TrH2_TrispH2_010416	6	0	0	3	1	5	2	4	1
TrH2_TrispH2_010418	10	2	0	0	4	2	5	10	6
TrH2_TrispH2_010421	55	28	8	16	49	33	19	60	41
TrH2_TrispH2_010423	28	10	2	9	47	23	11	56	20
TrH2_TrispH2_009149	253	75	36	82	261	183	63	372	148
TrH2_TrispH2_009152	11	4	1	3	9	7	3	20	8
TrH2_TrispH2_009154	24	14	5	10	28	14	5	32	23
TrH2_TrispH2_009159	20	6	1	5	12	8	10	21	14
TrH2_TrispH2_009150	1	0	2	2	1	1	0	4	6
TrH2_TrispH2_009151	193	70	30	74	225	119	48	243	121
TrH2_TrispH2_009153	13	2	2	4	7	10	2	16	11
TrH2_TrispH2_009155	3	2	0	3	2	4	2	9	4
TrH2_TrispH2_009156	275	101	31	86	325	170	52	425	173
TrH2_TrispH2_009157	14	4	3	3	8	10	6	17	12
TrH2_orphan_1260	5	1	1	2	1	2	1	5	0
TrH2_TrispH2_009158	83	24	6	30	56	47	11	88	52
TrH2_TrispH2_009160	57	15	9	21	60	35	17	99	52
TrH2_TrispH2_009161	26	6	3	7	11	30	8	34	9
TrH2_TrispH2_010667	42	9	6	16	34	28	6	59	18
TrH2_TrispH2_010668	259	10	39	127	120	122	21	252	274
TrH2_TrispH2_010669	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_010670	14	4	2	11	16	12	2	27	12
TrH2_TrispH2_010672	36	16	2	13	57	25	8	59	24
TrH2_TrispH2_010673	23	6	2	6	25	17	5	36	15
TrH2_TrispH2_010675	5168	1388	776	1858	4872	3686	1351	7836	3644
TrH2_TrispH2_010661	78	27	12	42	49	51	40	110	57
TrH2_TrispH2_010664	115	21	13	32	70	66	32	109	125
TrH2_TrispH2_010665	49	11	5	22	45	36	19	101	32
TrH2_TrispH2_010666	75	24	12	26	90	43	11	108	52
TrH2_TrispH2_010671	25	3	2	16	16	16	5	33	19
TrH2_TrispH2_010674	152	33	18	53	159	103	33	260	132
TrH2_TrispH2_010676	175	61	24	67	161	111	39	232	117
TrH2_TrispH2_010205	204	45	29	56	159	134	48	287	131
TrH2_TrispH2_010207	1109	306	198	497	952	860	325	1756	862
TrH2_TrispH2_010209	70	11	16	18	45	47	11	71	40
TrH2_orphan_1262	0	0	0	0	0	0	0	0	1
TrH2_TrispH2_010210	88	18	6	27	41	39	17	115	48
TrH2_TrispH2_010213	44	28	1	13	64	28	12	62	32
TrH2_TrispH2_010214	135	51	23	65	127	125	49	216	107
TrH2_TrispH2_010215	15	5	5	8	8	26	4	28	17
TrH2_TrispH2_010216	147	21	21	54	89	104	40	171	106
TrH2_orphan_1263	4	4	0	2	0	4	0	5	2
TrH2_TrispH2_010217	162	37	24	64	86	116	47	208	119
TrH2_TrispH2_010218	58	13	4	20	38	45	13	63	20
TrH2_TrispH2_010219	6	1	1	1	5	12	1	8	4
TrH2_TrispH2_010204	11	1	1	1	16	4	2	13	7
TrH2_TrispH2_010206	88	21	15	38	108	74	19	140	63
TrH2_TrispH2_010208	77	19	7	27	71	54	17	128	60
TrH2_orphan_1264	70	14	3	25	67	44	17	89	48
TrH2_orphan_1265	9	3	2	3	3	4	2	10	4
TrH2_TrispH2_010211	7	5	1	2	5	6	4	9	3
TrH2_TrispH2_010212	71	24	10	22	77	47	19	97	44
TrH2_orphan_1266	6	0	0	1	2	4	3	5	3
TrH2_orphan_1267	0	0	1	1	1	2	0	0	1
TrH2_orphan_1268	6	2	1	6	9	6	2	10	7
TrH2_orphan_1269	20	4	3	6	14	10	6	18	14
TrH2_orphan_1270	31	1	1	4	6	16	16	30	11
TrH2_TrispH2_010438	9	3	0	5	12	1	2	18	1
TrH2_TrispH2_010441	70	21	11	18	44	56	11	86	43
TrH2_TrispH2_010443	81	27	18	32	87	74	25	136	71
TrH2_TrispH2_010444	2134	594	316	786	1901	1555	500	3166	1542
TrH2_orphan_1271	1	0	1	0	1	1	1	1	1
TrH2_orphan_1272	5	1	0	0	3	4	0	10	4
TrH2_TrispH2_010451	96	12	16	46	50	49	15	111	91
TrH2_TrispH2_010452	482	180	78	170	513	367	131	745	314
TrH2_orphan_1273	7	1	0	2	6	1	2	11	2
TrH2_TrispH2_010442	28	23	3	13	26	22	10	57	25
TrH2_TrispH2_010445	0	0	0	1	0	1	0	1	0
TrH2_TrispH2_010446	0	0	0	0	2	0	2	1	1
TrH2_TrispH2_010447	30	6	8	13	24	17	7	18	22
TrH2_TrispH2_010448	8	0	0	0	7	0	0	2	1
TrH2_TrispH2_010449	18	5	0	6	13	15	2	25	10
TrH2_TrispH2_010450	0	0	0	0	1	0	0	0	0
TrH2_orphan_1274	8	4	2	6	26	7	4	17	7
TrH2_TrispH2_010453	30	11	5	12	50	28	12	52	26
TrH2_TrispH2_010454	42	12	3	17	36	22	10	37	18
TrH2_TrispH2_010455	52	9	9	14	38	26	9	48	31
TrH2_TrispH2_011310	75	25	13	34	68	66	20	128	63
TrH2_orphan_1275	2	4	1	0	1	5	0	3	4
TrH2_TrispH2_011312	19	7	2	6	14	15	8	29	16
TrH2_orphan_1276	33	1	2	10	5	8	13	16	25
TrH2_TrispH2_011318	4	0	0	2	2	4	1	8	2
TrH2_TrispH2_011324	314	113	45	104	403	237	77	483	189
TrH2_TrispH2_011311	9	8	1	5	5	11	2	21	5
TrH2_TrispH2_011313	0	1	0	1	0	0	1	1	1
TrH2_TrispH2_011314	1	0	1	0	0	0	0	0	0
