Tadh_TriadG50246	Tadh_TriadT50246
HoiH23_PlH23_009369	HoiH23_PlH23_009369-RA
HoiH23_PlH23_002736	HoiH23_PlH23_002736-RA
HoiH23_PlH23_002938	HoiH23_PlH23_002938-RA
HoiH23_PlH23_008100	HoiH23_PlH23_008100-RA
HoiH23_PlH23_000413	HoiH23_PlH23_000413-RA
HoiH23_PlH23_010383	HoiH23_PlH23_010383-RA
HoiH23_PlH23_007363	HoiH23_PlH23_007363-RA
HoiH23_PlH23_007362	HoiH23_PlH23_007362-RA
HoiH23_orphan_2281	HoiH23_orphan_2281
HoiH23_PlH23_011749	HoiH23_PlH23_011749-RA
HoiH23_orphan_2360	HoiH23_orphan_2360
HoiH23_PlH23_001992	HoiH23_PlH23_001992-RA
HoiH23_PlH23_000654	HoiH23_PlH23_000654-RA
HoiH23_PlH23_010911	HoiH23_PlH23_010911-RA
HoiH23_orphan_3268	HoiH23_orphan_3268
HoiH23_orphan_3255	HoiH23_orphan_3255
HoiH23_PlH23_007511	HoiH23_PlH23_007511-RA
HoiH23_orphan_1793	HoiH23_orphan_1793
HoiH23_PlH23_010384	HoiH23_PlH23_010384-RA
HoiH23_orphan_142	HoiH23_orphan_142
HoiH23_orphan_317	HoiH23_orphan_317
HoiH23_orphan_406	HoiH23_orphan_406
HoiH23_PlH23_008423	HoiH23_PlH23_008423-RA
HoiH23_PlH23_006464	HoiH23_PlH23_006464-RA
HoiH23_PlH23_000979	HoiH23_PlH23_000979-RA
HoiH23_PlH23_006069	HoiH23_PlH23_006069-RA
HoiH23_orphan_78	HoiH23_orphan_78
HoiH23_PlH23_012041	HoiH23_PlH23_012041-RA
HoiH23_PlH23_011058	HoiH23_PlH23_011058-RA
HoiH23_PlH23_011560	HoiH23_PlH23_011560-RA
HoiH23_PlH23_010775	HoiH23_PlH23_010775-RA
HoiH23_orphan_2599	HoiH23_orphan_2599
HoiH23_PlH23_007828	HoiH23_PlH23_007828-RA
HoiH23_orphan_2923	HoiH23_orphan_2923
HoiH23_PlH23_008147	HoiH23_PlH23_008147-RA
HoiH23_PlH23_007364	HoiH23_PlH23_007364-RA
HoiH23_PlH23_001161	HoiH23_PlH23_001161-RA
HoiH23_orphan_1241	HoiH23_orphan_1241
HoiH23_PlH23_007996	HoiH23_PlH23_007996-RA
HoiH23_PlH23_003185	HoiH23_PlH23_003185-RA
HoiH23_PlH23_010842	HoiH23_PlH23_010842-RA
HoiH23_PlH23_011585	HoiH23_PlH23_011585-RA
HoiH23_PlH23_000488	HoiH23_PlH23_000488-RA
HoiH23_orphan_2544	HoiH23_orphan_2544
HoiH23_orphan_2454	HoiH23_orphan_2454
HoiH23_PlH23_005929	HoiH23_PlH23_005929-RA
HoiH23_PlH23_010736	HoiH23_PlH23_010736-RA
HoiH23_PlH23_010914	HoiH23_PlH23_010914-RA
HoiH23_PlH23_011206	HoiH23_PlH23_011206-RA
HoiH23_PlH23_011627	HoiH23_PlH23_011627-RA
HoiH23_PlH23_005183	HoiH23_PlH23_005183-RA
HoiH23_orphan_695	HoiH23_orphan_695
HoiH23_orphan_121	HoiH23_orphan_121
HoiH23_PlH23_008728	HoiH23_PlH23_008728-RA
HoiH23_PlH23_010915	HoiH23_PlH23_010915-RA
HoiH23_PlH23_011717	HoiH23_PlH23_011717-RA
HoiH23_PlH23_006407	HoiH23_PlH23_006407-RA
HoiH23_orphan_1262	HoiH23_orphan_1262
HoiH23_PlH23_008487	HoiH23_PlH23_008487-RA
HoiH23_orphan_1835	HoiH23_orphan_1835
HoiH23_PlH23_011996	HoiH23_PlH23_011996-RA
HoiH23_orphan_2584	HoiH23_orphan_2584
HoiH23_PlH23_010841	HoiH23_PlH23_010841-RA
HoiH23_PlH23_005166	HoiH23_PlH23_005166-RA
HoiH23_PlH23_005453	HoiH23_PlH23_005453-RA
HoiH23_PlH23_006450	HoiH23_PlH23_006450-RA
HoiH23_orphan_1376	HoiH23_orphan_1376
HoiH23_PlH23_001461	HoiH23_PlH23_001461-RA
HoiH23_orphan_3214	HoiH23_orphan_3214
HoiH23_orphan_2361	HoiH23_orphan_2361
HoiH23_orphan_3132	HoiH23_orphan_3132
HoiH23_PlH23_009866	HoiH23_PlH23_009866-RA
HoiH23_PlH23_009097	HoiH23_PlH23_009097-RA
HoiH23_orphan_2915	HoiH23_orphan_2915
HoiH23_orphan_2646	HoiH23_orphan_2646
HoiH23_PlH23_010777	HoiH23_PlH23_010777-RA
HoiH23_orphan_1268	HoiH23_orphan_1268
HoiH23_PlH23_002529	HoiH23_PlH23_002529-RA
HoiH23_PlH23_009459	HoiH23_PlH23_009459-RA
HoiH23_orphan_1274	HoiH23_orphan_1274
HoiH23_PlH23_009520	HoiH23_PlH23_009520-RA
HoiH23_PlH23_010708	HoiH23_PlH23_010708-RA
HoiH23_orphan_2920	HoiH23_orphan_2920
HoiH23_orphan_19	HoiH23_orphan_19
HoiH23_PlH23_011489	HoiH23_PlH23_011489-RA
HoiH23_PlH23_009440	HoiH23_PlH23_009440-RA
HoiH23_orphan_1199	HoiH23_orphan_1199
HoiH23_orphan_1170	HoiH23_orphan_1170
HoiH23_PlH23_008767	HoiH23_PlH23_008767-RA
HoiH23_PlH23_007601	HoiH23_PlH23_007601-RA
HoiH23_orphan_411	HoiH23_orphan_411
HoiH23_PlH23_001839	HoiH23_PlH23_001839-RA
HoiH23_orphan_2690	HoiH23_orphan_2690
HoiH23_PlH23_001595	HoiH23_PlH23_001595-RA
HoiH23_PlH23_008377	HoiH23_PlH23_008377-RA
HoiH23_PlH23_008684	HoiH23_PlH23_008684-RA
HoiH23_PlH23_000318	HoiH23_PlH23_000318-RA
HoiH23_PlH23_002695	HoiH23_PlH23_002695-RA
HoiH23_orphan_853	HoiH23_orphan_853
HoiH23_orphan_2913	HoiH23_orphan_2913
HoiH23_PlH23_004410	HoiH23_PlH23_004410-RA
HoiH23_PlH23_003219	HoiH23_PlH23_003219-RA
HoiH23_PlH23_008608	HoiH23_PlH23_008608-RA
HoiH23_orphan_3254	HoiH23_orphan_3254
HoiH23_orphan_923	HoiH23_orphan_923
HoiH23_PlH23_006039	HoiH23_PlH23_006039-RA
HoiH23_PlH23_007770	HoiH23_PlH23_007770-RA
HoiH23_PlH23_001405	HoiH23_PlH23_001405-RA
HoiH23_PlH23_006528	HoiH23_PlH23_006528-RA
HoiH23_orphan_3263	HoiH23_orphan_3263
HoiH23_orphan_2615	HoiH23_orphan_2615
HoiH23_orphan_825	HoiH23_orphan_825
HoiH23_PlH23_008069	HoiH23_PlH23_008069-RA
HoiH23_PlH23_005534	HoiH23_PlH23_005534-RA
HoiH23_PlH23_009514	HoiH23_PlH23_009514-RA
HoiH23_PlH23_011864	HoiH23_PlH23_011864-RA
HoiH23_PlH23_001149	HoiH23_PlH23_001149-RA
HoiH23_PlH23_009813	HoiH23_PlH23_009813-RA
HoiH23_orphan_651	HoiH23_orphan_651
HoiH23_orphan_2157	HoiH23_orphan_2157
HoiH23_PlH23_001693	HoiH23_PlH23_001693-RA
HoiH23_PlH23_003722	HoiH23_PlH23_003722-RA
HoiH23_PlH23_004550	HoiH23_PlH23_004550-RA
HoiH23_PlH23_011959	HoiH23_PlH23_011959-RA
HoiH23_orphan_285	HoiH23_orphan_285
HoiH23_PlH23_001808	HoiH23_PlH23_001808-RA
HoiH23_PlH23_003731	HoiH23_PlH23_003731-RA
HoiH23_PlH23_007415	HoiH23_PlH23_007415-RA
HoiH23_orphan_729	HoiH23_orphan_729
HoiH23_PlH23_010606	HoiH23_PlH23_010606-RA
HoiH23_PlH23_006321	HoiH23_PlH23_006321-RA
HoiH23_PlH23_009560	HoiH23_PlH23_009560-RA
HoiH23_orphan_360	HoiH23_orphan_360
HoiH23_PlH23_006408	HoiH23_PlH23_006408-RA
HoiH23_PlH23_004131	HoiH23_PlH23_004131-RA
HoiH23_PlH23_000930	HoiH23_PlH23_000930-RA
HoiH23_PlH23_010605	HoiH23_PlH23_010605-RA
HoiH23_PlH23_003732	HoiH23_PlH23_003732-RA
HoiH23_PlH23_001283	HoiH23_PlH23_001283-RA
HoiH23_PlH23_004970	HoiH23_PlH23_004970-RA
HoiH23_PlH23_001469	HoiH23_PlH23_001469-RA
HoiH23_orphan_175	HoiH23_orphan_175
HoiH23_orphan_2519	HoiH23_orphan_2519
HoiH23_orphan_2413	HoiH23_orphan_2413
HoiH23_PlH23_004983	HoiH23_PlH23_004983-RA
HoiH23_PlH23_010885	HoiH23_PlH23_010885-RA
HoiH23_PlH23_009386	HoiH23_PlH23_009386-RA
HoiH23_orphan_3231	HoiH23_orphan_3231
HoiH23_PlH23_006563	HoiH23_PlH23_006563-RA
HoiH23_PlH23_004984	HoiH23_PlH23_004984-RA
HoiH23_PlH23_009587	HoiH23_PlH23_009587-RA
HoiH23_PlH23_000721	HoiH23_PlH23_000721-RA
HoiH23_PlH23_001807	HoiH23_PlH23_001807-RA
HoiH23_PlH23_006249	HoiH23_PlH23_006249-RA
HoiH23_PlH23_004130	HoiH23_PlH23_004130-RA
HoiH23_PlH23_007506	HoiH23_PlH23_007506-RA
HoiH23_orphan_1744	HoiH23_orphan_1744
HoiH23_orphan_2451	HoiH23_orphan_2451
HoiH23_PlH23_005808	HoiH23_PlH23_005808-RA
HoiH23_PlH23_012019	HoiH23_PlH23_012019-RA
HoiH23_orphan_859	HoiH23_orphan_859
HoiH23_orphan_1296	HoiH23_orphan_1296
HoiH23_orphan_3141	HoiH23_orphan_3141
HoiH23_PlH23_010712	HoiH23_PlH23_010712-RA
HoiH23_PlH23_006373	HoiH23_PlH23_006373-RA
HoiH23_PlH23_003297	HoiH23_PlH23_003297-RA
HoiH23_orphan_2801	HoiH23_orphan_2801
HoiH23_orphan_748	HoiH23_orphan_748
HoiH23_orphan_577	HoiH23_orphan_577
HoiH23_orphan_1537	HoiH23_orphan_1537
HoiH23_orphan_759	HoiH23_orphan_759
HoiH23_orphan_2907	HoiH23_orphan_2907
HoiH23_PlH23_010976	HoiH23_PlH23_010976-RA
HoiH23_PlH23_006441	HoiH23_PlH23_006441-RA
HoiH23_PlH23_004545	HoiH23_PlH23_004545-RA
HoiH23_orphan_1737	HoiH23_orphan_1737
HoiH23_orphan_3142	HoiH23_orphan_3142
HoiH23_PlH23_000580	HoiH23_PlH23_000580-RA
HoiH23_PlH23_007854	HoiH23_PlH23_007854-RA
HoiH23_orphan_2520	HoiH23_orphan_2520
HoiH23_PlH23_009031	HoiH23_PlH23_009031-RA
HoiH23_orphan_2909	HoiH23_orphan_2909
HoiH23_orphan_1140	HoiH23_orphan_1140
HoiH23_orphan_1225	HoiH23_orphan_1225
HoiH23_PlH23_002462	HoiH23_PlH23_002462-RA
HoiH23_orphan_51	HoiH23_orphan_51
HoiH23_orphan_1166	HoiH23_orphan_1166
HoiH23_PlH23_007757	HoiH23_PlH23_007757-RA
HoiH23_PlH23_010672	HoiH23_PlH23_010672-RA
HoiH23_PlH23_010989	HoiH23_PlH23_010989-RA
HoiH23_PlH23_002648	HoiH23_PlH23_002648-RA
HoiH23_orphan_2906	HoiH23_orphan_2906
HoiH23_orphan_3138	HoiH23_orphan_3138
HoiH23_PlH23_011088	HoiH23_PlH23_011088-RA
HoiH23_PlH23_004823	HoiH23_PlH23_004823-RA
HoiH23_orphan_1066	HoiH23_orphan_1066
HoiH23_PlH23_011416	HoiH23_PlH23_011416-RA
HoiH23_PlH23_002949	HoiH23_PlH23_002949-RA
HoiH23_PlH23_002416	HoiH23_PlH23_002416-RA
HoiH23_PlH23_012017	HoiH23_PlH23_012017-RA
HoiH23_PlH23_005692	HoiH23_PlH23_005692-RA
HoiH23_PlH23_000824	HoiH23_PlH23_000824-RA
HoiH23_PlH23_004968	HoiH23_PlH23_004968-RA
HoiH23_orphan_1359	HoiH23_orphan_1359
HoiH23_orphan_2151	HoiH23_orphan_2151
HoiH23_PlH23_009268	HoiH23_PlH23_009268-RA
HoiH23_orphan_2825	HoiH23_orphan_2825
HoiH23_PlH23_007296	HoiH23_PlH23_007296-RA
HoiH23_PlH23_006398	HoiH23_PlH23_006398-RA
HoiH23_PlH23_011646	HoiH23_PlH23_011646-RA
HoiH23_orphan_3136	HoiH23_orphan_3136
HoiH23_PlH23_005025	HoiH23_PlH23_005025-RA
HoiH23_orphan_3099	HoiH23_orphan_3099
HoiH23_PlH23_007526	HoiH23_PlH23_007526-RA
HoiH23_PlH23_011163	HoiH23_PlH23_011163-RA
HoiH23_PlH23_009992	HoiH23_PlH23_009992-RA
HoiH23_orphan_2943	HoiH23_orphan_2943
HoiH23_PlH23_004142	HoiH23_PlH23_004142-RA
HoiH23_orphan_1318	HoiH23_orphan_1318
HoiH23_orphan_1031	HoiH23_orphan_1031
HoiH23_orphan_1164	HoiH23_orphan_1164
HoiH23_PlH23_004252	HoiH23_PlH23_004252-RA
HoiH23_PlH23_002493	HoiH23_PlH23_002493-RA
HoiH23_PlH23_000236	HoiH23_PlH23_000236-RA
HoiH23_PlH23_008960	HoiH23_PlH23_008960-RA
HoiH23_orphan_797	HoiH23_orphan_797
HoiH23_PlH23_007740	HoiH23_PlH23_007740-RA
HoiH23_PlH23_006248	HoiH23_PlH23_006248-RA
HoiH23_PlH23_011241	HoiH23_PlH23_011241-RA
HoiH23_PlH23_007432	HoiH23_PlH23_007432-RA
HoiH23_PlH23_004856	HoiH23_PlH23_004856-RA
HoiH23_PlH23_012042	HoiH23_PlH23_012042-RA
HoiH23_PlH23_006631	HoiH23_PlH23_006631-RA
HoiH23_PlH23_004857	HoiH23_PlH23_004857-RA
HoiH23_orphan_2591	HoiH23_orphan_2591
HoiH23_orphan_338	HoiH23_orphan_338
HoiH23_PlH23_004129	HoiH23_PlH23_004129-RA
HoiH23_PlH23_006250	HoiH23_PlH23_006250-RA
HoiH23_PlH23_000591	HoiH23_PlH23_000591-RA
HoiH23_PlH23_004612	HoiH23_PlH23_004612-RA
HoiH23_PlH23_000644	HoiH23_PlH23_000644-RA
HoiH23_orphan_148	HoiH23_orphan_148
HoiH23_PlH23_003024	HoiH23_PlH23_003024-RA
HoiH23_PlH23_004370	HoiH23_PlH23_004370-RA
HoiH23_PlH23_008528	HoiH23_PlH23_008528-RA
HoiH23_PlH23_008601	HoiH23_PlH23_008601-RA
HoiH23_PlH23_002515	HoiH23_PlH23_002515-RA
HoiH23_PlH23_007505	HoiH23_PlH23_007505-RA
HoiH23_PlH23_006546	HoiH23_PlH23_006546-RA
HoiH23_PlH23_008527	HoiH23_PlH23_008527-RA
HoiH23_PlH23_000561	HoiH23_PlH23_000561-RA
HoiH23_orphan_1011	HoiH23_orphan_1011
HoiH23_PlH23_005262	HoiH23_PlH23_005262-RA
HoiH23_orphan_63	HoiH23_orphan_63
HoiH23_PlH23_004834	HoiH23_PlH23_004834-RA
HoiH23_orphan_1940	HoiH23_orphan_1940
HoiH23_orphan_1009	HoiH23_orphan_1009
HoiH23_PlH23_008816	HoiH23_PlH23_008816-RA
HoiH23_PlH23_003134	HoiH23_PlH23_003134-RA
HoiH23_orphan_287	HoiH23_orphan_287
HoiH23_PlH23_000128	HoiH23_PlH23_000128-RA
HoiH23_PlH23_006907	HoiH23_PlH23_006907-RA
HoiH23_orphan_643	HoiH23_orphan_643
HoiH23_orphan_776	HoiH23_orphan_776
HoiH23_PlH23_001221	HoiH23_PlH23_001221-RA
HoiH23_PlH23_008813	HoiH23_PlH23_008813-RA
HoiH23_PlH23_008619	HoiH23_PlH23_008619-RA
HoiH23_PlH23_004369	HoiH23_PlH23_004369-RA
HoiH23_PlH23_006251	HoiH23_PlH23_006251-RA
HoiH23_orphan_2566	HoiH23_orphan_2566
HoiH23_orphan_1094	HoiH23_orphan_1094
HoiH23_orphan_2073	HoiH23_orphan_2073
HoiH23_PlH23_005533	HoiH23_PlH23_005533-RA
HoiH23_PlH23_009199	HoiH23_PlH23_009199-RA
HoiH23_PlH23_009462	HoiH23_PlH23_009462-RA
HoiH23_PlH23_002963	HoiH23_PlH23_002963-RA
HoiH23_orphan_769	HoiH23_orphan_769
HoiH23_PlH23_010310	HoiH23_PlH23_010310-RA
HoiH23_PlH23_000530	HoiH23_PlH23_000530-RA
HoiH23_PlH23_001630	HoiH23_PlH23_001630-RA
HoiH23_PlH23_002086	HoiH23_PlH23_002086-RA
HoiH23_PlH23_002954	HoiH23_PlH23_002954-RA
HoiH23_PlH23_007150	HoiH23_PlH23_007150-RA
HoiH23_PlH23_002722	HoiH23_PlH23_002722-RA
HoiH23_PlH23_000913	HoiH23_PlH23_000913-RA
HoiH23_PlH23_011017	HoiH23_PlH23_011017-RA
HoiH23_PlH23_006689	HoiH23_PlH23_006689-RA
HoiH23_PlH23_004329	HoiH23_PlH23_004329-RA
HoiH23_PlH23_006791	HoiH23_PlH23_006791-RA
HoiH23_orphan_3114	HoiH23_orphan_3114
HoiH23_PlH23_001197	HoiH23_PlH23_001197-RA
HoiH23_PlH23_004325	HoiH23_PlH23_004325-RA
HoiH23_hyp_clust5206b	HoiH23_hyp_clust5206b.t1
HoiH23_PlH23_009900	HoiH23_PlH23_009900-RA
HoiH23_PlH23_005648	HoiH23_PlH23_005648-RA
HoiH23_orphan_1165	HoiH23_orphan_1165
HoiH23_PlH23_002989	HoiH23_PlH23_002989-RA
HoiH23_PlH23_011319	HoiH23_PlH23_011319-RA
HoiH23_PlH23_008790	HoiH23_PlH23_008790-RA
HoiH23_PlH23_005635	HoiH23_PlH23_005635-RA
HoiH23_PlH23_010892	HoiH23_PlH23_010892-RA
HoiH23_PlH23_000947	HoiH23_PlH23_000947-RA
HoiH23_PlH23_006790	HoiH23_PlH23_006790-RA
HoiH23_PlH23_001471	HoiH23_PlH23_001471-RA
HoiH23_PlH23_008890	HoiH23_PlH23_008890-RA
HoiH23_PlH23_005572	HoiH23_PlH23_005572-RA
HoiH23_orphan_3040	HoiH23_orphan_3040
HoiH23_PlH23_006035	HoiH23_PlH23_006035-RA
HoiH23_PlH23_004957	HoiH23_PlH23_004957-RA
HoiH23_PlH23_001282	HoiH23_PlH23_001282-RA
HoiH23_PlH23_002085	HoiH23_PlH23_002085-RA
HoiH23_PlH23_008158	HoiH23_PlH23_008158-RA
HoiH23_PlH23_011605	HoiH23_PlH23_011605-RA
HoiH23_PlH23_001648	HoiH23_PlH23_001648-RA
HoiH23_PlH23_008669	HoiH23_PlH23_008669-RA
HoiH23_PlH23_010130	HoiH23_PlH23_010130-RA
HoiH23_PlH23_003843	HoiH23_PlH23_003843-RA
HoiH23_PlH23_004601	HoiH23_PlH23_004601-RA
HoiH23_PlH23_006364	HoiH23_PlH23_006364-RA
HoiH23_PlH23_004714	HoiH23_PlH23_004714-RA
HoiH23_PlH23_000021	HoiH23_PlH23_000021-RA
HoiH23_PlH23_004119	HoiH23_PlH23_004119-RA
HoiH23_PlH23_005858	HoiH23_PlH23_005858-RA
HoiH23_PlH23_008059	HoiH23_PlH23_008059-RA
HoiH23_PlH23_011920	HoiH23_PlH23_011920-RA
HoiH23_PlH23_008834	HoiH23_PlH23_008834-RA
HoiH23_PlH23_003953	HoiH23_PlH23_003953-RA
HoiH23_PlH23_003643	HoiH23_PlH23_003643-RA
HoiH23_PlH23_004715	HoiH23_PlH23_004715-RA
HoiH23_PlH23_009356	HoiH23_PlH23_009356-RA
HoiH23_PlH23_007151	HoiH23_PlH23_007151-RA
HoiH23_orphan_3183	HoiH23_orphan_3183
HoiH23_PlH23_001185	HoiH23_PlH23_001185-RA
HoiH23_PlH23_005462	HoiH23_PlH23_005462-RA
HoiH23_PlH23_004716	HoiH23_PlH23_004716-RA
HoiH23_PlH23_000250	HoiH23_PlH23_000250-RA
HoiH23_orphan_1770	HoiH23_orphan_1770
HoiH23_PlH23_008441	HoiH23_PlH23_008441-RA
HoiH23_PlH23_001626	HoiH23_PlH23_001626-RA
HoiH23_PlH23_010275	HoiH23_PlH23_010275-RA
HoiH23_PlH23_005651	HoiH23_PlH23_005651-RA
HoiH23_PlH23_006629	HoiH23_PlH23_006629-RA
HoiH23_PlH23_005541	HoiH23_PlH23_005541-RA
HoiH23_orphan_2750	HoiH23_orphan_2750
HoiH23_PlH23_011118	HoiH23_PlH23_011118-RA
HoiH23_PlH23_004446	HoiH23_PlH23_004446-RA
HoiH23_PlH23_007020	HoiH23_PlH23_007020-RA
HoiH23_PlH23_003337	HoiH23_PlH23_003337-RA
HoiH23_PlH23_011751	HoiH23_PlH23_011751-RA
HoiH23_PlH23_005089	HoiH23_PlH23_005089-RA
HoiH23_PlH23_010306	HoiH23_PlH23_010306-RA
HoiH23_PlH23_006662	HoiH23_PlH23_006662-RA
HoiH23_PlH23_005192	HoiH23_PlH23_005192-RA
HoiH23_PlH23_004328	HoiH23_PlH23_004328-RA
HoiH23_PlH23_008243	HoiH23_PlH23_008243-RA
HoiH23_PlH23_003289	HoiH23_PlH23_003289-RA
HoiH23_PlH23_001174	HoiH23_PlH23_001174-RA
HoiH23_PlH23_009075	HoiH23_PlH23_009075-RA
HoiH23_PlH23_007751	HoiH23_PlH23_007751-RA
HoiH23_PlH23_006079	HoiH23_PlH23_006079-RA
HoiH23_PlH23_005647	HoiH23_PlH23_005647-RA
HoiH23_PlH23_007916	HoiH23_PlH23_007916-RA
HoiH23_PlH23_005096	HoiH23_PlH23_005096-RA
HoiH23_PlH23_006064	HoiH23_PlH23_006064-RA
HoiH23_PlH23_000949	HoiH23_PlH23_000949-RA
HoiH23_PlH23_008382	HoiH23_PlH23_008382-RA
HoiH23_PlH23_010001	HoiH23_PlH23_010001-RA
HoiH23_orphan_2048	HoiH23_orphan_2048
HoiH23_PlH23_001078	HoiH23_PlH23_001078-RA
HoiH23_PlH23_010722	HoiH23_PlH23_010722-RA
HoiH23_PlH23_002502	HoiH23_PlH23_002502-RA
HoiH23_PlH23_001470	HoiH23_PlH23_001470-RA
HoiH23_PlH23_007850	HoiH23_PlH23_007850-RA
HoiH23_PlH23_007455	HoiH23_PlH23_007455-RA
HoiH23_PlH23_009717	HoiH23_PlH23_009717-RA
HoiH23_PlH23_008479	HoiH23_PlH23_008479-RA
HoiH23_PlH23_008876	HoiH23_PlH23_008876-RA
HoiH23_PlH23_005043	HoiH23_PlH23_005043-RA
HoiH23_PlH23_005015	HoiH23_PlH23_005015-RA
HoiH23_orphan_706	HoiH23_orphan_706
HoiH23_PlH23_011870	HoiH23_PlH23_011870-RA
HoiH23_PlH23_008134	HoiH23_PlH23_008134-RA
HoiH23_orphan_2585	HoiH23_orphan_2585
HoiH23_PlH23_008675	HoiH23_PlH23_008675-RA
HoiH23_PlH23_007023	HoiH23_PlH23_007023-RA
HoiH23_PlH23_007099	HoiH23_PlH23_007099-RA
HoiH23_PlH23_003665	HoiH23_PlH23_003665-RA
HoiH23_PlH23_009734	HoiH23_PlH23_009734-RA
HoiH23_PlH23_000711	HoiH23_PlH23_000711-RA
HoiH23_PlH23_001337	HoiH23_PlH23_001337-RA
HoiH23_PlH23_011030	HoiH23_PlH23_011030-RA
HoiH23_PlH23_003850	HoiH23_PlH23_003850-RA
HoiH23_PlH23_002051	HoiH23_PlH23_002051-RA
HoiH23_PlH23_000948	HoiH23_PlH23_000948-RA
HoiH23_PlH23_003249	HoiH23_PlH23_003249-RA
HoiH23_PlH23_008887	HoiH23_PlH23_008887-RA
HoiH23_PlH23_003128	HoiH23_PlH23_003128-RA
HoiH23_PlH23_006465	HoiH23_PlH23_006465-RA
HoiH23_PlH23_004358	HoiH23_PlH23_004358-RA
HoiH23_PlH23_004243	HoiH23_PlH23_004243-RA
HoiH23_PlH23_007634	HoiH23_PlH23_007634-RA
HoiH23_PlH23_000043	HoiH23_PlH23_000043-RA
HoiH23_orphan_2773	HoiH23_orphan_2773
HoiH23_PlH23_001008	HoiH23_PlH23_001008-RA
HoiH23_PlH23_007149	HoiH23_PlH23_007149-RA
HoiH23_PlH23_006963	HoiH23_PlH23_006963-RA
HoiH23_PlH23_005269	HoiH23_PlH23_005269-RA
HoiH23_PlH23_003717	HoiH23_PlH23_003717-RA
HoiH23_PlH23_007473	HoiH23_PlH23_007473-RA
HoiH23_PlH23_008590	HoiH23_PlH23_008590-RA
HoiH23_PlH23_011193	HoiH23_PlH23_011193-RA
HoiH23_PlH23_003910	HoiH23_PlH23_003910-RA
HoiH23_PlH23_003288	HoiH23_PlH23_003288-RA
HoiH23_PlH23_003888	HoiH23_PlH23_003888-RA
HoiH23_PlH23_008725	HoiH23_PlH23_008725-RA
HoiH23_PlH23_004791	HoiH23_PlH23_004791-RA
HoiH23_PlH23_011711	HoiH23_PlH23_011711-RA
HoiH23_PlH23_011738	HoiH23_PlH23_011738-RA
HoiH23_PlH23_001553	HoiH23_PlH23_001553-RA
HoiH23_PlH23_001502	HoiH23_PlH23_001502-RA
HoiH23_PlH23_001212	HoiH23_PlH23_001212-RA
HoiH23_PlH23_001357	HoiH23_PlH23_001357-RA
HoiH23_PlH23_004289	HoiH23_PlH23_004289-RA
HoiH23_PlH23_005268	HoiH23_PlH23_005268-RA
HoiH23_PlH23_008889	HoiH23_PlH23_008889-RA
HoiH23_PlH23_004035	HoiH23_PlH23_004035-RA
HoiH23_PlH23_005623	HoiH23_PlH23_005623-RA
HoiH23_PlH23_011894	HoiH23_PlH23_011894-RA
HoiH23_PlH23_003070	HoiH23_PlH23_003070-RA
HoiH23_PlH23_006459	HoiH23_PlH23_006459-RA
HoiH23_PlH23_011382	HoiH23_PlH23_011382-RA
HoiH23_PlH23_008892	HoiH23_PlH23_008892-RA
HoiH23_PlH23_008341	HoiH23_PlH23_008341-RA
HoiH23_orphan_2189	HoiH23_orphan_2189
HoiH23_PlH23_001956	HoiH23_PlH23_001956-RA
HoiH23_PlH23_010758	HoiH23_PlH23_010758-RA
HoiH23_orphan_546	HoiH23_orphan_546
HoiH23_PlH23_004425	HoiH23_PlH23_004425-RA
HoiH23_PlH23_011093	HoiH23_PlH23_011093-RA
HoiH23_PlH23_004507	HoiH23_PlH23_004507-RA
HoiH23_PlH23_000910	HoiH23_PlH23_000910-RA
HoiH23_orphan_289	HoiH23_orphan_289
HoiH23_orphan_2482	HoiH23_orphan_2482
HoiH23_PlH23_000974	HoiH23_PlH23_000974-RA
HoiH23_PlH23_011829	HoiH23_PlH23_011829-RA
HoiH23_PlH23_001503	HoiH23_PlH23_001503-RA
HoiH23_PlH23_006458	HoiH23_PlH23_006458-RA
HoiH23_PlH23_001240	HoiH23_PlH23_001240-RA
HoiH23_PlH23_000035	HoiH23_PlH23_000035-RA
HoiH23_PlH23_006660	HoiH23_PlH23_006660-RA
HoiH23_PlH23_001096	HoiH23_PlH23_001096-RA
HoiH23_PlH23_005456	HoiH23_PlH23_005456-RA
HoiH23_PlH23_011512	HoiH23_PlH23_011512-RA
HoiH23_PlH23_007424	HoiH23_PlH23_007424-RA
HoiH23_PlH23_002950	HoiH23_PlH23_002950-RA
HoiH23_PlH23_007599	HoiH23_PlH23_007599-RA
HoiH23_PlH23_002281	HoiH23_PlH23_002281-RA
HoiH23_PlH23_008440	HoiH23_PlH23_008440-RA
HoiH23_PlH23_007075	HoiH23_PlH23_007075-RA
HoiH23_orphan_2465	HoiH23_orphan_2465
HoiH23_PlH23_007076	HoiH23_PlH23_007076-RA
HoiH23_PlH23_004440	HoiH23_PlH23_004440-RA
HoiH23_PlH23_011750	HoiH23_PlH23_011750-RA
HoiH23_PlH23_006445	HoiH23_PlH23_006445-RA
HoiH23_PlH23_002420	HoiH23_PlH23_002420-RA
HoiH23_orphan_3109	HoiH23_orphan_3109
HoiH23_PlH23_007894	HoiH23_PlH23_007894-RA
HoiH23_orphan_3105	HoiH23_orphan_3105
HoiH23_orphan_2362	HoiH23_orphan_2362
HoiH23_PlH23_008786	HoiH23_PlH23_008786-RA
HoiH23_PlH23_001018	HoiH23_PlH23_001018-RA
