gene	orthogroup	species
Nvec_v1g134245	OG_8458	Nvec
Hvul_g15081_1	OG_8458	Hvul
Mlei_ML0490.g6.i1	OG_8458	Mlei
Mlei_ML0493.g13.i1	OG_8459	Mlei
Dmel_FBtr0334636	OG_8464	Dmel
Mmus_ENSMUST00000047408	OG_8465	Mmus
Mmus_ENSMUST00000087689	OG_8465	Mmus
TrH2_TrispH2_000543-RA	OG_8469	TrH2
HoiH23_PlH23_007754-RA	OG_8469	HoiH23
Tadh_TriadT55669	OG_8470	Tadh
Dmel_FBtr0113417	OG_8475	Dmel
Mlei_ML2825.g27.i1	OG_8483	Mlei
TrH2_TrispH2_006743-RA	OG_8484	TrH2
TrH2_TrispH2_011487-RA	OG_8484	TrH2
Hhon_g07341.t1	OG_8484	Hhon
Hhon_g07343.t1	OG_8484	Hhon
HoiH23_PlH23_009665-RA	OG_8484	HoiH23
HoiH23_PlH23_009661-RA	OG_8484	HoiH23
HoiH23_PlH23_009667-RA	OG_8484	HoiH23
Dmel_FBtr0347001	OG_8484	Dmel
Tadh_TriadT55277	OG_8487	Tadh
TrH2_TrispH2_001777-RA	OG_8487	TrH2
Hhon_g02132.t1	OG_8487	Hhon
HoiH23_PlH23_005464-RA	OG_8487	HoiH23
Spis_XP_022805080_1	OG_8487	Spis
Mmus_ENSMUST00000075738	OG_8490	Mmus
HoiH23_PlH23_005053-RA	OG_8493	HoiH23
Dmel_FBtr0083786	OG_8494	Dmel
Tadh_TriadT58035	OG_8509	Tadh
Tadh_TriadT58036	OG_8509	Tadh
TrH2_TrispH2_000505-RA	OG_8509	TrH2
Hhon_g00183.t1	OG_8509	Hhon
HoiH23_PlH23_003154-RA	OG_8509	HoiH23
Dmel_FBtr0336940	OG_8516	Dmel
Mlei_ML1311.g38.i1	OG_8516	Mlei
Mmus_ENSMUST00000065797	OG_8521	Mmus
Dmel_FBtr0079287	OG_8521	Dmel
Mlei_ML0711.g43.i1	OG_8521	Mlei
Mlei_ML2044.g6.i1	OG_8521	Mlei
Tadh_wf_g7405.t1	OG_8522	Tadh
TrH2_TrispH2_010230-RA	OG_8522	TrH2
HoiH23_PlH23_003488-RA	OG_8522	HoiH23
Spis_XP_022800087_1	OG_8522	Spis
Mlei_ML2825.g17.i1	OG_8524	Mlei
Dmel_FBtr0080702	OG_8530	Dmel
Mmus_ENSMUST00000102843	OG_8535	Mmus
Mmus_ENSMUST00000078505	OG_8535	Mmus
Mmus_ENSMUST00000065304	OG_8535	Mmus
Nvec_v1g139520	OG_8535	Nvec
Nvec_v1g245712	OG_8535	Nvec
Hvul_g26469_1	OG_8535	Hvul
Spis_XP_022792444_1	OG_8535	Spis
HoiH23_PlH23_000654-RA	OG_8538	HoiH23
Mmus_ENSMUST00000029046	OG_8538	Mmus
Mmus_ENSMUST00000070532	OG_8538	Mmus
Mlei_ML0021.g8.i1	OG_8555	Mlei
Mlei_ML2746.g8.i1	OG_8555	Mlei
TrH2_TrispH2_009810-RA	OG_8572	TrH2
Hhon_g05183.t1	OG_8572	Hhon
HoiH23_PlH23_001259-RA	OG_8572	HoiH23
Dmel_FBtr0080700	OG_8572	Dmel
Tadh_TriadT52634	OG_8578	Tadh
TrH2_TrispH2_007203-RA	OG_8578	TrH2
Hhon_g06034.t1	OG_8578	Hhon
HoiH23_PlH23_009805-RA	OG_8578	HoiH23
Tadh_wf_g4950.t1	OG_8588	Tadh
TrH2_TrispH2_008967-RA	OG_8588	TrH2
TrH2_TrispH2_001852-RA	OG_8590	TrH2
TrH2_TrispH2_001872-RA	OG_8591	TrH2
HoiH23_PlH23_002676-RA	OG_8591	HoiH23
Nvec_v1g30522	OG_8596	Nvec
HoiH23_PlH23_010212-RA	OG_8600	HoiH23
TrH2_TrispH2_008448-RA	OG_8604	TrH2
Hhon_g06071.t1	OG_8606	Hhon
HoiH23_PlH23_010869-RA	OG_8606	HoiH23
Hhon_g06069.t1	OG_8607	Hhon
HoiH23_PlH23_010866-RA	OG_8607	HoiH23
Mmus_ENSMUST00000084949	OG_8610	Mmus
Hhon_g00236.t1	OG_8611	Hhon
HoiH23_PlH23_003206-RA	OG_8611	HoiH23
Tadh_TriadT58209	OG_8612	Tadh
TrH2_TrispH2_000673-RA	OG_8612	TrH2
Hhon_g00018.t1	OG_8612	Hhon
HoiH23_PlH23_008523-RA	OG_8612	HoiH23
Tadh_TriadT58533	OG_8613	Tadh
TrH2_TrispH2_010238-RA	OG_8613	TrH2
Hhon_g02232.t1	OG_8613	Hhon
HoiH23_PlH23_003481-RA	OG_8613	HoiH23
Dmel_FBtr0474158	OG_8613	Dmel
Hvul_g18711_1	OG_8613	Hvul
Spis_XP_022805062_1	OG_8613	Spis
Mlei_ML0336.g9.i1	OG_8613	Mlei
Tadh_TriadT59646	OG_8618	Tadh
TrH2_TrispH2_006949-RA	OG_8618	TrH2
Mmus_ENSMUST00000061620	OG_8618	Mmus
Dmel_FBtr0330111	OG_8618	Dmel
TrH2_TrispH2_002938-RA	OG_8625	TrH2
Hhon_g07380.t1	OG_8625	Hhon
Mmus_ENSMUST00000028767	OG_8629	Mmus
Tadh_TriadT59844	OG_8642	Tadh
TrH2_TrispH2_000429-RA	OG_8642	TrH2
Hhon_g10567.t1	OG_8642	Hhon
HoiH23_PlH23_009723-RA	OG_8642	HoiH23
Mmus_ENSMUST00000028639	OG_8642	Mmus
Dmel_FBtr0082255	OG_8642	Dmel
Nvec_v1g119733	OG_8642	Nvec
Spis_XP_022779483_1	OG_8642	Spis
Mmus_ENSMUST00000036493	OG_8643	Mmus
Mmus_ENSMUST00000102858	OG_8643	Mmus
Dmel_FBtr0089510	OG_8643	Dmel
Nvec_v1g186331	OG_8643	Nvec
Hvul_g6318_1	OG_8643	Hvul
Mlei_ML1417.g58.i1	OG_8643	Mlei
TrH2_TrispH2_002929-RA	OG_8649	TrH2
Mmus_ENSMUST00000103110	OG_8649	Mmus
Spis_XP_022802665_1	OG_8671	Spis
Hvul_g1347_1	OG_8682	Hvul
Dmel_FBtr0082295	OG_8688	Dmel
Tadh_TriadT60986	OG_8689	Tadh
Hhon_g05472.t1	OG_8689	Hhon
Hhon_g03356.t1	OG_8694	Hhon
HoiH23_PlH23_007135-RA	OG_8694	HoiH23
Dmel_FBtr0342842	OG_8694	Dmel
Tadh_TriadT33370	OG_8702	Tadh
HoiH23_PlH23_004437-RA	OG_8708	HoiH23
Hvul_g22626_1	OG_8709	Hvul
Spis_XP_022802003_1	OG_8709	Spis
Dmel_FBtr0088218	OG_8713	Dmel
HoiH23_PlH23_003390-RA	OG_8720	HoiH23
Mmus_ENSMUST00000077458	OG_8721	Mmus
Mlei_ML1612.g2.i1	OG_8727	Mlei
Mmus_ENSMUST00000037942	OG_8736	Mmus
Mmus_ENSMUST00000112480	OG_8739	Mmus
Dmel_FBtr0299539	OG_8739	Dmel
Mmus_ENSMUST00000031538	OG_8744	Mmus
HoiH23_PlH23_001820-RA	OG_8752	HoiH23
Tadh_TriadT60738	OG_8756	Tadh
Hhon_g07181.t1	OG_8756	Hhon
HoiH23_PlH23_010087-RA	OG_8756	HoiH23
Tadh_TriadT61920	OG_8776	Tadh
TrH2_TrispH2_004978-RA	OG_8776	TrH2
Hvul_g32858_1	OG_8776	Hvul
HoiH23_PlH23_006175-RA	OG_8777	HoiH23
Mmus_ENSMUST00000004051	OG_8777	Mmus
Mmus_ENSMUST00000023024	OG_8777	Mmus
Mmus_ENSMUST00000080885	OG_8777	Mmus
Dmel_FBtr0076780	OG_8777	Dmel
HoiH23_PlH23_002891-RA	OG_8779	HoiH23
Mmus_ENSMUST00000033915	OG_8795	Mmus
Mmus_ENSMUST00000033800	OG_8795	Mmus
Mmus_ENSMUST00000112229	OG_8795	Mmus
Nvec_v1g239118	OG_8844	Nvec
Spis_XP_022800890_1	OG_8844	Spis
Nvec_NVE8353	OG_8864	Nvec
Nvec_v1g201379	OG_8877	Nvec
Spis_XP_022795188_1	OG_8877	Spis
Nvec_NVE6868	OG_8886	Nvec
Spis_XP_022782220_1	OG_8886	Spis
Nvec_v1g202060	OG_8896	Nvec
Nvec_v1g240916	OG_8910	Nvec
Dmel_FBtr0474175	OG_8912	Dmel
Hvul_g11444_1	OG_8914	Hvul
Spis_XP_022801070_1	OG_8924	Spis
Nvec_NVE17610	OG_8934	Nvec
Nvec_NVE18775	OG_8948	Nvec
Spis_XP_022794146_1	OG_8954	Spis
Nvec_NVE19955	OG_8963	Nvec
Spis_XP_022779971_1	OG_9017	Spis
Mmus_ENSMUST00000120229	OG_9025	Mmus
Mmus_ENSMUST00000103045	OG_9025	Mmus
Mmus_ENSMUST00000029002	OG_9025	Mmus
Mmus_ENSMUST00000030636	OG_9025	Mmus
Dmel_FBtr0304908	OG_9025	Dmel
Nvec_v1g244223	OG_9043	Nvec
Spis_XP_022785520_1	OG_9043	Spis
Nvec_v1g245824	OG_9094	Nvec
Spis_XP_022801475_1	OG_9095	Spis
Tadh_TriadT52457	OG_9138	Tadh
TrH2_TrispH2_000111-RA	OG_9138	TrH2
Hhon_g06160.t1	OG_9138	Hhon
HoiH23_PlH23_001895-RA	OG_9138	HoiH23
Nvec_v1g247740	OG_9146	Nvec
TrH2_TrispH2_010924-RA	OG_9160	TrH2
Hhon_g10615.t1	OG_9160	Hhon
HoiH23_PlH23_008839-RA	OG_9160	HoiH23
Mmus_ENSMUST00000239475	OG_9160	Mmus
Dmel_FBtr0308859	OG_9160	Dmel
Mmus_ENSMUST00000022040	OG_9177	Mmus
Dmel_FBtr0076795	OG_9240	Dmel
Mmus_ENSMUST00000027587	OG_9244	Mmus
Mmus_ENSMUST00000096029	OG_9260	Mmus
Mmus_ENSMUST00000212960	OG_9260	Mmus
Dmel_FBtr0334559	OG_9260	Dmel
Mmus_ENSMUST00000046373	OG_9261	Mmus
Mmus_ENSMUST00000021226	OG_9278	Mmus
Mmus_ENSMUST00000094639	OG_9280	Mmus
Mmus_ENSMUST00000064762	OG_9280	Mmus
Dmel_FBtr0112628	OG_9280	Dmel
Dmel_FBtr0331503	OG_9283	Dmel
Hhon_g04701.t1	OG_9286	Hhon
Hvul_g16491_1	OG_9287	Hvul
Hhon_g06671.t1	OG_9288	Hhon
Dmel_FBtr0073842	OG_9311	Dmel
Mmus_ENSMUST00000067491	OG_9313	Mmus
Mmus_ENSMUST00000018122	OG_9313	Mmus
Dmel_FBtr0307333	OG_9313	Dmel
Mlei_ML1311.g14.i1	OG_9313	Mlei
Hhon_g05752.t1	OG_9318	Hhon
HoiH23_PlH23_004804-RA	OG_9318	HoiH23
Dmel_FBtr0340678	OG_9325	Dmel
Dmel_FBtr0347415	OG_9345	Dmel
Dmel_FBtr0445191	OG_9345	Dmel
Nvec_v1g201686	OG_9348	Nvec
Nvec_v1g92483	OG_9348	Nvec
TrH2_TrispH2_009192-RA	OG_9375	TrH2
HoiH23_PlH23_001094-RA	OG_9393	HoiH23
Mmus_ENSMUST00000051234	OG_9403	Mmus
Dmel_FBtr0074695	OG_9436	Dmel
HoiH23_PlH23_009385-RA	OG_9442	HoiH23
Mmus_ENSMUST00000102560	OG_9445	Mmus
Tadh_wf_g150.t1	OG_9447	Tadh
TrH2_TrispH2_009940-RA	OG_9447	TrH2
Hhon_g08557.t1	OG_9447	Hhon
HoiH23_PlH23_008069-RA	OG_9447	HoiH23
HoiH23_PlH23_002361-RA	OG_9447	HoiH23
Hvul_g29976_1	OG_9448	Hvul
Mmus_ENSMUST00000055262	OG_9455	Mmus
Hhon_g00551.t1	OG_9460	Hhon
Mmus_ENSMUST00000097724	OG_9478	Mmus
Dmel_FBtr0114453	OG_9487	Dmel
Dmel_FBtr0084036	OG_9488	Dmel
Nvec_v1g248425	OG_9501	Nvec
Dmel_FBtr0085494	OG_9510	Dmel
Tadh_wf_g4585.t1	OG_9528	Tadh
Hhon_g00974.t1	OG_9528	Hhon
HoiH23_PlH23_001641-RA	OG_9528	HoiH23
Tadh_TriadT38529	OG_9562	Tadh
HoiH23_PlH23_004306-RA	OG_9562	HoiH23
Spolac_c103838_g4	OG_9570	Spolac
Spis_XP_022800009_1	OG_9592	Spis
HoiH23_PlH23_005848-RA	OG_9596	HoiH23
Dmel_FBtr0087408	OG_9596	Dmel
Tadh_TriadT37901	OG_9602	Tadh
Mmus_ENSMUST00000032264	OG_9602	Mmus
Tadh_TriadT35852	OG_9604	Tadh
Hhon_g08214.t1	OG_9604	Hhon
Hvul_g33689_1	OG_9604	Hvul
Hhon_g08248.t1	OG_9610	Hhon
Spis_XP_022795443_1	OG_9612	Spis
Spis_XP_022806882_1	OG_9615	Spis
TrH2_TrispH2_001142-RA	OG_9622	TrH2
Mmus_ENSMUST00000087600	OG_9624	Mmus
Mmus_ENSMUST00000036161	OG_9628	Mmus
Mmus_ENSMUST00000112862	OG_9632	Mmus
Mmus_ENSMUST00000161401	OG_9633	Mmus
Spolac_c104863_g2	OG_9633	Spolac
TrH2_TrispH2_009344-RA	OG_9635	TrH2
HoiH23_PlH23_006555-RA	OG_9635	HoiH23
Mmus_ENSMUST00000074468	OG_9642	Mmus
Dmel_FBtr0299633	OG_9650	Dmel
Mmus_ENSMUST00000027853	OG_9654	Mmus
Mmus_ENSMUST00000099172	OG_9669	Mmus
Mmus_ENSMUST00000028102	OG_9669	Mmus
HoiH23_PlH23_001320-RA	OG_9671	HoiH23
HoiH23_PlH23_002992-RA	OG_9678	HoiH23
Mlei_ML3116.g31.i1	OG_9680	Mlei
HoiH23_PlH23_001890-RA	OG_9684	HoiH23
Mmus_ENSMUST00000053183	OG_9685	Mmus
Hhon_g02256.t1	OG_9712	Hhon
Mmus_ENSMUST00000026196	OG_9714	Mmus
Mmus_ENSMUST00000190723	OG_9728	Mmus
Mmus_ENSMUST00000238956	OG_9728	Mmus
Dmel_FBtr0087079	OG_9728	Dmel
TrH2_TrispH2_006198-RA	OG_9739	TrH2
HoiH23_PlH23_005750-RA	OG_9739	HoiH23
Mlei_ML0091.g23.i1	OG_9739	Mlei
Tadh_TriadT22195	OG_9742	Tadh
HoiH23_PlH23_000883-RA	OG_9742	HoiH23
Mmus_ENSMUST00000230490	OG_9742	Mmus
Mmus_ENSMUST00000078324	OG_9742	Mmus
Dmel_FBtr0310279	OG_9742	Dmel
Nvec_v1g26196	OG_9742	Nvec
Hvul_g23284_1	OG_9742	Hvul
Mlei_ML0332.g33.i1	OG_9742	Mlei
Mlei_ML1112.g1.i1	OG_9742	Mlei
Mlei_ML2383.g6.i1	OG_9742	Mlei
Mmus_ENSMUST00000223787	OG_9743	Mmus
Hvul_g4828_1	OG_9745	Hvul
Mmus_ENSMUST00000043313	OG_9750	Mmus
Mmus_ENSMUST00000025019	OG_9761	Mmus
Mmus_ENSMUST00000031654	OG_9766	Mmus
Spis_XP_022786448_1	OG_9771	Spis
Mmus_ENSMUST00000022894	OG_9776	Mmus
Mmus_ENSMUST00000018470	OG_9776	Mmus
Mmus_ENSMUST00000019109	OG_9776	Mmus
Mmus_ENSMUST00000055808	OG_9776	Mmus
HoiH23_PlH23_011929-RA	OG_9779	HoiH23
Hhon_g06625.t1	OG_9784	Hhon
HoiH23_PlH23_006491-RA	OG_9785	HoiH23
Hvul_g5288_1	OG_9790	Hvul
Hhon_g06226.t1	OG_9804	Hhon
Mmus_ENSMUST00000044051	OG_9806	Mmus
Tadh_TriadT62809	OG_9815	Tadh
Tadh_TriadT54910	OG_9815	Tadh
Tadh_TriadT63797	OG_9815	Tadh
TrH2_TrispH2_007511-RA	OG_9815	TrH2
TrH2_TrispH2_007514-RA	OG_9815	TrH2
Hhon_g11866.t1	OG_9815	Hhon
Mmus_ENSMUST00000079464	OG_9815	Mmus
Mmus_ENSMUST00000077577	OG_9815	Mmus
Mmus_ENSMUST00000097014	OG_9815	Mmus
Nvec_v1g182198	OG_9815	Nvec
Nvec_v1g186216	OG_9815	Nvec
Nvec_v1g202466	OG_9815	Nvec
Nvec_v1g234521	OG_9815	Nvec
Nvec_v1g235000	OG_9815	Nvec
Nvec_v1g244590	OG_9815	Nvec
Hvul_g24271_1	OG_9815	Hvul
Hvul_g28847_1	OG_9815	Hvul
Hvul_g28849_1	OG_9815	Hvul
Hvul_g33076_1	OG_9815	Hvul
Mlei_ML1037.g4.i1	OG_9815	Mlei
Mlei_ML1037.g5.i1	OG_9815	Mlei
Mlei_ML1037.g7.i1	OG_9815	Mlei
Mlei_ML2083.g1.i1	OG_9815	Mlei
Tadh_TriadT34826	OG_9816	Tadh
Hhon_g08415.t1	OG_9820	Hhon
HoiH23_PlH23_009139-RA	OG_9820	HoiH23
Mmus_ENSMUST00000167992	OG_9824	Mmus
Tadh_TriadT56081	OG_9827	Tadh
Hvul_g20044_1	OG_9827	Hvul
Mmus_ENSMUST00000041736	OG_9833	Mmus
Tadh_TriadT56369	OG_9835	Tadh
Mmus_ENSMUST00000021380	OG_9837	Mmus
Dmel_FBtr0310498	OG_9839	Dmel
Tadh_TriadT63191	OG_9841	Tadh
Mmus_ENSMUST00000035725	OG_9844	Mmus
Mmus_ENSMUST00000044148	OG_9845	Mmus
Hhon_g06530.t1	OG_9850	Hhon
HoiH23_PlH23_002609-RA	OG_9850	HoiH23
Mmus_ENSMUST00000072334	OG_9852	Mmus
Hhon_g02771.t1	OG_9856	Hhon
Dmel_FBtr0474156	OG_9858	Dmel
HoiH23_PlH23_008639-RA	OG_9865	HoiH23
Mmus_ENSMUST00000179521	OG_9865	Mmus
Mmus_ENSMUST00000042564	OG_9876	Mmus
Dmel_FBtr0474168	OG_9879	Dmel
Hvul_g24822_1	OG_9880	Hvul
Mlei_ML0864.g25.i1	OG_9884	Mlei
Mmus_ENSMUST00000027684	OG_9887	Mmus
Dmel_FBtr0113829	OG_9889	Dmel
Tadh_TriadT30191	OG_9893	Tadh
Dmel_FBtr0331717	OG_9893	Dmel
Hvul_g13135_1	OG_9893	Hvul
Hvul_g23916_1	OG_9899	Hvul
Dmel_FBtr0333888	OG_9901	Dmel
Tadh_TriadT24206	OG_9904	Tadh
Dmel_FBtr0340489	OG_9920	Dmel
Dmel_FBtr0076940	OG_9924	Dmel
Dmel_FBtr0083204	OG_9929	Dmel
Mlei_ML2213.g6.i1	OG_9929	Mlei
Mmus_ENSMUST00000059539	OG_9936	Mmus
Tadh_TriadT50106	OG_9937	Tadh
Mlei_ML0156.g8.i1	OG_9942	Mlei
HoiH23_PlH23_008607-RA	OG_9944	HoiH23
Tadh_TriadT63763	OG_9945	Tadh
TrH2_TrispH2_001287-RA	OG_9945	TrH2
Hhon_g05924.t1	OG_9945	Hhon
HoiH23_PlH23_000567-RA	OG_9945	HoiH23
Tadh_wf_g864.t1	OG_9946	Tadh
TrH2_TrispH2_008271-RA	OG_9946	TrH2
Dmel_FBtr0089332	OG_9946	Dmel
Mmus_ENSMUST00000004396	OG_9950	Mmus
Tadh_TriadT60218	OG_9953	Tadh
Mlei_ML3258.g1.i1	OG_9953	Mlei
Hvul_g15493_1	OG_9958	Hvul
Mmus_ENSMUST00000099276	OG_9962	Mmus
TrH2_TrispH2_008557-RA	OG_9965	TrH2
Hhon_g01061.t1	OG_9965	Hhon
HoiH23_PlH23_008188-RA	OG_9965	HoiH23
Hvul_g11091_1	OG_9965	Hvul
Dmel_FBtr0081990	OG_9975	Dmel
Dmel_FBtr0290310	OG_9983	Dmel
Mmus_ENSMUST00000023210	OG_9986	Mmus
Hhon_g08961.t1	OG_9989	Hhon
Dmel_FBtr0082865	OG_9993	Dmel
Mlei_ML0004.g1.i1	OG_9993	Mlei
TrH2_TrispH2_010534-RA	OG_9996	TrH2
Dmel_FBtr0080856	OG_9996	Dmel
Hvul_g26575_1	OG_10003	Hvul
Hhon_g01200.t1	OG_10013	Hhon
Mmus_ENSMUST00000014445	OG_10016	Mmus
Mmus_ENSMUST00000239432	OG_10030	Mmus
Tadh_TriadT24265	OG_10032	Tadh
TrH2_TrispH2_005337-RA	OG_10032	TrH2
Hhon_g00976.t1	OG_10032	Hhon
HoiH23_PlH23_001639-RA	OG_10032	HoiH23
Dmel_FBtr0075908	OG_10032	Dmel
Mmus_ENSMUST00000059305	OG_10035	Mmus
Hhon_g05897.t1	OG_10037	Hhon
Mmus_ENSMUST00000079086	OG_10037	Mmus
HoiH23_PlH23_005204-RA	OG_10042	HoiH23
Mmus_ENSMUST00000031131	OG_10057	Mmus
Hhon_g06396.t1	OG_10058	Hhon
Mmus_ENSMUST00000044475	OG_10058	Mmus
Nvec_v1g163275	OG_10059	Nvec
Mmus_ENSMUST00000022828	OG_10066	Mmus
Mmus_ENSMUST00000078139	OG_10067	Mmus
Mmus_ENSMUST00000031291	OG_10068	Mmus
Tadh_TriadT17177	OG_10075	Tadh
Dmel_FBtr0087010	OG_10075	Dmel
Hhon_g09132.t1	OG_10084	Hhon
TrH2_TrispH2_009664-RA	OG_10089	TrH2
Mmus_ENSMUST00000031037	OG_10089	Mmus
TrH2_TrispH2_002769-RA	OG_10092	TrH2
HoiH23_PlH23_001793-RA	OG_10092	HoiH23
Mmus_ENSMUST00000095767	OG_10092	Mmus
Nvec_v1g16815	OG_10092	Nvec
Spis_XP_022794506_1	OG_10092	Spis
HoiH23_PlH23_009595-RA	OG_10100	HoiH23
Dmel_FBtr0300400	OG_10106	Dmel
Mlei_ML0003.g16.i1	OG_10106	Mlei
TrH2_TrispH2_003129-RA	OG_10107	TrH2
Hhon_g03735.t1	OG_10107	Hhon
HoiH23_PlH23_009091-RA	OG_10107	HoiH23
HoiH23_PlH23_009092-RA	OG_10107	HoiH23
Mmus_ENSMUST00000028727	OG_10107	Mmus
Dmel_FBtr0111143	OG_10107	Dmel
Mlei_ML2685.g3.i1	OG_10107	Mlei
Dmel_FBtr0086025	OG_10111	Dmel
Dmel_FBtr0100543	OG_10118	Dmel
Hvul_g26526_1	OG_10119	Hvul
Mmus_ENSMUST00000103181	OG_10120	Mmus
Dmel_FBtr0076688	OG_10120	Dmel
Mmus_ENSMUST00000026459	OG_10126	Mmus
Mmus_ENSMUST00000021049	OG_10127	Mmus
Hhon_g10405.t1	OG_10129	Hhon
Tadh_TriadT64256	OG_10132	Tadh
Mmus_ENSMUST00000064517	OG_10132	Mmus
HoiH23_PlH23_010708-RA	OG_10133	HoiH23
Tadh_TriadT56783	OG_10138	Tadh
TrH2_TrispH2_008680-RA	OG_10138	TrH2
Hhon_g09830.t1	OG_10138	Hhon
HoiH23_PlH23_007842-RA	OG_10138	HoiH23
Mmus_ENSMUST00000181969	OG_10138	Mmus
Hvul_g23574_1	OG_10147	Hvul
Tadh_TriadT63532	OG_10150	Tadh
Tadh_TriadT52314	OG_10150	Tadh
TrH2_TrispH2_007004-RA	OG_10150	TrH2
TrH2_TrispH2_008669-RA	OG_10150	TrH2
TrH2_TrispH2_008670-RA	OG_10150	TrH2
Hhon_g02258.t1	OG_10150	Hhon
Hhon_g04061.t1	OG_10150	Hhon
Hhon_g04062.t1	OG_10150	Hhon
HoiH23_PlH23_000820-RA	OG_10150	HoiH23
HoiH23_PlH23_000821-RA	OG_10150	HoiH23
HoiH23_PlH23_000823-RA	OG_10150	HoiH23
Mlei_ML0802.g3.i1	OG_10150	Mlei
TrH2_TrispH2_008667-RA	OG_10151	TrH2
TrH2_TrispH2_008665-RA	OG_10151	TrH2
Hhon_g04066.t1	OG_10151	Hhon
Hhon_g04064.t1	OG_10151	Hhon
HoiH23_PlH23_000816-RA	OG_10151	HoiH23
Dmel_FBtr0110801	OG_10151	Dmel
Dmel_FBtr0472698	OG_10151	Dmel
Nvec_v1g102784	OG_10151	Nvec
Hvul_g28474_1	OG_10151	Hvul
Spis_XP_022795806_1	OG_10151	Spis
Tadh_TriadT28602	OG_10165	Tadh
TrH2_TrispH2_009583-RA	OG_10165	TrH2
HoiH23_PlH23_005554-RA	OG_10165	HoiH23
Mlei_ML0435.g9.i1	OG_10165	Mlei
Mmus_ENSMUST00000040402	OG_10167	Mmus
Tadh_TriadT58104	OG_10173	Tadh
TrH2_TrispH2_000573-RA	OG_10173	TrH2
Hhon_g09411.t1	OG_10175	Hhon
Mmus_ENSMUST00000047935	OG_10175	Mmus
HoiH23_PlH23_000048-RA	OG_10180	HoiH23
Hhon_g04716.t1	OG_10185	Hhon
Hvul_g11717_1	OG_10185	Hvul
Mmus_ENSMUST00000100334	OG_10191	Mmus
Nvec_v1g241158	OG_10192	Nvec
Mlei_ML1029.g5.i1	OG_10195	Mlei
Hhon_g08473.t1	OG_10198	Hhon
HoiH23_PlH23_006017-RA	OG_10198	HoiH23
Mmus_ENSMUST00000017534	OG_10198	Mmus
Mmus_ENSMUST00000087566	OG_10198	Mmus
Mmus_ENSMUST00000003038	OG_10206	Mmus
Mmus_ENSMUST00000203804	OG_10207	Mmus
Dmel_FBtr0112637	OG_10207	Dmel
TrH2_TrispH2_002744-RA	OG_10210	TrH2
Hhon_g00451.t1	OG_10210	Hhon
HoiH23_PlH23_009553-RA	OG_10210	HoiH23
Nvec_v1g166166	OG_10213	Nvec
Hvul_g6173_1	OG_10213	Hvul
Hhon_g00428.t1	OG_10224	Hhon
Hhon_g04792.t1	OG_10224	Hhon
Mmus_ENSMUST00000020896	OG_10224	Mmus
Dmel_FBtr0085082	OG_10224	Dmel
Tadh_TriadT23032	OG_10229	Tadh
TrH2_TrispH2_010302-RA	OG_10229	TrH2
Hhon_g00616.t1	OG_10229	Hhon
Mmus_ENSMUST00000023132	OG_10229	Mmus
Mmus_ENSMUST00000102653	OG_10229	Mmus
Dmel_FBtr0334138	OG_10229	Dmel
Mlei_ML1485.g25.i1	OG_10229	Mlei
Tadh_TriadT56411	OG_10233	Tadh
Mlei_ML0757.g3.i1	OG_10233	Mlei
Tadh_TriadT25747	OG_10234	Tadh
Hhon_g10210.t1	OG_10234	Hhon
HoiH23_PlH23_000242-RA	OG_10234	HoiH23
Hvul_g7491_1	OG_10235	Hvul
Mmus_ENSMUST00000051236	OG_10237	Mmus
TrH2_TrispH2_009738-RA	OG_10238	TrH2
Mmus_ENSMUST00000139395	OG_10239	Mmus
Tadh_TriadT56111	OG_10240	Tadh
TrH2_TrispH2_008953-RA	OG_10240	TrH2
HoiH23_PlH23_004764-RA	OG_10240	HoiH23
HoiH23_PlH23_004770-RA	OG_10240	HoiH23
Nvec_v1g169611	OG_10240	Nvec
Nvec_v1g234494	OG_10240	Nvec
Mlei_ML3565.g1.i1	OG_10240	Mlei
Hhon_g10361.t1	OG_10243	Hhon
Mlei_ML0180.g20.i1	OG_10245	Mlei
Hvul_g20465_1	OG_10247	Hvul
Tadh_TriadT23937	OG_10249	Tadh
TrH2_TrispH2_001521-RA	OG_10249	TrH2
HoiH23_PlH23_009515-RA	OG_10256	HoiH23
Hhon_g09422.t1	OG_10265	Hhon
Hhon_g05024.t1	OG_10266	Hhon
Hhon_g01230.t1	OG_10270	Hhon
Hhon_g04138.t1	OG_10273	Hhon
HoiH23_PlH23_003064-RA	OG_10273	HoiH23
Mmus_ENSMUST00000030763	OG_10278	Mmus
Dmel_FBtr0330068	OG_10278	Dmel
Tadh_TriadT63778	OG_10281	Tadh
Dmel_FBtr0332360	OG_10281	Dmel
Dmel_FBtr0331791	OG_10284	Dmel
Mmus_ENSMUST00000019354	OG_10286	Mmus
Mmus_ENSMUST00000239360	OG_10290	Mmus
Mmus_ENSMUST00000031003	OG_10290	Mmus
Tadh_TriadT63383	OG_10294	Tadh
TrH2_TrispH2_000391-RA	OG_10294	TrH2
HoiH23_PlH23_000446-RA	OG_10294	HoiH23
Mmus_ENSMUST00000067664	OG_10294	Mmus
Tadh_TriadT30170	OG_10295	Tadh
Hhon_g05791.t1	OG_10295	Hhon
HoiH23_PlH23_000450-RA	OG_10295	HoiH23
Hvul_g11658_1	OG_10295	Hvul
Mmus_ENSMUST00000112606	OG_10298	Mmus
