TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	13.713792	-2.410962
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_79	-0.866254	1.9662691
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_36	12.477095	-1.800116
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_61	0.011258332	0.787292
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_112	7.6404533	8.529773
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	28	batch2	Hhon	Hhon_208	-5.0049176	-11.467755
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_33	13.466368	-1.416599
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_45	13.460133	-1.1112669
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_240	-9.316647	-4.0497246
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_30	12.688896	-3.273944
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_243	-9.117742	-4.159775
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	-2.0724938	10.565037
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_199	3.9268668	13.055856
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_78	-0.6540882	1.978481
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_218	12.337103	19.26989
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_107	7.5256906	6.066322
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_107	7.464195	6.1630573
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_140	6.8953776	9.625629
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_69	-0.49608907	2.2915893
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_134	6.9408712	9.578422
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	Hhon	Hhon_245	1.1306391	-5.34526
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_143	7.430838	6.3428664
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_240	-9.313958	-4.0315156
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_78	-0.5707906	2.2309222
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_205	3.518687	11.997018
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	17.973005	17.71745
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_125	8.680042	9.2371645
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_42	13.633289	-1.3831254
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_36	12.259511	-1.8449496
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_91	0.3395516	0.29214254
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_24	9.952094	-11.652989
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	Hhon	Hhon_226	15.519574	-11.243633
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	18.016113	17.747765
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	1.9572306	10.452263
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_140	7.529385	9.65617
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_249	-4.9632263	-11.511369
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_119	8.329634	8.549494
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_91	8.053582	5.2933393
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_38	13.477776	-1.4499497
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_205	4.250462	12.770216
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_38	13.107134	-3.2659175
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_38	13.460666	-1.7106227
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_20	1.9809428	10.430436
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_249	-4.9517374	-11.539552
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	34	batch2	Hhon	Hhon_209	9.289972	23.170155
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_251	5.5055394	-6.968169
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_90	8.278975	5.77099
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.4101768	-7.937167
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	51	batch2	Hhon	Hhon_209	-1.7807524	-8.12815
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_18	1.6548651	10.28483
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_24	10.102417	-11.581137
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	2	batch2	Hhon	Hhon_46	12.69018	-2.4310684
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_4	-11.706196	3.437266
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	0	batch2	Hhon	Hhon_14	-12.464488	3.5582473
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_32	12.7835	-1.9595271
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_24	9.927618	-11.715537
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_74	0.6167106	1.8022933
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_71	-0.33108073	0.74594545
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.578469	12.275039
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_67	-0.26896563	1.9646832
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	4.4768414	12.868967
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_104	6.753001	6.8428016
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_200	4.0655127	12.860439
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_185	5.1454988	12.73611
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_114	6.967464	6.729144
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_188	3.8062572	12.901891
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_102	7.4384637	6.2455378
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_55	-1.8276098	1.421395
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_20	2.0617628	10.536876
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_127	8.642979	9.276784
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_134	8.246164	9.184776
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_102	7.171509	6.287383
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_218	12.348663	19.24857
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_240	-9.400124	-3.9184055
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	2.2187438	11.178723
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_44	13.867775	-2.4400408
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_32	13.2963085	-1.4455904
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_91	8.181035	5.3565507
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_10	-11.964342	3.3880124
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_223	-7.6775317	10.280863
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_42	13.893832	-1.8229659
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_124	8.425391	9.304447
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	2.3983762	-7.9226527
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-12.018713	3.4665196
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_44	13.780017	-2.195136
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_12	-12.311335	3.80508
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_122	7.0831966	9.272112
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_123	8.2361555	9.11102
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_63	0.13884014	0.56132793
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_106	8.7317095	5.4526696
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_206	3.910864	12.598018
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_248	-4.985473	-11.478513
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_207	3.6797006	12.336983
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_207	3.5281389	12.136196
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_199	3.817319	12.4396715
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	5.189255	12.269351
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_119	8.289058	8.655857
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_142	7.4878173	6.2498116
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_188	3.9641676	13.113096
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-11.654438	3.546848
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_66	-0.15193355	1.8204457
unassigned	unassigned	unassigned	gland_1	darkorange3	52	batch2	Hhon	Hhon_74	0.7500613	1.6918542
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_112	7.4972763	8.420506
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	Hhon	Hhon_97	8.169293	7.727092
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_77	-0.7208036	2.282469
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_205	4.485015	12.634454
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	2.403119	11.392379
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_250	5.2640185	-6.7287917
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_5	-11.728557	3.3248405
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_70	-0.6236232	2.3047762
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	27	batch2	Hhon	Hhon_122	11.270678	19.400656
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_124	8.511837	9.164964
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_133	8.016326	9.639786
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_4	-11.896529	3.458264
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_240	-9.388481	-4.089437
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_68	-0.020652177	1.200691
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_34	12.9776745	-1.9868845
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_20	2.1272383	10.769591
unassigned	unassigned	unassigned	epithelia_gland_like	orange	1	batch2	Hhon	Hhon_91	0.34076464	0.3008074
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_185	4.580477	12.9651985
unassigned	unassigned	unassigned	epithelia_gland_like	orange	23	batch2	Hhon	Hhon_105	9.194612	6.531431
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_233	-3.6342678	13.886023
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_180	6.45452	3.4654286
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_45	13.601458	-1.2321861
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_235	-5.9437222	-7.056294
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_128	8.2635765	9.273437
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_194	3.6211057	12.94018
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_109	7.5639153	7.9124494
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_73	-0.18318747	2.2901134
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_40	13.484326	-2.41672
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_34	13.791321	-1.6105294
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_78	-0.7308624	1.9003397
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_28	12.3854885	-1.8525962
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_249	-4.9900856	-11.510224
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-12.173019	3.4809282
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	4.5625243	12.865927
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_202	4.1236672	13.067563
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_234	-3.6092067	13.823484
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	41	batch2	Hhon	Hhon_21	-3.7914376	10.951849
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.4776738	12.056911
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_93	8.1217985	5.8476944
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	3.2594888	11.963149
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_224	-8.458154	1.0513021
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_77	-0.6080306	1.8546752
unassigned	unassigned	unassigned	epithelia_gland_like	orange	23	batch2	Hhon	Hhon_105	9.241986	6.6328034
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_236	-5.968135	-7.056909
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_113	7.8070283	8.132292
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_63	0.2769685	0.5122249
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	13.793288	-2.562356
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_106	8.105511	5.8676333
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	13.808449	-2.8051627
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	1.9970022	10.4491205
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_115	7.253147	8.620365
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	Hhon	Hhon_85	8.201983	5.554311
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_202	4.214032	12.987729
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_37	13.107689	-1.6326766
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_17	1.7558594	10.200103
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_34	13.772054	-1.6620886
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_228	-9.828956	-8.497722
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_13	-11.666582	3.5610347
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_200	4.161595	12.849165
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	44	batch2	Hhon	Hhon_124	15.977098	-7.9650755
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_39	13.522654	-1.2439468
unassigned	unassigned	unassigned	gland_1_like	darkorange3	45	batch2	Hhon	Hhon_87	1.6999907	12.655903
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-11.335582	4.2206383
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_10	-11.669224	3.928014
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_205	4.2112675	12.57956
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_67	-0.1333721	1.9235513
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	9.909999	-11.659186
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_131	7.2547164	8.993578
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_70	-0.9169698	2.3282623
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_39	13.72857	-1.6632351
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_106	7.4990096	6.1757283
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-11.536864	3.4437568
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_198	3.9042575	12.386122
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_4	-11.297578	4.2796607
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_65	-0.63596565	2.3589044
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_124	8.470212	9.246624
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_63	0.25055853	0.60011196
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_240	-9.329077	-4.036459
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	Hhon	Hhon_104	7.569333	7.8361
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_124	8.294642	9.311856
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_107	7.526232	6.068141
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_180	6.641441	6.2175245
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	17.989647	17.710135
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_124	8.39844	9.23426
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_187	4.863122	6.8610787
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_51	-1.5570312	0.9955754
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_198	4.0463004	12.670208
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_40	13.789615	-2.8456967
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_127	7.5869417	9.406304
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_20	1.9830042	10.446468
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_107	7.5228167	6.0636463
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	Hhon	Hhon_103	7.6025677	8.556678
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_12	-12.1395855	4.1341352
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	20	batch2	Hhon	Hhon_187	9.898633	-11.704825
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_12	-11.978668	3.8630135
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_187	3.6842992	11.721818
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_208	3.4345403	12.00048
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_223	-7.676878	10.282042
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_44	13.876673	-2.4816923
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_74	0.52725285	1.9083599
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_70	-0.56088024	1.9463489
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	2.757863	11.606321
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_185	5.041686	12.800561
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-11.506746	3.2368014
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_244	15.980582	-7.9724684
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	1.9827017	10.598954
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_114	6.7901025	7.133271
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_247	7.7173634	-4.480582
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_62	0.17936863	0.6774153
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_198	3.9320767	12.748783
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_108	7.298562	6.2636642
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_4	-12.349184	3.4595912
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_210	9.531558	3.985675
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	4.9650106	6.904608
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_134	7.260966	9.721626
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_140	7.2096567	9.611123
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_112	7.8096514	8.151533
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_254	-3.871644	10.242451
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_199	4.199952	12.997505
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_44	13.939539	-2.2849023
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_70	-0.47127873	2.0860186
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	1	batch2	Hhon	Hhon_88	0.049802806	0.73397803
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_95	8.326366	5.7717395
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-11.342728	4.087878
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_224	-8.4058895	0.99915606
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_22	1.9321758	10.485572
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_55	-1.2035533	2.1500354
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	40	batch2	Hhon	Hhon_187	7.7033057	-4.4697585
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_111	6.844572	6.6722827
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_24	9.91797	-11.675748
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_66	-0.45988262	2.1713765
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_64	-0.39390618	2.3711045
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_12	-12.059366	3.6497283
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	29	batch2	Hhon	Hhon_209	-3.536078	13.774602
