Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_53	-3.0841827	9.784304
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_134	12.884974	3.3235466
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_12	4.654959	-2.529208
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	36	batch2	TrH2	TrH2_195	20.60323	10.077602
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_46	9.3332	-11.085061
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_32	2.2217946	-2.7864826
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_106	-13.024488	0.07586455
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_88	0.3499134	16.925142
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_121	8.406699	2.7575037
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_171	6.861333	10.681461
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	TrH2	TrH2_202	-10.114241	8.932549
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	35	batch2	TrH2	TrH2_194	4.6564484	-7.711291
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_129	10.540356	2.406033
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.03414	16.393345
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_151	8.635334	7.6776
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.407801	2.9398584
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_49	4.316516	23.330122
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_12	2.9827478	-3.9689226
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_146	9.428279	4.614584
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_108	-12.398409	-0.43220696
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_3	2.7695367	-2.7073333
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_79	1.0776637	16.234266
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	45	batch2	TrH2	TrH2_214	1.8530302	-10.072137
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_27	2.6442227	-3.5969973
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_184	7.180121	11.582454
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.101334	10.388426
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_74	-0.80220735	16.607836
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_19	3.4148204	-3.5400786
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_58	-2.7161005	10.087677
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_165	6.6901755	9.60872
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_201	15.708389	11.156638
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_136	10.244075	6.2632365
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_167	6.296299	9.254246
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_192	7.49742	11.171167
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_89	0.8069037	16.569326
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_188	8.718934	10.032707
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_12	4.464284	-2.7639346
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_181	8.457114	9.212802
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_69	1.0994965	16.244892
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_105	-12.979547	0.52570254
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_48	4.216897	23.173594
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_134	13.359896	3.7133973
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_128	10.860311	2.6787276
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	10.451716	4.65322
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_173	6.8902745	11.2940445
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_140	9.6812725	6.6293764
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_55	-2.778784	10.033582
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_166	6.200034	9.155389
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_150	8.783346	5.0598645
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_101	-11.7184725	0.097472966
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_181	8.394163	9.907241
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_13	3.9828105	-2.7761357
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_33	2.2650604	-2.935478
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_14	2.720664	-2.5480964
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_106	-12.953748	0.116376646
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_89	0.8505476	16.47133
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	-0.36474085	16.801098
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	9.099813	2.8400395
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_191	7.474728	11.548245
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_131	9.7741995	7.2913303
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_191	7.1461673	11.402222
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_42	0.7655268	6.3533387
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_107	-12.029323	-0.33960986
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_181	8.603557	9.860777
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_36	2.9088778	-3.467914
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_50	4.4659557	23.477032
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_46	9.305899	-11.053727
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_102	-12.522086	0.44956475
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	4	batch2	TrH2	TrH2_37	0.82060397	16.471964
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_181	8.699494	9.293458
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	10.471597	4.694333
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_55	-2.8975692	9.981666
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	9.778776	4.750192
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	36	batch2	TrH2	TrH2_195	20.619852	10.098222
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_191	7.100162	11.242781
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_42	0.69808656	6.289451
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_184	7.126219	11.545546
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_215	-3.2309139	3.1587322
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_84	-0.77134067	16.587008
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_13	4.6527476	-2.8738496
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_86	0.9303733	16.515099
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_84	0.11650764	16.765368
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_110	-10.588161	0.51133245
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_107	-12.258645	-0.17026488
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_207	-8.089412	13.8844795
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_103	-13.233999	0.53398967
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	30	batch2	TrH2	TrH2_173	13.539632	3.3685045
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_113	-11.463513	-0.049472734
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	41	batch2	TrH2	TrH2_145	10.084189	5.2559648
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_140	9.511416	6.203872
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_15	4.6162553	-2.2088919
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_35	3.151343	-3.6921124
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_58	-2.7248244	10.043563
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	41	batch2	TrH2	TrH2_157	19.146942	-3.423483
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_131	11.348009	1.9826107
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	2	batch2	TrH2	TrH2_40	4.287882	-3.375908
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_103	-13.137807	0.32250518
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_107	-12.867702	0.16523468
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	10.005612	6.240425
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_29	3.0844612	-3.23256
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_43	0.748787	6.337654
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_47	3.8075752	22.27535
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_28	3.5669994	-3.0441632
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_47	4.065626	22.835835
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_210	19.145424	-3.4375224
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_206	-8.093899	13.84775
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	10.391323	4.8091035
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	9.439507	5.215307
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_116	-12.139548	-1.0054657
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	54	batch2	TrH2	TrH2_205	9.725958	-7.688096
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.437896	-2.1300998
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_207	-8.103908	13.875408
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	10.467926	4.8940105
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_45	0.6965356	6.2713733
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	44	batch2	TrH2	TrH2_199	-3.6375287	-7.2370634
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_107	-12.266419	-0.09142276
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_28	3.1917157	-3.1880345
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_48	4.180183	23.120466
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_144	10.356543	3.9842548
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.057816	9.702684
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	TrH2	TrH2_202	-10.117644	8.925481
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_166	6.3540807	9.292491
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	16	batch2	TrH2	TrH2_174	8.46673	9.878025
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_20	3.7923954	-2.2103
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_132	11.231333	2.0753918
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_116	-12.382079	0.022482553
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_22	4.196029	-2.129721
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_120	9.17103	3.0377758
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_42	0.7766083	6.367283
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	14	batch2	TrH2	TrH2_163	9.244904	7.994623
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	10.311049	5.069203
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	19	batch2	TrH2	TrH2_91	-12.887114	-0.010222968
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_212	-5.0418005	1.1495329
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	7	batch2	TrH2	TrH2_180	-11.588204	0.80012137
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_110	-10.552812	0.65533686
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	9.7802	5.828841
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_47	4.0813804	22.864836
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_13	4.619845	-2.4562657
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	9.600957	5.1948943
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	29	batch2	TrH2	TrH2_57	-2.637657	10.17014
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_104	-12.705671	0.09353592
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_110	-12.8881235	0.37811995
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	49	batch2	TrH2	TrH2_159	8.86887	8.094799
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_110	-10.601341	0.66559744
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_212	-5.042535	1.1542856
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_103	-12.832693	0.16797586
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.138664	-2.646005
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_131	11.769311	2.8278592
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_12	4.374909	-2.3209538
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_179	8.910467	8.933393
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_22	3.4816172	-3.7486315
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_142	10.034676	5.4667163
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_180	8.266159	8.998428
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_25	4.1430693	-2.3378837
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_44	0.797174	6.3861656
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_96	-11.449766	0.16987921
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_156	9.764126	7.0213847
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.973241	0.85596645
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	0	batch2	TrH2	TrH2_161	9.869056	6.8025446
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	-0.62286377	16.723442
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_13	4.438062	-2.7113876
unassigned	unassigned	unassigned	fibre	chartreuse3	24	batch2	TrH2	TrH2_87	0.9992943	16.196184
unassigned	unassigned	unassigned	fibre	chartreuse3	22	batch2	TrH2	TrH2_61	-0.39545533	13.861634
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_96	-12.38559	0.5541157
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_33	2.502611	-3.2174242
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_33	2.2781937	-3.0938823
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_32	3.9955301	-2.6615431
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	43	batch2	TrH2	TrH2_211	-4.907128	0.4708874
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_188	8.393323	9.906113
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_15	2.7792578	-2.8987708
unassigned	unassigned	unassigned	trans_epithelia_ventral_peptidergic	gray60	26	batch2	TrH2	TrH2_157	-8.155249	13.911123
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_165	-12.009089	-1.349195
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_42	0.7241182	6.3142667
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	58	batch2	TrH2	TrH2_213	7.3636494	-9.081297
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_206	-8.15273	13.856777
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_85	0.74303997	17.109592
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_144	10.512247	4.3568196
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_137	10.061579	6.008922
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_186	8.768061	9.4247
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	45	batch2	TrH2	TrH2_214	1.8494	-10.074362
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_86	0.45800504	16.074972
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_46	9.445102	-11.199626
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_32	2.4104614	-3.1499236
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_112	-11.8609	-0.4022739
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_31	2.2497919	-2.491903
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	9.411926	5.573908
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_106	-11.689749	0.2707552
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_146	9.30071	4.442528
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_21	3.3743496	-3.6749365
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	10.314334	4.6227655
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_94	-11.456344	0.87302786
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_136	10.104425	6.160552
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_54	-3.0735295	9.878355
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_57	-2.5807748	10.210611
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_187	8.515322	10.032657
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_203	4.6588	-8.498363
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_57	-2.683495	10.098554
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_129	10.305344	2.4046676
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_133	13.517516	3.3749523
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_43	0.9489431	6.5381937
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_55	-2.8002052	10.0244055
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_31	2.398563	-2.997463
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_132	11.275031	3.1233454
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_83	-0.6258211	16.714277
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_145	10.081321	5.668523
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	54	batch2	TrH2	TrH2_205	9.730221	-7.6922817
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_112	-11.530134	0.09323788
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_197	13.087191	18.833405
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.157188	10.424085
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_20	3.9161766	-2.133421
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_88	-0.32881197	16.512388
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	0	batch2	TrH2	TrH2_162	9.8179	6.428892
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_106	-12.100837	-0.1276126
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_145	10.134296	5.0839357
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_123	11.154451	2.2879057
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_51	-2.280142	10.514288
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_27	3.723102	-3.8053591
unassigned	unassigned	unassigned	epithelia_gland_like	orange	21	batch2	TrH2	TrH2_124	9.244096	3.3580625
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	34	batch2	TrH2	TrH2_204	-4.377157	5.8437085
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_13	4.477137	-3.0809207
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_21	4.116377	-3.1606076
unassigned	unassigned	unassigned	fibre	chartreuse3	13	batch2	TrH2	TrH2_65	-1.544267	16.00102
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_122	8.570408	3.2037554
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_12	4.511856	-2.0304415
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_15	4.564436	-2.6627824
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_145	10.0424795	4.936059
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	9	batch2	TrH2	TrH2_168	6.8805356	10.462476
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_196	21.108978	10.394548
unassigned	unassigned	unassigned	epithelia_unknown_1	plum3	55	batch2	TrH2	TrH2_130	-7.6949883	20.540537
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_108	-12.216203	0.35767493
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_147	9.365715	5.0406604
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_35	2.4731915	-3.1912374
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_46	9.236993	-10.979952
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_19	3.2574959	-3.1841648
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_148	10.000166	4.737665
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	TrH2	TrH2_200	16.537493	-8.792121
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	20	batch2	TrH2	TrH2_38	-11.426623	-2.199481
