Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_122	5.693327	3.9041216
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_208	4.7965617	10.706145
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_37	14.025956	14.231529
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_112	4.03613	4.5745344
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_62	8.022122	-5.214258
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_236	-11.746288	1.5451537
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_33	13.665143	14.067574
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_201	4.3705072	9.192244
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-6.128427	13.207903
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	0	batch2	Hhon	Hhon_15	-6.294946	14.026489
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_108	5.8496385	1.8087287
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_200	4.4466863	9.318026
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_250	8.5590925	-11.66729
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_26	13.924567	14.253143
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_216	19.694904	5.3891997
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_41	13.524738	14.067255
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_239	-2.7944422	-10.296478
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_222	18.472834	-8.900778
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_18	4.803677	13.552325
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_219	18.661572	-9.830502
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_32	13.244382	14.154633
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_171	5.0857606	3.1974206
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	50	batch2	Hhon	Hhon_246	-7.325876	-7.109822
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_104	6.291134	2.6931007
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_62	8.111314	-5.4323416
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-6.051555	13.474585
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_79	9.356696	-6.029619
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_4	-6.7436213	13.378329
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_70	8.756906	-6.731611
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_71	10.028768	-4.3560686
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_234	11.860675	9.347432
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_200	4.273354	9.399264
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_22	4.713472	13.643628
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_114	5.810882	4.5828753
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_165	4.656723	4.2028008
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_183	1.8115326	1.0655032
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_130	4.4653516	4.422384
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_217	19.782516	5.7778893
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_39	12.95136	14.178195
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_233	11.750338	9.270662
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_1	-6.326711	12.627785
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_104	6.086861	2.8002815
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_69	8.164838	-6.48988
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	4.6413155	13.490371
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_129	4.729824	4.8349304
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_55	8.864243	-6.646884
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	12.81004	14.748409
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_63	8.115605	-5.1827626
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_77	8.0896	-4.795767
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	4.3006086	10.366458
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	4.067823	9.145537
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_112	4.326807	4.1164045
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-6.1733103	13.708424
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_3	-6.006456	14.050969
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	Hhon	Hhon_94	3.1649275	4.592704
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_131	5.670448	5.3243146
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	11	batch2	Hhon	Hhon_46	13.928352	14.945257
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_91	5.8238997	0.7751118
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_59	8.154063	-4.748976
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_110	5.8992815	3.2678587
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_118	3.3024492	4.3262997
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_13	-5.9835343	13.001214
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-5.724077	13.562164
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_91	8.042899	-4.500295
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_198	4.6555204	9.117446
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_3	-6.2706957	14.277341
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_95	5.5152464	0.9351371
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	Hhon	Hhon_220	18.74035	-10.275645
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_239	-2.8072145	-10.378996
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_1	-6.253173	14.291629
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	3.7125144	-2.9905503
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_141	5.661024	5.3499084
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_185	4.441763	8.829665
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_232	-3.8232293	6.6156826
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_45	13.013086	14.611109
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_74	7.936359	-6.5526576
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_111	4.342995	3.6206625
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_66	8.721818	-6.6689296
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_224	-9.229789	0.5276959
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_36	14.000742	14.28565
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_180	2.2295005	0.8007993
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-6.40124	12.292321
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_55	8.539691	-6.6194944
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	4.7616506	12.765186
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_186	6.3230314	3.9375765
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	11	batch2	Hhon	Hhon_46	13.966809	14.779365
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_114	4.576134	4.0912166
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_249	4.6179886	-13.689311
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_63	8.199375	-4.785139
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_91	5.8166423	0.7141894
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_43	12.788367	14.624624
unassigned	unassigned	unassigned	peptidergic_gamma	skyblue1	46	batch2	Hhon	Hhon_223	-9.420943	5.4173946
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	-11.218595	-3.8684225
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	Hhon	Hhon_220	18.716623	-10.236569
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_131	4.924522	4.8398304
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_36	14.063047	14.327269
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_225	-1.677978	20.662846
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_73	8.351616	-6.6153846
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_69	8.39796	-6.381187
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_181	1.6569396	1.219793
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_234	11.767456	9.289806
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	4.6838894	13.748151
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_110	5.880899	3.9722226
unassigned	unassigned	unassigned	epithelia_gland_like	orange	26	batch2	Hhon	Hhon_90	8.183449	-11.656371
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_233	11.6994505	9.255304
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	4.172006	9.200467
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	Hhon	Hhon_245	19.791441	11.039745
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_26	13.919638	14.134203
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_162	5.231458	5.479853
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_109	4.9075265	3.3172042
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	3.9749565	9.064203
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_111	4.274696	3.6724882
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_69	8.658666	-6.2410054
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_110	4.992365	3.1499593
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_18	4.7194366	13.595464
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_129	6.268575	3.5233784
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_140	5.56657	5.2628164
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_252	-11.278724	-3.810429
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_230	-4.025313	6.397116
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_41	13.77666	13.809207
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_249	4.691191	-13.7540865
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_185	4.7367916	10.246285
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_108	6.343365	2.324555
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_40	13.115617	13.974854
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_77	8.061878	-6.5784802
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_247	1.2919683	-9.127453
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_107	5.8534575	1.815881
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_201	4.8200502	9.727613
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-6.4602785	12.245076
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_217	19.64706	5.5061493
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_130	4.421935	4.223423
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_41	13.081113	13.936494
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_108	6.3322306	2.4141595
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_240	-2.7943835	-10.353899
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_67	8.346267	-6.0377226
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_72	9.432522	-4.9017897
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-6.089037	12.809334
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_90	5.4205656	1.0159792
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_205	3.9908328	9.375451
unassigned	unassigned	unassigned	fibre	chartreuse3	37	batch2	Hhon	Hhon_45	-11.216954	-3.8723993
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_38	13.299656	14.307618
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_102	6.2650905	2.4635534
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_76	9.751929	-6.5501714
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_222	18.473553	-8.930794
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_33	13.516526	14.477436
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-6.3257284	12.46021
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-5.8466473	13.039306
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_33	13.087132	14.322051
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_62	8.174503	-4.8118014
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_250	8.330974	-11.74209
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	14	batch2	Hhon	Hhon_205	4.7609205	10.945981
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_116	4.365838	-0.26328915
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_202	4.245327	9.054678
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_77	8.102594	-5.2764554
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_140	4.8340764	5.4328647
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_199	4.3259645	9.436622
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_45	13.10729	14.877003
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_207	4.8421254	10.1573105
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_90	4.163106	1.8281107
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	Hhon	Hhon_140	3.4591465	5.2389374
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_197	4.1763678	9.237416
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_1	-6.270643	14.373855
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_206	4.904387	10.076897
unassigned	unassigned	unassigned	epithelia_gland_like	orange	52	batch2	Hhon	Hhon_94	8.983942	-4.1828747
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_63	7.8475914	-4.9898777
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_33	13.129993	14.326013
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_32	12.908217	14.600356
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	Hhon	Hhon_94	3.0413451	4.162998
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	4.390332	10.197403
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_109	5.0336995	3.1809404
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_80	9.009798	-6.8350906
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_41	13.561075	14.043935
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_18	4.7288384	13.584953
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_26	13.8554	14.145563
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_51	9.292321	-5.4286995
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_65	8.217495	-6.604967
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_1	-6.3317103	12.534563
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_59	8.110112	-4.787818
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_57	8.799177	-5.6802106
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	4.017532	-2.721424
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_134	4.395414	5.279386
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_13	-6.184463	13.155727
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_203	4.2291217	10.243175
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-6.3041873	12.463458
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	43	batch2	Hhon	Hhon_121	18.709536	-10.241414
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_224	-9.230914	0.52164453
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	4.0114846	-2.6849174
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_202	4.24619	9.258558
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_120	3.9479828	4.322254
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_32	13.231428	14.046257
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_7	-6.070522	13.04678
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_107	4.033203	2.08415
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_79	9.251033	-5.879821
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_131	4.4300714	4.7940936
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_93	6.095114	1.763725
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_124	3.4810386	4.835365
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_120	4.0192504	4.170759
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_38	13.026639	13.763227
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	0	batch2	Hhon	Hhon_15	-6.316207	14.389371
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_184	-0.48668575	1.8749238
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_63	7.7928243	-5.8397875
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_242	-2.799441	-10.408934
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_16	4.6875916	13.5842
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_23	3.7292476	-2.979397
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_19	4.714724	13.563368
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_3	-6.183701	14.201721
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_59	7.91585	-4.8423944
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_134	4.875015	5.344077
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_169	5.8756814	3.2554839
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_77	8.063437	-4.865425
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_18	4.7505937	13.576679
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-5.7642255	12.933713
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_212	19.670973	5.3086843
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_112	4.5660324	3.6674821
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_234	11.690442	9.224865
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_112	5.801941	4.5630217
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_6	-6.090416	12.825127
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_21	4.738504	13.008332
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_219	18.648365	-9.770483
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_63	9.83029	-5.994241
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_247	1.3004203	-9.116837
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_131	4.719611	4.8930626
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_125	3.3157918	4.515127
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_113	6.1973042	2.584342
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_37	13.748341	14.417952
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_16	4.708717	13.519058
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_112	4.511602	4.0040393
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_182	1.8446742	0.46108
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-5.5632095	13.718305
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_73	9.172896	-6.38539
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-5.978122	13.856676
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_205	3.9871354	9.364462
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_66	8.502594	-6.6593165
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_63	7.8163066	-6.161368
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_221	18.550297	-9.254084
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_11	-6.1489906	13.477919
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_211	8.39742	5.5093465
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_45	13.316703	14.971633
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_109	6.0013304	2.5930736
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_112	6.0786686	3.7170775
